"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"void generate_random_interleaved_data_kernel<input_val_1D<unsigned long>, double>(input_val_1D<unsigned long>, input_val_1D<unsigned long>, unsigned long, unsigned long, input_val_1D<unsigned long>, rocfft_complex<double>*, input_val_1D<unsigned long>, unsigned long, input_val_1D<unsigned long>, unsigned long)","6","1312773128","218795521","75.631"
"transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned","12","176948923","14745743","10.194"
"transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned","6","91291821","15215303","5.26"
"fft_rtc_fwd_len_512_factors_8_8_8_wgs_64_tpt_64_halfLds_dp_ip_CI_unitstride_sbrr_dirReg","6","78194223","13032370","4.505"
"fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg","6","76512304","12752050","4.408"
"twiddle_gen_radices_dp","2","25600","12800","0.001"
"twiddle_gen_large_dp","1","4640","4640","0.0"
"Total","39","1735750639","44506426","100.0"
