Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_VALU,SQ_INSTS_FLAT_LDS_ONLY,SQ_INSTS_LDS,SQ_INSTS_VALU,SQ_INSTS_VMEM_RD,SQ_INSTS_VMEM_WR,SQ_LDS_BANK_CONFLICT,SQ_WAIT_INST_LDS,TA_FLAT_WRITE_WAVEFRONTS[0],TA_FLAT_WRITE_WAVEFRONTS[1],TA_FLAT_WRITE_WAVEFRONTS[2],TA_FLAT_WRITE_WAVEFRONTS[3],TA_FLAT_WRITE_WAVEFRONTS[4],TA_FLAT_WRITE_WAVEFRONTS[5],TA_FLAT_WRITE_WAVEFRONTS[6],TA_FLAT_WRITE_WAVEFRONTS[7],TA_FLAT_WRITE_WAVEFRONTS[8],TA_FLAT_WRITE_WAVEFRONTS[9],TA_FLAT_WRITE_WAVEFRONTS[10],TA_FLAT_WRITE_WAVEFRONTS[11],TA_FLAT_WRITE_WAVEFRONTS[12],TA_FLAT_WRITE_WAVEFRONTS[13],TA_FLAT_WRITE_WAVEFRONTS[14],TA_FLAT_WRITE_WAVEFRONTS[15],TA_TA_BUSY[0],TA_TA_BUSY[1],TA_TA_BUSY[2],TA_TA_BUSY[3],TA_TA_BUSY[4],TA_TA_BUSY[5],TA_TA_BUSY[6],TA_TA_BUSY[7],TA_TA_BUSY[8],TA_TA_BUSY[9],TA_TA_BUSY[10],TA_TA_BUSY[11],TA_TA_BUSY[12],TA_TA_BUSY[13],TA_TA_BUSY[14],TA_TA_BUSY[15],TCC_EA_WRREQ[0],TCC_EA_WRREQ[1],TCC_EA_WRREQ[2],TCC_EA_WRREQ[3],TCC_EA_WRREQ[4],TCC_EA_WRREQ[5],TCC_EA_WRREQ[6],TCC_EA_WRREQ[7],TCC_EA_WRREQ[8],TCC_EA_WRREQ[9],TCC_EA_WRREQ[10],TCC_EA_WRREQ[11],TCC_EA_WRREQ[12],TCC_EA_WRREQ[13],TCC_EA_WRREQ[14],TCC_EA_WRREQ[15],TCC_EA_WRREQ[16],TCC_EA_WRREQ[17],TCC_EA_WRREQ[18],TCC_EA_WRREQ[19],TCC_EA_WRREQ[20],TCC_EA_WRREQ[21],TCC_EA_WRREQ[22],TCC_EA_WRREQ[23],TCC_EA_WRREQ[24],TCC_EA_WRREQ[25],TCC_EA_WRREQ[26],TCC_EA_WRREQ[27],TCC_EA_WRREQ[28],TCC_EA_WRREQ[29],TCC_EA_WRREQ[30],TCC_EA_WRREQ[31],TCC_EA_WRREQ_64B[0],TCC_EA_WRREQ_64B[1],TCC_EA_WRREQ_64B[2],TCC_EA_WRREQ_64B[3],TCC_EA_WRREQ_64B[4],TCC_EA_WRREQ_64B[5],TCC_EA_WRREQ_64B[6],TCC_EA_WRREQ_64B[7],TCC_EA_WRREQ_64B[8],TCC_EA_WRREQ_64B[9],TCC_EA_WRREQ_64B[10],TCC_EA_WRREQ_64B[11],TCC_EA_WRREQ_64B[12],TCC_EA_WRREQ_64B[13],TCC_EA_WRREQ_64B[14],TCC_EA_WRREQ_64B[15],TCC_EA_WRREQ_64B[16],TCC_EA_WRREQ_64B[17],TCC_EA_WRREQ_64B[18],TCC_EA_WRREQ_64B[19],TCC_EA_WRREQ_64B[20],TCC_EA_WRREQ_64B[21],TCC_EA_WRREQ_64B[22],TCC_EA_WRREQ_64B[23],TCC_EA_WRREQ_64B[24],TCC_EA_WRREQ_64B[25],TCC_EA_WRREQ_64B[26],TCC_EA_WRREQ_64B[27],TCC_EA_WRREQ_64B[28],TCC_EA_WRREQ_64B[29],TCC_EA_WRREQ_64B[30],TCC_EA_WRREQ_64B[31],TCC_EA1_WRREQ[0],TCC_EA1_WRREQ[1],TCC_EA1_WRREQ[2],TCC_EA1_WRREQ[3],TCC_EA1_WRREQ[4],TCC_EA1_WRREQ[5],TCC_EA1_WRREQ[6],TCC_EA1_WRREQ[7],TCC_EA1_WRREQ[8],TCC_EA1_WRREQ[9],TCC_EA1_WRREQ[10],TCC_EA1_WRREQ[11],TCC_EA1_WRREQ[12],TCC_EA1_WRREQ[13],TCC_EA1_WRREQ[14],TCC_EA1_WRREQ[15],TCC_EA1_WRREQ[16],TCC_EA1_WRREQ[17],TCC_EA1_WRREQ[18],TCC_EA1_WRREQ[19],TCC_EA1_WRREQ[20],TCC_EA1_WRREQ[21],TCC_EA1_WRREQ[22],TCC_EA1_WRREQ[23],TCC_EA1_WRREQ[24],TCC_EA1_WRREQ[25],TCC_EA1_WRREQ[26],TCC_EA1_WRREQ[27],TCC_EA1_WRREQ[28],TCC_EA1_WRREQ[29],TCC_EA1_WRREQ[30],TCC_EA1_WRREQ[31],TCC_EA1_WRREQ_64B[0],TCC_EA1_WRREQ_64B[1],TCC_EA1_WRREQ_64B[2],TCC_EA1_WRREQ_64B[3],TCC_EA1_WRREQ_64B[4],TCC_EA1_WRREQ_64B[5],TCC_EA1_WRREQ_64B[6],TCC_EA1_WRREQ_64B[7],TCC_EA1_WRREQ_64B[8],TCC_EA1_WRREQ_64B[9],TCC_EA1_WRREQ_64B[10],TCC_EA1_WRREQ_64B[11],TCC_EA1_WRREQ_64B[12],TCC_EA1_WRREQ_64B[13],TCC_EA1_WRREQ_64B[14],TCC_EA1_WRREQ_64B[15],TCC_EA1_WRREQ_64B[16],TCC_EA1_WRREQ_64B[17],TCC_EA1_WRREQ_64B[18],TCC_EA1_WRREQ_64B[19],TCC_EA1_WRREQ_64B[20],TCC_EA1_WRREQ_64B[21],TCC_EA1_WRREQ_64B[22],TCC_EA1_WRREQ_64B[23],TCC_EA1_WRREQ_64B[24],TCC_EA1_WRREQ_64B[25],TCC_EA1_WRREQ_64B[26],TCC_EA1_WRREQ_64B[27],TCC_EA1_WRREQ_64B[28],TCC_EA1_WRREQ_64B[29],TCC_EA1_WRREQ_64B[30],TCC_EA1_WRREQ_64B[31],TCP_TCP_TA_DATA_STALL_CYCLES[0],TCP_TCP_TA_DATA_STALL_CYCLES[1],TCP_TCP_TA_DATA_STALL_CYCLES[2],TCP_TCP_TA_DATA_STALL_CYCLES[3],TCP_TCP_TA_DATA_STALL_CYCLES[4],TCP_TCP_TA_DATA_STALL_CYCLES[5],TCP_TCP_TA_DATA_STALL_CYCLES[6],TCP_TCP_TA_DATA_STALL_CYCLES[7],TCP_TCP_TA_DATA_STALL_CYCLES[8],TCP_TCP_TA_DATA_STALL_CYCLES[9],TCP_TCP_TA_DATA_STALL_CYCLES[10],TCP_TCP_TA_DATA_STALL_CYCLES[11],TCP_TCP_TA_DATA_STALL_CYCLES[12],TCP_TCP_TA_DATA_STALL_CYCLES[13],TCP_TCP_TA_DATA_STALL_CYCLES[14],TCP_TCP_TA_DATA_STALL_CYCLES[15],DispatchNs,BeginNs,EndNs,CompleteNs
12,transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned,0,0,37,3855943,3855943,524288000,1024,16384,0,24,0,32,64,0x7f32afdff180,22832342,22832342,491520000,0,16384000,442368000,32768000,8192000,458752000,29594739,412608,412384,822944,822320,821456,819392,818384,817776,815552,815024,814160,0,0,0,0,0,66836574,66772168,133541043,133654920,133625921,133443278,133726948,133594172,133626000,133660226,133617878,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2379658,2454413,4876869,4893000,4954312,5006610,5045199,5097279,5106362,5119389,5159334,0,0,0,0,0,2330268052165996,2330268586292460,2330268601502221,2330268601530680
13,fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg,0,0,38,3855943,3855943,65536000,128,8192,0,64,0,32,64,0x7f32afdff100,19135630,19135630,397312000,0,73728000,397312000,24576000,8192000,262144000,196323546,411936,411824,822544,821584,820048,818832,818336,817984,817184,815936,815792,0,0,0,0,0,66287884,66271919,132816635,132835598,132789817,132725015,132860348,132914154,132922929,133015053,132951318,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15073022,15072850,30296181,30534987,30507712,30211435,30546613,30604869,30768167,30483713,30514369,0,0,0,0,0,2330268053343461,2330268602398541,2330268615143022,2330268615159698
14,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,39,3855943,3855943,524288000,1024,16384,0,12,0,32,64,0x7f32afdff080,22145773,22145773,319488000,0,16384000,270336000,8192000,8192000,458752000,162725459,411200,411232,820768,820912,820240,819280,818880,818928,817904,816112,816544,0,0,0,0,0,20659899,20752563,41421354,41490316,41519025,41547267,41605864,41573441,41703985,41691579,41764307,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613929,3763031,7414506,7521442,7558884,7690756,7766859,7720794,7889619,7977317,8016051,0,0,0,0,0,2330268054461206,2330268616040004,2330268630790244,2330268630825054
15,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,41,3855943,3855943,524288000,8,0,0,16,0,32,64,0x7f32afdfef80,328218473,328218473,10420224000,0,0,10223616000,0,65536000,0,0,3276800,3276800,6553600,6553600,6553600,6553600,6553600,6553600,6553600,6553600,6553600,0,0,0,0,0,227063869,226969129,453858834,453968649,453824103,454051777,453940814,454022741,453894874,454084831,453943302,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40496377,40409037,80733278,80834247,80688331,80932618,80826842,80900368,80772155,80953612,80827776,0,0,0,0,0,2330268631732698,2330268633401571,2330268852196918,2330268852235147
16,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,43,3855943,3855943,524288000,1024,16384,0,12,0,32,64,0x7f32afdfee80,22133672,22133672,319488000,0,16384000,270336000,8192000,8192000,458752000,168305584,411456,411008,821456,820512,819824,819808,819488,818032,817472,816864,816080,0,0,0,0,0,22537022,22600945,45063872,45280726,45256419,45340097,45210537,45291015,45325709,45386499,45475379,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407133,5469415,10832308,11119080,11120808,11178170,11093437,11260106,11289428,11356062,11500941,0,0,0,0,0,2330268633411365,2330268853109716,2330268867853556,2330268867878502
17,fft_rtc_fwd_len_512_factors_8_8_8_wgs_64_tpt_64_halfLds_dp_ip_CI_unitstride_sbrr_dirReg,0,0,44,3855943,3855943,65536000,64,4096,0,64,0,32,64,0x7f32afdfee00,19568176,19568176,324608000,0,49152000,324608000,22528000,8192000,262144000,59276409,410080,410128,819776,819792,819472,819560,819096,818888,818712,818264,818232,0,0,0,0,0,68531719,70257164,139357322,139536286,139700719,140188138,140110837,140475640,140813846,140625885,141136029,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11170198,11991813,23591094,23662897,23521373,24091663,23951288,24187370,24316811,24416632,24702797,0,0,0,0,0,2330268634622050,2330268868750836,2330268881783155,2330268881801281
18,transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned,0,0,45,3855943,3855943,524288000,1024,16384,0,24,0,32,64,0x7f32afdfed80,22839754,22839754,491520000,0,16384000,442368000,32768000,8192000,458752000,29591079,412864,412304,823312,822144,820528,819424,818992,817504,816000,815248,813680,0,0,0,0,0,66821415,66747810,133668672,133679043,133657217,133641181,133895826,133650722,133775687,133775265,133709264,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403238,2475220,4985212,4952417,5003014,5054076,5079734,5116928,5152267,5188565,5239065,0,0,0,0,0,2330268635836875,2330268882680275,2330268897894514,2330268897919289
19,fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg,0,0,46,3855943,3855943,65536000,128,8192,0,64,0,32,64,0x7f32afdfed00,19147267,19147267,397312000,0,73728000,397312000,24576000,8192000,262144000,196693536,412656,410784,823056,820704,820832,819552,819280,818048,816272,816080,814736,0,0,0,0,0,66468063,66425544,132829057,132949588,132940183,132953920,132963444,132928871,133111037,133002123,133074743,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14983348,15147702,30278994,30419851,30692585,30628257,30581789,30470743,30688542,30718237,30881544,0,0,0,0,0,2330268636987440,2330268898791794,2330268911543313,2330268911565266
20,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,47,3855943,3855943,524288000,1024,16384,0,12,0,32,64,0x7f32afdfec80,22143287,22143287,319488000,0,16384000,270336000,8192000,8192000,458752000,162675949,410640,410720,821104,820928,820480,819584,818736,818080,817936,817088,816704,0,0,0,0,0,20613259,20702984,41445318,41429356,41505004,41603599,41506388,41579473,41648713,41691396,41698784,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3620492,3711102,7468438,7457611,7580372,7699235,7631262,7788371,7888549,7920297,8004225,0,0,0,0,0,2330268638098145,2330268912439538,2330268927189453,2330268927218632
21,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,49,3855943,3855943,524288000,8,0,0,16,0,32,64,0x7f32afdfeb80,328220786,328220786,10420224000,0,0,10223616000,0,65536000,0,0,3276800,3276800,6553600,6553600,6553600,6553600,6553600,6553600,6553600,6553600,6553600,0,0,0,0,0,226845636,226382901,453866744,453308384,453988723,453358117,453823896,453257425,454044853,453482545,454080905,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40252366,39789076,80679027,80132666,80822580,80175665,80655311,80084598,80914462,80335382,80976124,0,0,0,0,0,2330268928125556,2330268929644194,2330269148441466,2330269148478795
22,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,51,3855943,3855943,524288000,1024,16384,0,12,0,32,64,0x7f32afdfea80,22125013,22125013,319488000,0,16384000,270336000,8192000,8192000,458752000,168707006,410992,411360,821488,820672,820064,819376,819024,818224,817728,816992,816080,0,0,0,0,0,22575222,22709427,45360178,45350485,45502385,45406911,45386953,45463400,45525999,45519247,45551981,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5438463,5578809,11123428,11110639,11311967,11231019,11254203,11410406,11459438,11489348,11617631,0,0,0,0,0,2330268929652623,2330269149347544,2330269164085784,2330269164102591
23,fft_rtc_fwd_len_512_factors_8_8_8_wgs_64_tpt_64_halfLds_dp_ip_CI_unitstride_sbrr_dirReg,0,0,52,3855943,3855943,65536000,64,4096,0,64,0,32,64,0x7f32afdfea00,19561669,19561669,324608000,0,49152000,324608000,22528000,8192000,262144000,60641277,410112,410208,819936,819480,819456,819368,819120,818448,818712,818544,818616,0,0,0,0,0,69156364,69618857,139325885,139359102,140002356,140127479,140372971,141217687,141116477,141227291,141498698,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11467086,11732796,23284157,23552277,23833818,24002534,24388099,24690534,24653335,24644771,24983551,0,0,0,0,0,2330268930789807,2330269164983064,2330269178010903,2330269178030580
24,transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned,0,0,53,3855943,3855943,524288000,1024,16384,0,24,0,32,64,0x7f32afdfe980,22838386,22838386,491520000,0,16384000,442368000,32768000,8192000,458752000,29589140,412736,412208,823728,822384,821056,819504,818272,817648,815808,815088,813568,0,0,0,0,0,66876356,66771779,133722288,133663954,133684635,133661175,133687913,133680311,133624657,133752382,133784406,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382456,2484767,4967808,4975404,5014569,4995651,5073528,5132873,5110983,5183732,5222047,0,0,0,0,0,2330268931959382,2330269178908183,2330269194121623,2330269194147287
25,fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg,0,0,54,3855943,3855943,65536000,128,8192,0,64,0,32,64,0x7f32afdfe900,19140422,19140422,397312000,0,73728000,397312000,24576000,8192000,262144000,196569526,411696,411696,822208,821872,819696,820128,818528,817632,817152,816240,815152,0,0,0,0,0,66256282,66285884,132641891,132852386,132707744,132850036,132921176,133024545,132905101,132956669,133003866,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15104940,15157244,30202709,30372516,30359926,30451351,30515526,30745879,30561448,30877570,30772230,0,0,0,0,0,2330268933081937,2330269195018423,2330269207765462,2330269207784945
26,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,55,3855943,3855943,524288000,1024,16384,0,12,0,32,64,0x7f32afdfe880,22149263,22149263,319488000,0,16384000,270336000,8192000,8192000,458752000,162025420,410880,411408,820944,820512,819488,819520,818960,818096,818112,817440,816640,0,0,0,0,0,20629365,20697848,41406065,41392687,41484547,41566251,41537156,41594081,41615588,41735582,41746620,0,0,0,0,0,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609745,3663045,7433030,7414000,7550122,7660555,7705064,7800650,7830967,7963861,8000340,0,0,0,0,0,2330268934160532,2330269208661128,2330269223415042,2330269223451381
