Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_VALU,SQ_INSTS_FLAT_LDS_ONLY,SQ_INSTS_LDS,SQ_INSTS_VALU,SQ_INSTS_VMEM_RD,SQ_INSTS_VMEM_WR,SQ_LDS_BANK_CONFLICT,SQ_WAIT_INST_LDS,TA_FLAT_READ_WAVEFRONTS[0],TA_FLAT_READ_WAVEFRONTS[1],TA_FLAT_READ_WAVEFRONTS[2],TA_FLAT_READ_WAVEFRONTS[3],TA_FLAT_READ_WAVEFRONTS[4],TA_FLAT_READ_WAVEFRONTS[5],TA_FLAT_READ_WAVEFRONTS[6],TA_FLAT_READ_WAVEFRONTS[7],TA_FLAT_READ_WAVEFRONTS[8],TA_FLAT_READ_WAVEFRONTS[9],TA_FLAT_READ_WAVEFRONTS[10],TA_FLAT_READ_WAVEFRONTS[11],TA_FLAT_READ_WAVEFRONTS[12],TA_FLAT_READ_WAVEFRONTS[13],TA_FLAT_READ_WAVEFRONTS[14],TA_FLAT_READ_WAVEFRONTS[15],TA_TA_BUSY[0],TA_TA_BUSY[1],TA_TA_BUSY[2],TA_TA_BUSY[3],TA_TA_BUSY[4],TA_TA_BUSY[5],TA_TA_BUSY[6],TA_TA_BUSY[7],TA_TA_BUSY[8],TA_TA_BUSY[9],TA_TA_BUSY[10],TA_TA_BUSY[11],TA_TA_BUSY[12],TA_TA_BUSY[13],TA_TA_BUSY[14],TA_TA_BUSY[15],TCC_EA_RDREQ[0],TCC_EA_RDREQ[1],TCC_EA_RDREQ[2],TCC_EA_RDREQ[3],TCC_EA_RDREQ[4],TCC_EA_RDREQ[5],TCC_EA_RDREQ[6],TCC_EA_RDREQ[7],TCC_EA_RDREQ[8],TCC_EA_RDREQ[9],TCC_EA_RDREQ[10],TCC_EA_RDREQ[11],TCC_EA_RDREQ[12],TCC_EA_RDREQ[13],TCC_EA_RDREQ[14],TCC_EA_RDREQ[15],TCC_EA_RDREQ[16],TCC_EA_RDREQ[17],TCC_EA_RDREQ[18],TCC_EA_RDREQ[19],TCC_EA_RDREQ[20],TCC_EA_RDREQ[21],TCC_EA_RDREQ[22],TCC_EA_RDREQ[23],TCC_EA_RDREQ[24],TCC_EA_RDREQ[25],TCC_EA_RDREQ[26],TCC_EA_RDREQ[27],TCC_EA_RDREQ[28],TCC_EA_RDREQ[29],TCC_EA_RDREQ[30],TCC_EA_RDREQ[31],TCC_EA_RDREQ_32B[0],TCC_EA_RDREQ_32B[1],TCC_EA_RDREQ_32B[2],TCC_EA_RDREQ_32B[3],TCC_EA_RDREQ_32B[4],TCC_EA_RDREQ_32B[5],TCC_EA_RDREQ_32B[6],TCC_EA_RDREQ_32B[7],TCC_EA_RDREQ_32B[8],TCC_EA_RDREQ_32B[9],TCC_EA_RDREQ_32B[10],TCC_EA_RDREQ_32B[11],TCC_EA_RDREQ_32B[12],TCC_EA_RDREQ_32B[13],TCC_EA_RDREQ_32B[14],TCC_EA_RDREQ_32B[15],TCC_EA_RDREQ_32B[16],TCC_EA_RDREQ_32B[17],TCC_EA_RDREQ_32B[18],TCC_EA_RDREQ_32B[19],TCC_EA_RDREQ_32B[20],TCC_EA_RDREQ_32B[21],TCC_EA_RDREQ_32B[22],TCC_EA_RDREQ_32B[23],TCC_EA_RDREQ_32B[24],TCC_EA_RDREQ_32B[25],TCC_EA_RDREQ_32B[26],TCC_EA_RDREQ_32B[27],TCC_EA_RDREQ_32B[28],TCC_EA_RDREQ_32B[29],TCC_EA_RDREQ_32B[30],TCC_EA_RDREQ_32B[31],TCC_EA1_RDREQ[0],TCC_EA1_RDREQ[1],TCC_EA1_RDREQ[2],TCC_EA1_RDREQ[3],TCC_EA1_RDREQ[4],TCC_EA1_RDREQ[5],TCC_EA1_RDREQ[6],TCC_EA1_RDREQ[7],TCC_EA1_RDREQ[8],TCC_EA1_RDREQ[9],TCC_EA1_RDREQ[10],TCC_EA1_RDREQ[11],TCC_EA1_RDREQ[12],TCC_EA1_RDREQ[13],TCC_EA1_RDREQ[14],TCC_EA1_RDREQ[15],TCC_EA1_RDREQ[16],TCC_EA1_RDREQ[17],TCC_EA1_RDREQ[18],TCC_EA1_RDREQ[19],TCC_EA1_RDREQ[20],TCC_EA1_RDREQ[21],TCC_EA1_RDREQ[22],TCC_EA1_RDREQ[23],TCC_EA1_RDREQ[24],TCC_EA1_RDREQ[25],TCC_EA1_RDREQ[26],TCC_EA1_RDREQ[27],TCC_EA1_RDREQ[28],TCC_EA1_RDREQ[29],TCC_EA1_RDREQ[30],TCC_EA1_RDREQ[31],TCC_EA1_RDREQ_32B[0],TCC_EA1_RDREQ_32B[1],TCC_EA1_RDREQ_32B[2],TCC_EA1_RDREQ_32B[3],TCC_EA1_RDREQ_32B[4],TCC_EA1_RDREQ_32B[5],TCC_EA1_RDREQ_32B[6],TCC_EA1_RDREQ_32B[7],TCC_EA1_RDREQ_32B[8],TCC_EA1_RDREQ_32B[9],TCC_EA1_RDREQ_32B[10],TCC_EA1_RDREQ_32B[11],TCC_EA1_RDREQ_32B[12],TCC_EA1_RDREQ_32B[13],TCC_EA1_RDREQ_32B[14],TCC_EA1_RDREQ_32B[15],TCC_EA1_RDREQ_32B[16],TCC_EA1_RDREQ_32B[17],TCC_EA1_RDREQ_32B[18],TCC_EA1_RDREQ_32B[19],TCC_EA1_RDREQ_32B[20],TCC_EA1_RDREQ_32B[21],TCC_EA1_RDREQ_32B[22],TCC_EA1_RDREQ_32B[23],TCC_EA1_RDREQ_32B[24],TCC_EA1_RDREQ_32B[25],TCC_EA1_RDREQ_32B[26],TCC_EA1_RDREQ_32B[27],TCC_EA1_RDREQ_32B[28],TCC_EA1_RDREQ_32B[29],TCC_EA1_RDREQ_32B[30],TCC_EA1_RDREQ_32B[31],TCP_TCP_TA_DATA_STALL_CYCLES[0],TCP_TCP_TA_DATA_STALL_CYCLES[1],TCP_TCP_TA_DATA_STALL_CYCLES[2],TCP_TCP_TA_DATA_STALL_CYCLES[3],TCP_TCP_TA_DATA_STALL_CYCLES[4],TCP_TCP_TA_DATA_STALL_CYCLES[5],TCP_TCP_TA_DATA_STALL_CYCLES[6],TCP_TCP_TA_DATA_STALL_CYCLES[7],TCP_TCP_TA_DATA_STALL_CYCLES[8],TCP_TCP_TA_DATA_STALL_CYCLES[9],TCP_TCP_TA_DATA_STALL_CYCLES[10],TCP_TCP_TA_DATA_STALL_CYCLES[11],TCP_TCP_TA_DATA_STALL_CYCLES[12],TCP_TCP_TA_DATA_STALL_CYCLES[13],TCP_TCP_TA_DATA_STALL_CYCLES[14],TCP_TCP_TA_DATA_STALL_CYCLES[15],DispatchNs,BeginNs,EndNs,CompleteNs
29,fft_rtc_fwd_len_512_factors_8_8_8_wgs_64_tpt_64_halfLds_dp_ip_CI_unitstride_sbrr_dirReg,0,0,60,3855767,3855767,65536000,64,4096,0,64,0,32,64,0x7f5f707fe600,19553996,19553996,324608000,0,49152000,324608000,22528000,8192000,262144000,61384945,1128622,1127214,2254978,2254340,2253526,2252646,2252448,2252008,2251304,2250512,2250402,0,0,0,0,0,70321195,68114510,138991584,139382926,139659263,139607739,139968139,140206040,140354969,140712989,141256821,0,0,0,0,0,4096007,4096004,4096010,4096010,4096008,4096008,4096004,4096005,4096010,4096007,4096004,4096004,4096009,4096004,4096007,4096013,4096008,4096007,4096006,4096030,4096008,4096004,4096004,4096004,4096008,4096004,4096006,4096007,4096008,4096004,4096008,4096023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12125507,10847921,23437127,23596218,24004952,23902398,24142194,24144751,24215657,24514648,24828037,0,0,0,0,0,2330261878671548,2330262112855643,2330262125878681,2330262125898050
30,transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned,0,0,61,3855767,3855767,524288000,1024,16384,0,24,0,32,64,0x7f5f707fe580,22838045,22838045,491520000,0,16384000,442368000,32768000,8192000,458752000,29600559,1650688,1649472,3291840,3287168,3283776,3277696,3276416,3268224,3264000,3262464,3256256,0,0,0,0,0,66867525,66765430,133709210,133709332,133704991,133672313,133768464,133690657,133737825,133687992,133680194,0,0,0,0,0,4096028,4096028,4096040,4096028,4096036,4096032,4096040,4096028,4096040,4096028,4096436,4096028,4096028,4096029,4096040,4096040,4096029,4096028,4096040,4096032,4096042,4096028,4096044,4096028,4096040,4096028,4096040,4096028,4096028,4096028,4096040,4096028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406160,2440719,4992862,5003536,5058112,5022048,5097831,5111260,5095885,5182368,5273404,0,0,0,0,0,2330261879828033,2330262126775801,2330262141988760,2330262142007808
31,fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg,0,0,62,3855767,3855767,65536000,128,8192,0,64,0,32,64,0x7f5f707fe500,19152290,19152290,397312000,0,73728000,397312000,24576000,8192000,262144000,196451943,1235952,1236864,2464272,2463504,2462640,2459520,2456832,2452128,2451120,2448144,2445024,0,0,0,0,0,66424918,66285268,132777825,132974403,132938120,132983611,132967071,133078319,133089787,132992837,133212662,0,0,0,0,0,4096008,4096014,4096008,4096012,4096011,4096008,4096008,4096015,4096006,4096013,4096010,4096014,4096013,4096012,4096008,4096013,4096015,4096013,4096012,4096012,4096008,4096013,4096008,4096012,4096008,4096009,4096008,4096016,4096009,4096012,4096008,4096012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15026816,15143488,30155166,30499394,30425001,30538252,30678187,30589423,30667101,30505430,30892937,0,0,0,0,0,2330261880958088,2330262142886200,2330262155640758,2330262155657585
32,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,63,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707ff480,22146405,22146405,319488000,0,16384000,270336000,8192000,8192000,458752000,161855262,411504,411392,821072,820272,820528,819360,818720,818192,816912,817152,816896,0,0,0,0,0,20613598,20715869,41456526,41400377,41510065,41470371,41537361,41653982,41683413,41720281,41718106,0,0,0,0,0,4096000,4096004,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096002,4096000,4096001,4096000,4096000,4096000,4096003,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096005,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3578743,3695361,7512435,7463143,7554456,7598817,7717065,7843285,7921514,7970114,8004436,0,0,0,0,0,2330261882034332,2330262156536978,2330262171289132,2330262171314441
33,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,65,3855767,3855767,524288000,8,0,0,16,0,32,64,0x7f5f707ff380,328217377,328217377,10420224000,0,0,10223616000,0,65536000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226959281,227119303,453750986,454114423,453815689,453976220,453888229,454041923,453971378,454094438,453868119,0,0,0,0,0,25,9,8,33,13,9,8,12,15,8,60,16,12,8,28,13,44,11,8,12,8,8,8,12,12,9,8,12,66,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40383437,40537880,80571434,80962670,80658872,80813444,80745129,80913147,80856951,80991919,80763806,0,0,0,0,0,2330262172224495,2330262173763687,2330262392559195,2330262392597514
34,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,67,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707ff280,22130031,22130031,319488000,0,16384000,270336000,8192000,8192000,458752000,167105907,411264,410832,821472,820336,820336,818784,818752,818688,818080,817232,816224,0,0,0,0,0,22666596,22680639,45351621,45384299,45482418,45508386,45523415,45485371,45535091,45567649,45546513,0,0,0,0,0,4096030,4096033,4096023,4096022,4096037,4096034,4096022,4096023,4096029,4096032,4096387,4096026,4096030,4096032,4096021,4096024,4096041,4096024,4096023,4096023,4096035,4096032,4096023,4096026,4096035,4096035,4096024,4096023,4096030,4096036,4096022,4096022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5519603,5590667,11132124,11167324,11305237,11389287,11377404,11387941,11474302,11545727,11551988,0,0,0,0,0,2330262173772441,2330262393465433,2330262408206713,2330262408232049
35,fft_rtc_fwd_len_512_factors_8_8_8_wgs_64_tpt_64_halfLds_dp_ip_CI_unitstride_sbrr_dirReg,0,0,68,3855767,3855767,65536000,64,4096,0,64,0,32,64,0x7f5f707ff200,19558148,19558148,324608000,0,49152000,324608000,22528000,8192000,262144000,61129056,1130096,1126444,2254032,2254274,2254098,2251480,2252360,2251304,2250622,2251810,2251480,0,0,0,0,0,70619099,67938216,138749489,139106625,139268557,139492958,139809026,139682915,140539507,140419478,140791184,0,0,0,0,0,4096008,4096004,4096011,4096009,4096008,4096005,4096004,4096005,4096009,4096005,4096006,4096008,4096008,4096004,4096006,4096016,4096010,4096004,4096004,4096033,4096013,4096004,4096004,4096004,4096008,4096007,4096004,4096007,4096008,4096006,4096010,4096016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12190229,10815122,23291869,23425324,23497527,23714693,23854848,24002623,24548187,24151042,24513414,0,0,0,0,0,2330262174936126,2330262409103673,2330262422129272,2330262422146168
36,transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned,0,0,69,3855767,3855767,524288000,1024,16384,0,24,0,32,64,0x7f5f707ff180,22845409,22845409,491520000,0,16384000,442368000,32768000,8192000,458752000,29590954,1651008,1646976,3293248,3289792,3283328,3279296,3274624,3268928,3265664,3257664,3257472,0,0,0,0,0,66877275,66742367,133811516,133734219,133655565,133787246,133803161,133982775,133822490,133855449,133811166,0,0,0,0,0,4096028,4096028,4096040,4096027,4096036,4096032,4096040,4096028,4096041,4096028,4096433,4096028,4096028,4096029,4096040,4096040,4096029,4096028,4096040,4096032,4096044,4096028,4096044,4096028,4096040,4096028,4096040,4096028,4096028,4096028,4096040,4096028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2383375,2487634,4946087,5038231,4986642,5102878,5122544,5148079,5156911,5280074,5306701,0,0,0,0,0,2330262176085851,2330262423026552,2330262438244631,2330262438271366
37,fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg,0,0,70,3855767,3855767,65536000,128,8192,0,64,0,32,64,0x7f5f707ff100,19143318,19143318,397312000,0,73728000,397312000,24576000,8192000,262144000,195099188,1236576,1234560,2464896,2463072,2458464,2460240,2458608,2457024,2449824,2448096,2444640,0,0,0,0,0,66284994,66323085,132621560,132662959,132702429,132877320,132899493,132916338,132979471,132958300,132998159,0,0,0,0,0,4096008,4096012,4096008,4096012,4096011,4096012,4096009,4096013,4096006,4096014,4096010,4096013,4096012,4096012,4096010,4096013,4096013,4096013,4096008,4096012,4096008,4096013,4096008,4096012,4096008,4096009,4096008,4096016,4096009,4096012,4096015,4096016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15047690,15032268,30475434,30389230,30415783,30410863,30602338,30695327,30754558,30856737,30775354,0,0,0,0,0,2330262177229896,2330262439141911,2330262451890710,2330262451906843
38,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,71,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707ff080,22151541,22151541,319488000,0,16384000,270336000,8192000,8192000,458752000,162675407,411136,411040,821296,821024,820064,819312,818464,818608,817392,816896,816768,0,0,0,0,0,20658829,20716025,41501817,41521680,41513250,41645946,41627320,41689835,41661461,41723844,41779915,0,0,0,0,0,4096000,4096004,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096002,4096000,4096000,4096000,4096000,4096000,4096001,4096000,4096003,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096005,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590907,3708797,7521063,7528961,7587276,7753557,7795257,7900246,7913936,7981323,8072427,0,0,0,0,0,2330262178300990,2330262452786995,2330262467542190,2330262467574219
