Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_VALU,SQ_INSTS_FLAT_LDS_ONLY,SQ_INSTS_LDS,SQ_INSTS_VALU,SQ_INSTS_VMEM_RD,SQ_INSTS_VMEM_WR,SQ_LDS_BANK_CONFLICT,SQ_WAIT_INST_LDS,TA_FLAT_READ_WAVEFRONTS[0],TA_FLAT_READ_WAVEFRONTS[1],TA_FLAT_READ_WAVEFRONTS[2],TA_FLAT_READ_WAVEFRONTS[3],TA_FLAT_READ_WAVEFRONTS[4],TA_FLAT_READ_WAVEFRONTS[5],TA_FLAT_READ_WAVEFRONTS[6],TA_FLAT_READ_WAVEFRONTS[7],TA_FLAT_READ_WAVEFRONTS[8],TA_FLAT_READ_WAVEFRONTS[9],TA_FLAT_READ_WAVEFRONTS[10],TA_FLAT_READ_WAVEFRONTS[11],TA_FLAT_READ_WAVEFRONTS[12],TA_FLAT_READ_WAVEFRONTS[13],TA_FLAT_READ_WAVEFRONTS[14],TA_FLAT_READ_WAVEFRONTS[15],TA_TA_BUSY[0],TA_TA_BUSY[1],TA_TA_BUSY[2],TA_TA_BUSY[3],TA_TA_BUSY[4],TA_TA_BUSY[5],TA_TA_BUSY[6],TA_TA_BUSY[7],TA_TA_BUSY[8],TA_TA_BUSY[9],TA_TA_BUSY[10],TA_TA_BUSY[11],TA_TA_BUSY[12],TA_TA_BUSY[13],TA_TA_BUSY[14],TA_TA_BUSY[15],TCC_EA_RDREQ[0],TCC_EA_RDREQ[1],TCC_EA_RDREQ[2],TCC_EA_RDREQ[3],TCC_EA_RDREQ[4],TCC_EA_RDREQ[5],TCC_EA_RDREQ[6],TCC_EA_RDREQ[7],TCC_EA_RDREQ[8],TCC_EA_RDREQ[9],TCC_EA_RDREQ[10],TCC_EA_RDREQ[11],TCC_EA_RDREQ[12],TCC_EA_RDREQ[13],TCC_EA_RDREQ[14],TCC_EA_RDREQ[15],TCC_EA_RDREQ[16],TCC_EA_RDREQ[17],TCC_EA_RDREQ[18],TCC_EA_RDREQ[19],TCC_EA_RDREQ[20],TCC_EA_RDREQ[21],TCC_EA_RDREQ[22],TCC_EA_RDREQ[23],TCC_EA_RDREQ[24],TCC_EA_RDREQ[25],TCC_EA_RDREQ[26],TCC_EA_RDREQ[27],TCC_EA_RDREQ[28],TCC_EA_RDREQ[29],TCC_EA_RDREQ[30],TCC_EA_RDREQ[31],TCC_EA_RDREQ_32B[0],TCC_EA_RDREQ_32B[1],TCC_EA_RDREQ_32B[2],TCC_EA_RDREQ_32B[3],TCC_EA_RDREQ_32B[4],TCC_EA_RDREQ_32B[5],TCC_EA_RDREQ_32B[6],TCC_EA_RDREQ_32B[7],TCC_EA_RDREQ_32B[8],TCC_EA_RDREQ_32B[9],TCC_EA_RDREQ_32B[10],TCC_EA_RDREQ_32B[11],TCC_EA_RDREQ_32B[12],TCC_EA_RDREQ_32B[13],TCC_EA_RDREQ_32B[14],TCC_EA_RDREQ_32B[15],TCC_EA_RDREQ_32B[16],TCC_EA_RDREQ_32B[17],TCC_EA_RDREQ_32B[18],TCC_EA_RDREQ_32B[19],TCC_EA_RDREQ_32B[20],TCC_EA_RDREQ_32B[21],TCC_EA_RDREQ_32B[22],TCC_EA_RDREQ_32B[23],TCC_EA_RDREQ_32B[24],TCC_EA_RDREQ_32B[25],TCC_EA_RDREQ_32B[26],TCC_EA_RDREQ_32B[27],TCC_EA_RDREQ_32B[28],TCC_EA_RDREQ_32B[29],TCC_EA_RDREQ_32B[30],TCC_EA_RDREQ_32B[31],TCC_EA1_RDREQ[0],TCC_EA1_RDREQ[1],TCC_EA1_RDREQ[2],TCC_EA1_RDREQ[3],TCC_EA1_RDREQ[4],TCC_EA1_RDREQ[5],TCC_EA1_RDREQ[6],TCC_EA1_RDREQ[7],TCC_EA1_RDREQ[8],TCC_EA1_RDREQ[9],TCC_EA1_RDREQ[10],TCC_EA1_RDREQ[11],TCC_EA1_RDREQ[12],TCC_EA1_RDREQ[13],TCC_EA1_RDREQ[14],TCC_EA1_RDREQ[15],TCC_EA1_RDREQ[16],TCC_EA1_RDREQ[17],TCC_EA1_RDREQ[18],TCC_EA1_RDREQ[19],TCC_EA1_RDREQ[20],TCC_EA1_RDREQ[21],TCC_EA1_RDREQ[22],TCC_EA1_RDREQ[23],TCC_EA1_RDREQ[24],TCC_EA1_RDREQ[25],TCC_EA1_RDREQ[26],TCC_EA1_RDREQ[27],TCC_EA1_RDREQ[28],TCC_EA1_RDREQ[29],TCC_EA1_RDREQ[30],TCC_EA1_RDREQ[31],TCC_EA1_RDREQ_32B[0],TCC_EA1_RDREQ_32B[1],TCC_EA1_RDREQ_32B[2],TCC_EA1_RDREQ_32B[3],TCC_EA1_RDREQ_32B[4],TCC_EA1_RDREQ_32B[5],TCC_EA1_RDREQ_32B[6],TCC_EA1_RDREQ_32B[7],TCC_EA1_RDREQ_32B[8],TCC_EA1_RDREQ_32B[9],TCC_EA1_RDREQ_32B[10],TCC_EA1_RDREQ_32B[11],TCC_EA1_RDREQ_32B[12],TCC_EA1_RDREQ_32B[13],TCC_EA1_RDREQ_32B[14],TCC_EA1_RDREQ_32B[15],TCC_EA1_RDREQ_32B[16],TCC_EA1_RDREQ_32B[17],TCC_EA1_RDREQ_32B[18],TCC_EA1_RDREQ_32B[19],TCC_EA1_RDREQ_32B[20],TCC_EA1_RDREQ_32B[21],TCC_EA1_RDREQ_32B[22],TCC_EA1_RDREQ_32B[23],TCC_EA1_RDREQ_32B[24],TCC_EA1_RDREQ_32B[25],TCC_EA1_RDREQ_32B[26],TCC_EA1_RDREQ_32B[27],TCC_EA1_RDREQ_32B[28],TCC_EA1_RDREQ_32B[29],TCC_EA1_RDREQ_32B[30],TCC_EA1_RDREQ_32B[31],TCP_TCP_TA_DATA_STALL_CYCLES[0],TCP_TCP_TA_DATA_STALL_CYCLES[1],TCP_TCP_TA_DATA_STALL_CYCLES[2],TCP_TCP_TA_DATA_STALL_CYCLES[3],TCP_TCP_TA_DATA_STALL_CYCLES[4],TCP_TCP_TA_DATA_STALL_CYCLES[5],TCP_TCP_TA_DATA_STALL_CYCLES[6],TCP_TCP_TA_DATA_STALL_CYCLES[7],TCP_TCP_TA_DATA_STALL_CYCLES[8],TCP_TCP_TA_DATA_STALL_CYCLES[9],TCP_TCP_TA_DATA_STALL_CYCLES[10],TCP_TCP_TA_DATA_STALL_CYCLES[11],TCP_TCP_TA_DATA_STALL_CYCLES[12],TCP_TCP_TA_DATA_STALL_CYCLES[13],TCP_TCP_TA_DATA_STALL_CYCLES[14],TCP_TCP_TA_DATA_STALL_CYCLES[15],DispatchNs,BeginNs,EndNs,CompleteNs
13,fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg,0,0,38,3855767,3855767,65536000,128,8192,0,64,0,32,64,0x7f5f707ff100,19153817,19153817,397312000,0,73728000,397312000,24576000,8192000,262144000,195469488,1234800,1236000,2466528,2467056,2463216,2456208,2459280,2452320,2446224,2450592,2443776,0,0,0,0,0,66319679,66245193,132731979,132685571,132917920,132929405,132913190,132973575,133078873,133103705,133003551,0,0,0,0,0,4096008,4096013,4096008,4096012,4096011,4096008,4096012,4096014,4096010,4096020,4096010,4096013,4096012,4096014,4096008,4096012,4096013,4096012,4096008,4096012,4096009,4096015,4096008,4096012,4096008,4096009,4096008,4096016,4096009,4096012,4096008,4096012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15096827,15017971,30500920,30291040,30256452,30686162,30391160,30784058,30890016,30908509,30813710,0,0,0,0,0,2330260705050444,2330261253951522,2330261266707843,2330261266730070
14,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,39,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707ff080,22146082,22146082,319488000,0,16384000,270336000,8192000,8192000,458752000,161987629,410768,411024,821632,820720,819888,818736,819120,817872,817888,817872,816480,0,0,0,0,0,20623173,20720146,41431666,41504633,41539803,41591434,41600107,41617133,41687771,41774355,41771456,0,0,0,0,0,4096000,4096004,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096003,4096002,4096000,4096000,4096000,4096000,4096000,4096001,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096004,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616047,3757613,7432367,7548361,7616021,7703589,7729611,7871105,7921791,8000525,8083202,0,0,0,0,0,2330260706156569,2330261267603880,2330261282356037,2330261282378626
15,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,41,3855767,3855767,524288000,8,0,0,16,0,32,64,0x7f5f707fef80,328217767,328217767,10420224000,0,0,10223616000,0,65536000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226621840,227157907,453850441,453755293,453921133,453707836,453854602,453734331,454063769,454008507,454008644,0,0,0,0,0,27,9,8,32,13,9,8,12,15,8,63,16,14,8,28,13,40,11,48,12,8,8,8,12,12,9,8,12,22,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40029774,40596286,80686823,80586965,80747608,80543687,80718170,80614366,80974867,80880611,80904023,0,0,0,0,0,2330261283300310,2330261285020119,2330261503815649,2330261503851669
16,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,43,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707fee80,22126521,22126521,319488000,0,16384000,270336000,8192000,8192000,458752000,167433896,410976,411088,821920,820896,819616,819872,819472,818064,817488,816240,816368,0,0,0,0,0,22538825,22678320,45184345,45263659,45415499,45451289,45383745,45506184,45582038,45493936,45387302,0,0,0,0,0,4096030,4096035,4096024,4096021,4096036,4096034,4096021,4096023,4096028,4096034,4096387,4096025,4096032,4096034,4096020,4096023,4096041,4096024,4096022,4096022,4096033,4096032,4096023,4096027,4096031,4096035,4096024,4096023,4096030,4096036,4096022,4096022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5378811,5503059,10877525,11044223,11213844,11238285,11238447,11418227,11502807,11437181,11366332,0,0,0,0,0,2330261285032057,2330261504722049,2330261519460769,2330261519493285
17,fft_rtc_fwd_len_512_factors_8_8_8_wgs_64_tpt_64_halfLds_dp_ip_CI_unitstride_sbrr_dirReg,0,0,44,3855767,3855767,65536000,64,4096,0,64,0,32,64,0x7f5f707fee00,19557721,19557721,324608000,0,49152000,324608000,22528000,8192000,262144000,60868309,1127544,1128072,2254868,2252888,2254010,2254362,2251546,2251612,2251062,2251788,2250248,0,0,0,0,0,69359838,70249016,139847948,140058237,140553285,140819491,141140177,141344478,141467996,141804624,141747435,0,0,0,0,0,4096006,4096004,4096009,4096008,4096008,4096014,4096006,4096005,4096013,4096005,4096005,4096004,4096008,4096004,4096006,4096014,4096010,4096004,4096005,4096023,4096009,4096004,4096004,4096008,4096009,4096004,4096004,4096007,4096008,4096004,4096008,4096021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11463992,12203355,23896780,23943994,24255344,24326678,24665276,24693412,24868763,25108640,25024731,0,0,0,0,0,2330261286251552,2330261520357569,2330261533383010,2330261533400993
18,transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned,0,0,45,3855767,3855767,524288000,1024,16384,0,24,0,32,64,0x7f5f707fed80,22845375,22845375,491520000,0,16384000,442368000,32768000,8192000,458752000,29594713,1650304,1648064,3295232,3288128,3283584,3276800,3273216,3269696,3263616,3263040,3256320,0,0,0,0,0,66900703,66694811,133720867,133620973,133779566,133811562,133640289,133759517,133719121,133705477,133872643,0,0,0,0,0,4096028,4096028,4096040,4096027,4096036,4096032,4096040,4096028,4096040,4096028,4096433,4096028,4096028,4096029,4096040,4096040,4096029,4096028,4096040,4096032,4096042,4096028,4096044,4096028,4096040,4096028,4096043,4096028,4096028,4096028,4096040,4096028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424630,2470424,5002751,5033754,5006735,5090567,5045803,5119626,5209648,5220967,5309170,0,0,0,0,0,2330261287468047,2330261534280290,2330261549498371,2330261549526451
19,fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg,0,0,46,3855767,3855767,65536000,128,8192,0,64,0,32,64,0x7f5f707fed00,19148197,19148197,397312000,0,73728000,397312000,24576000,8192000,262144000,196133953,1236144,1234368,2463792,2464032,2459232,2456832,2458416,2454432,2449920,2450304,2448528,0,0,0,0,0,66431901,66443993,132792568,132849565,132826617,133024302,132935181,132994403,132923352,132911584,132985393,0,0,0,0,0,4096010,4096012,4096010,4096012,4096011,4096009,4096008,4096015,4096008,4096013,4096010,4096013,4096012,4096012,4096008,4096016,4096013,4096013,4096008,4096012,4096008,4096013,4096010,4096012,4096008,4096009,4096008,4096016,4096009,4096012,4096008,4096012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15079291,15261917,30206695,30349265,30349701,30790267,30495466,30547258,30474333,30878060,30499289,0,0,0,0,0,2330261288653322,2330261550395331,2330261563145731,2330261563169309
20,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,47,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707fec80,22142645,22142645,319488000,0,16384000,270336000,8192000,8192000,458752000,162110890,410880,411248,820880,820272,820304,819584,818176,818032,817808,817664,817152,0,0,0,0,0,20656957,20704484,41403702,41506085,41581099,41540106,41540680,41656079,41665371,41776981,41700061,0,0,0,0,0,4096000,4096004,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096002,4096000,4096000,4096000,4096000,4096000,4096002,4096000,4096000,4096000,4096000,4096000,4096002,4096000,4096000,4096000,4096000,4096000,4096000,4096005,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3668707,3688218,7408928,7629091,7646022,7671970,7724083,7850151,7873091,8057700,7934703,0,0,0,0,0,2330261289776407,2330261564043940,2330261578793376,2330261578818265
21,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,49,3855767,3855767,524288000,8,0,0,16,0,32,64,0x7f5f707feb80,328217934,328217934,10420224000,0,0,10223616000,0,65536000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226580614,226830656,453606121,453433994,453522049,453404179,453810856,453430581,453589510,453574095,453766316,0,0,0,0,0,25,9,8,33,13,9,8,12,15,8,66,16,54,8,28,13,45,11,8,12,8,8,8,12,12,9,8,12,24,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39950002,40200779,80380187,80210977,80315959,80181549,80591943,80226238,80406385,80383257,80564991,0,0,0,0,0,2330261579733189,2330261581293059,2330261800088587,2330261800126817
22,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,51,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707fea80,22123698,22123698,319488000,0,16384000,270336000,8192000,8192000,458752000,167000714,410896,411776,821856,821408,820048,819040,818832,818256,817424,816752,815712,0,0,0,0,0,22713980,22669096,45486135,45435552,45519739,45550109,45506018,45601856,45619877,45655915,45508634,0,0,0,0,0,4096032,4096034,4096023,4096023,4096035,4096034,4096022,4096024,4096031,4096033,4096387,4096026,4096032,4096033,4096020,4096024,4096041,4096024,4096024,4096022,4096034,4096032,4096022,4096026,4096031,4096036,4096024,4096023,4096028,4096036,4096023,4096021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5530329,5500512,11211759,11193643,11334160,11359374,11371579,11442891,11561016,11630418,11509809,0,0,0,0,0,2330261581301185,2330261801001547,2330261815738507,2330261815758163
23,fft_rtc_fwd_len_512_factors_8_8_8_wgs_64_tpt_64_halfLds_dp_ip_CI_unitstride_sbrr_dirReg,0,0,52,3855767,3855767,65536000,64,4096,0,64,0,32,64,0x7f5f707fea00,19582903,19582903,324608000,0,49152000,324608000,22528000,8192000,262144000,60568816,1127962,1127896,2254076,2255242,2253504,2253262,2251656,2252602,2251040,2250688,2250072,0,0,0,0,0,70250061,69800654,140257040,140789381,141549979,141376822,141299916,141890470,142162046,142366029,142450245,0,0,0,0,0,4096006,4096007,4096009,4096007,4096010,4096005,4096004,4096005,4096008,4096005,4096004,4096007,4096008,4096004,4096006,4096016,4096008,4096004,4096004,4096016,4096008,4096004,4096004,4096004,4096013,4096009,4096004,4096007,4096008,4096004,4096010,4096016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12112058,11774312,24023580,24267320,24727502,24639932,24808484,25179572,25449014,25412031,25474893,0,0,0,0,0,2330261582452010,2330261816635467,2330261829677548,2330261829695342
24,transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned,0,0,53,3855767,3855767,524288000,1024,16384,0,24,0,32,64,0x7f5f707fe980,22835747,22835747,491520000,0,16384000,442368000,32768000,8192000,458752000,29596924,1651072,1648896,3293376,3288000,3284352,3279872,3273216,3269824,3263680,3259904,3255808,0,0,0,0,0,66933190,66736096,133685401,133569253,133647482,133692637,133687142,133681749,133821630,133725657,133781138,0,0,0,0,0,4096028,4096028,4096040,4096027,4096038,4096032,4096040,4096028,4096040,4096028,4096433,4096028,4096028,4096029,4096040,4096040,4096029,4096028,4096040,4096032,4096043,4096028,4096044,4096028,4096040,4096028,4096040,4096028,4096028,4096028,4096040,4096028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393358,2467279,4958208,4956054,4999331,5039092,5082135,5055596,5131827,5173076,5212205,0,0,0,0,0,2330261583627395,2330261830574828,2330261845786348,2330261845804130
25,fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg,0,0,54,3855767,3855767,65536000,128,8192,0,64,0,32,64,0x7f5f707fe900,19151486,19151486,397312000,0,73728000,397312000,24576000,8192000,262144000,195275025,1235808,1236336,2465952,2461152,2462448,2458320,2454480,2454096,2451888,2449392,2446128,0,0,0,0,0,66357887,66222358,132667790,132710888,132811024,132907806,132886043,132835540,132806602,132818303,132949100,0,0,0,0,0,4096008,4096012,4096008,4096012,4096011,4096008,4096012,4096015,4096008,4096015,4096010,4096016,4096012,4096013,4096008,4096013,4096013,4096013,4096008,4096012,4096008,4096013,4096008,4096012,4096010,4096009,4096008,4096016,4096009,4096014,4096008,4096012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15058309,14955550,30346461,30329168,30394922,30521671,30631272,30547449,30607153,30752897,30643781,0,0,0,0,0,2330261584774200,2330261846683468,2330261859437709,2330261859461218
26,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,55,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707fe880,22142844,22142844,319488000,0,16384000,270336000,8192000,8192000,458752000,162823414,411136,411408,821056,820496,820128,819600,818352,818096,817648,817008,817072,0,0,0,0,0,20646927,20695958,41381021,41462113,41507558,41579157,41581820,41644042,41721594,41753156,41758562,0,0,0,0,0,4096000,4096004,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096002,4096000,4096000,4096000,4096003,4096000,4096001,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096000,4096005,4096000,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3655149,3685736,7391189,7502631,7592323,7694416,7761560,7860109,7956094,8009958,8005931,0,0,0,0,0,2330261585856805,2330261860335413,2330261875083413,2330261875107203
27,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,57,3855767,3855767,524288000,8,0,0,16,0,32,64,0x7f5f707fe780,328217800,328217800,10420224000,0,0,10223616000,0,65536000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226727511,226771716,453603268,453547097,453710820,453555092,453947709,453573395,453896275,453648693,453722733,0,0,0,0,0,25,9,46,31,13,9,8,12,15,8,61,16,12,8,28,13,42,11,8,12,8,8,8,12,12,9,8,12,24,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40108630,40148744,80390599,80326487,80518806,80322983,80783225,80377456,80733782,80479725,80557877,0,0,0,0,0,2330261876024907,2330261877520949,2330262096316446,2330262096352645
28,transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned,0,0,59,3855767,3855767,524288000,1024,16384,0,12,0,32,64,0x7f5f707fe680,22121902,22121902,319488000,0,16384000,270336000,8192000,8192000,458752000,166609415,411216,411536,821376,820848,819728,819872,818944,818800,816960,817216,815504,0,0,0,0,0,22647004,22691106,45500967,45388856,45504434,45451345,45477941,45521679,45569865,45503797,45647616,0,0,0,0,0,4096030,4096033,4096023,4096020,4096036,4096034,4096022,4096023,4096032,4096032,4096390,4096027,4096031,4096032,4096020,4096023,4096039,4096024,4096023,4096021,4096033,4096032,4096023,4096026,4096030,4096036,4096024,4096022,4096030,4096035,4096023,4096021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5526645,5519717,11269719,11179741,11368134,11293387,11328793,11385249,11533886,11465873,11678286,0,0,0,0,0,2330261877529903,2330262097223004,2330262111958683,2330262111979931
