length 256," batch 1048576"
256," fft_test_len_256_factors_4_2_2_2_2_4_wgs_128_tpt_128_halfLds_dirReg"," 6.24ms "
256," fft_test_len_256_factors_8_2_2_4_2_wgs_128_tpt_128"," 6.24ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_64_tpt_64"," 6.24ms "
256," fft_test_len_256_factors_8_4_2_4_wgs_128_tpt_128_dirReg"," 6.24ms "
256," fft_test_len_256_factors_2_2_4_4_4_wgs_128_tpt_128_dirReg"," 6.25ms "
256," fft_test_len_256_factors_4_4_4_2_2_wgs_128_tpt_128"," 6.25ms "
256," fft_test_len_256_factors_8_2_4_4_wgs_128_tpt_128"," 6.25ms "
256," fft_test_len_256_factors_4_2_2_4_2_2_wgs_128_tpt_128_dirReg"," 6.26ms "
256," fft_test_len_256_factors_8_2_4_4_wgs_128_tpt_128_dirReg"," 6.26ms "
256," fft_test_len_256_factors_8_4_4_2_wgs_128_tpt_128_dirReg"," 6.26ms "
256," fft_test_len_256_factors_8_2_2_2_2_2_wgs_128_tpt_128_dirReg"," 6.27ms "
256," fft_test_len_256_factors_2_4_2_2_2_2_2_wgs_128_tpt_128_dirReg"," 6.29ms "
256," fft_test_len_256_factors_8_2_2_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.29ms "
256," fft_test_len_256_factors_4_2_2_2_2_4_wgs_128_tpt_128"," 6.29ms "
256," fft_test_len_256_factors_4_4_2_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.29ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_64_tpt_64_dirReg"," 6.29ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_64_tpt_64_dirReg"," 6.29ms "
256," fft_test_len_256_factors_4_4_2_2_2_2_wgs_128_tpt_128"," 6.3ms "
256," fft_test_len_256_factors_8_2_2_4_2_wgs_128_tpt_128_dirReg"," 6.31ms "
256," fft_test_len_256_factors_8_4_2_4_wgs_128_tpt_128"," 6.31ms "
256," fft_test_len_256_factors_8_4_4_2_wgs_128_tpt_128"," 6.31ms "
256," fft_test_len_256_factors_4_2_4_4_2_wgs_128_tpt_128_dirReg"," 6.32ms "
256," fft_test_len_256_factors_4_4_2_4_2_wgs_128_tpt_128_dirReg"," 6.35ms "
256," fft_test_len_256_factors_8_4_2_4_wgs_128_tpt_128_halfLds_dirReg"," 6.36ms "
256," fft_test_len_256_factors_4_2_4_2_4_wgs_128_tpt_128_halfLds_dirReg"," 6.38ms "
256," fft_test_len_256_factors_2_2_2_4_2_2_2_wgs_128_tpt_128"," 6.39ms "
256," fft_test_len_256_factors_2_2_4_2_2_4_wgs_128_tpt_128_halfLds_dirReg"," 6.39ms "
256," fft_test_len_256_factors_8_2_4_4_wgs_128_tpt_128_halfLds_dirReg"," 6.39ms "
256," fft_test_len_256_factors_2_4_2_2_2_4_wgs_128_tpt_128_halfLds_dirReg"," 6.41ms "
256," fft_test_len_256_factors_2_4_4_2_2_2_wgs_128_tpt_128_dirReg"," 6.41ms "
256," fft_test_len_256_factors_2_4_4_2_2_2_wgs_128_tpt_128"," 6.41ms "
256," fft_test_len_256_factors_2_2_4_4_2_2_wgs_128_tpt_128_dirReg"," 6.42ms "
256," fft_test_len_256_factors_2_4_2_4_4_wgs_128_tpt_128_dirReg"," 6.42ms "
256," fft_test_len_256_factors_2_2_4_2_4_2_wgs_128_tpt_128_dirReg"," 6.43ms "
256," fft_test_len_256_factors_4_4_4_2_2_wgs_128_tpt_128_dirReg"," 6.43ms "
256," fft_test_len_256_factors_2_2_2_4_2_4_wgs_128_tpt_128_halfLds_dirReg"," 6.45ms "
256," fft_test_len_256_factors_2_2_4_4_4_wgs_128_tpt_128_halfLds_dirReg"," 6.45ms "
256," fft_test_len_256_factors_4_2_4_2_4_wgs_128_tpt_128"," 6.45ms "
256," fft_test_len_256_factors_2_2_2_2_4_2_2_wgs_128_tpt_128"," 6.46ms "
256," fft_test_len_256_factors_4_4_2_4_2_wgs_128_tpt_128"," 6.46ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_64_tpt_64_halfLds_dirReg"," 6.47ms "
256," fft_test_len_256_factors_8_2_4_2_2_wgs_128_tpt_128_dirReg"," 6.48ms "
256," fft_test_len_256_factors_2_4_2_2_2_4_wgs_128_tpt_128"," 6.49ms "
256," fft_test_len_256_factors_2_2_4_2_2_2_2_wgs_128_tpt_128"," 6.5ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_64_tpt_64_halfLds_dirReg"," 6.5ms "
256," fft_test_len_256_factors_4_2_2_2_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.52ms "
256," fft_test_len_256_factors_4_4_2_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.53ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_4_wgs_128_tpt_128_halfLds_dirReg"," 6.54ms "
256," fft_test_len_256_factors_2_4_2_2_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.54ms "
256," fft_test_len_256_factors_8_4_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.55ms "
256," fft_test_len_256_factors_8_2_2_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.56ms "
256," fft_test_len_256_factors_4_4_4_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.56ms "
256," fft_test_len_256_factors_4_2_4_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.57ms "
256," fft_test_len_256_factors_2_2_2_2_4_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.58ms "
256," fft_test_len_256_factors_2_2_4_2_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.58ms "
256," fft_test_len_256_factors_2_2_2_2_4_4_wgs_128_tpt_128"," 6.58ms "
256," fft_test_len_256_factors_8_4_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.58ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_2_2_wgs_128_tpt_128_dirReg"," 6.59ms "
256," fft_test_len_256_factors_4_2_2_2_4_2_wgs_128_tpt_128"," 6.6ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_64_tpt_64_halfLds_dirReg"," 6.6ms "
256," fft_test_len_256_factors_2_4_2_4_2_2_wgs_128_tpt_128_dirReg"," 6.61ms "
256," fft_test_len_256_factors_2_4_2_4_4_wgs_128_tpt_128_halfLds_dirReg"," 6.63ms "
256," fft_test_len_256_factors_2_2_2_4_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.64ms "
256," fft_test_len_256_factors_2_4_4_2_4_wgs_128_tpt_128_halfLds_dirReg"," 6.64ms "
256," fft_test_len_256_factors_2_4_4_2_4_wgs_128_tpt_128_dirReg"," 6.64ms "
256," fft_test_len_256_factors_4_2_4_4_2_wgs_128_tpt_128"," 6.64ms "
256," fft_test_len_256_factors_8_2_2_8_wgs_128_tpt_128_dirReg"," 6.64ms "
256," fft_test_len_256_factors_2_4_2_4_2_2_wgs_128_tpt_128"," 6.66ms "
256," fft_test_len_256_factors_2_2_2_4_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.67ms "
256," fft_test_len_256_factors_2_4_4_4_2_wgs_128_tpt_128"," 6.67ms "
256," fft_test_len_256_factors_2_4_4_2_4_wgs_128_tpt_128"," 6.69ms "
256," fft_test_len_256_factors_2_2_2_2_2_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.7ms "
256," fft_test_len_256_factors_2_4_2_2_4_2_wgs_128_tpt_128_dirReg"," 6.7ms "
256," fft_test_len_256_factors_2_4_2_4_4_wgs_128_tpt_128"," 6.7ms "
256," fft_test_len_256_factors_2_4_4_4_2_wgs_128_tpt_128_dirReg"," 6.7ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_64_tpt_64_halfLds_dirReg"," 6.7ms "
256," fft_test_len_256_factors_4_2_2_4_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.72ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_64_tpt_64_dirReg"," 6.72ms "
256," fft_test_len_256_factors_2_2_4_2_2_4_wgs_128_tpt_128"," 6.73ms "
256," fft_test_len_256_factors_4_2_4_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.75ms "
256," fft_test_len_256_factors_8_2_4_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.76ms "
256," fft_test_len_256_factors_4_2_4_8_wgs_128_tpt_128_dirReg"," 6.76ms "
256," fft_test_len_256_factors_16_4_4_wgs_64_tpt_64_halfLds_dirReg"," 6.77ms "
256," fft_test_len_256_factors_2_4_4_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.78ms "
256," fft_test_len_256_factors_4_4_2_8_wgs_128_tpt_128_dirReg"," 6.78ms "
256," fft_test_len_256_factors_2_2_2_4_4_2_wgs_128_tpt_128"," 6.79ms "
256," fft_test_len_256_factors_16_4_4_wgs_64_tpt_64_dirReg"," 6.79ms "
256," fft_test_len_256_factors_2_2_2_4_2_4_wgs_128_tpt_128"," 6.8ms "
256," fft_test_len_256_factors_2_2_4_4_4_wgs_128_tpt_128"," 6.81ms "
256," fft_test_len_256_factors_2_2_4_2_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.82ms "
256," fft_test_len_256_factors_16_2_2_2_2_wgs_64_tpt_64_dirReg"," 6.82ms "
256," fft_test_len_256_factors_2_2_4_4_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.84ms "
256," fft_test_len_256_factors_2_4_2_2_4_2_wgs_128_tpt_128"," 6.84ms "
256," fft_test_len_256_factors_4_2_2_2_8_wgs_128_tpt_128_dirReg"," 6.85ms "
256," fft_test_len_256_factors_2_4_4_4_2_wgs_128_tpt_128_halfLds_dirReg"," 6.85ms "
256," fft_test_len_256_factors_2_2_4_4_2_2_wgs_128_tpt_128"," 6.86ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_128_tpt_128_dirReg"," 6.86ms "
256," fft_test_len_256_factors_4_4_16_wgs_64_tpt_64"," 6.88ms "
256," fft_test_len_256_factors_2_2_2_2_2_4_2_wgs_128_tpt_128"," 6.9ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_128_tpt_128_dirReg"," 6.9ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_128_tpt_128_dirReg"," 6.92ms "
256," fft_test_len_256_factors_4_4_8_2_wgs_128_tpt_128_dirReg"," 6.92ms "
256," fft_test_len_256_factors_4_8_2_2_2_wgs_128_tpt_128_dirReg"," 6.93ms "
256," fft_test_len_256_factors_16_2_4_2_wgs_64_tpt_64_halfLds_dirReg"," 6.93ms "
256," fft_test_len_256_factors_16_2_4_2_wgs_64_tpt_64_dirReg"," 6.93ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_64_tpt_64_halfLds_dirReg"," 6.93ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_64_tpt_64_dirReg"," 6.93ms "
256," fft_test_len_256_factors_2_4_2_4_2_2_wgs_128_tpt_128_halfLds_dirReg"," 6.94ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_128_tpt_128_dirReg"," 6.94ms "
256," fft_test_len_256_factors_16_2_2_2_2_wgs_64_tpt_64_halfLds_dirReg"," 6.95ms "
256," fft_test_len_256_factors_4_2_4_2_2_2_wgs_128_tpt_128"," 6.98ms "
256," fft_test_len_256_factors_8_8_2_2_wgs_128_tpt_128"," 7ms "
256," fft_test_len_256_factors_2_2_4_2_4_2_wgs_128_tpt_128"," 7.04ms "
256," fft_test_len_256_factors_2_4_2_2_4_2_wgs_128_tpt_128_halfLds_dirReg"," 7.09ms "
256," fft_test_len_256_factors_4_8_2_4_wgs_128_tpt_128_dirReg"," 7.09ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_64_tpt_64"," 7.12ms "
256," fft_test_len_256_factors_2_2_2_4_8_wgs_128_tpt_128_dirReg"," 7.18ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_64_tpt_64"," 7.19ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_64_tpt_64"," 7.19ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_64_tpt_64"," 7.23ms "
256," fft_test_len_256_factors_4_16_4_wgs_64_tpt_64_dirReg"," 7.23ms "
256," fft_test_len_256_factors_4_8_2_4_wgs_128_tpt_128_halfLds_dirReg"," 7.24ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_64_tpt_64_halfLds_dirReg"," 7.25ms "
256," fft_test_len_256_factors_8_2_8_2_wgs_128_tpt_128"," 7.25ms "
256," fft_test_len_256_factors_4_8_4_2_wgs_128_tpt_128_dirReg"," 7.25ms "
256," fft_test_len_256_factors_4_2_8_4_wgs_128_tpt_128_dirReg"," 7.27ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 7.32ms "
256," fft_test_len_256_factors_2_4_4_8_wgs_128_tpt_128_dirReg"," 7.32ms "
256," fft_test_len_256_factors_2_4_2_2_8_wgs_128_tpt_128_dirReg"," 7.34ms "
256," fft_test_len_256_factors_2_2_2_2_8_2_wgs_128_tpt_128_dirReg"," 7.38ms "
256," fft_test_len_256_factors_4_2_8_4_wgs_128_tpt_128_halfLds_dirReg"," 7.41ms "
256," fft_test_len_256_factors_8_2_2_8_wgs_128_tpt_128_halfLds_dirReg"," 7.43ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_64_tpt_64"," 7.44ms "
256," fft_test_len_256_factors_2_2_2_4_8_wgs_128_tpt_128_halfLds_dirReg"," 7.44ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_128_tpt_128_dirReg"," 7.44ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_128_tpt_128_dirReg"," 7.44ms "
256," fft_test_len_256_factors_8_8_2_2_wgs_128_tpt_128_dirReg"," 7.45ms "
256," fft_test_len_256_factors_2_2_4_2_8_wgs_128_tpt_128_dirReg"," 7.46ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_128_tpt_128_dirReg"," 7.46ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_64_tpt_64_dirReg"," 7.49ms "
256," fft_test_len_256_factors_4_4_8_2_wgs_128_tpt_128_halfLds_dirReg"," 7.5ms "
256," fft_test_len_256_factors_2_2_2_8_4_wgs_128_tpt_128_dirReg"," 7.51ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_128_tpt_128_halfLds_dirReg"," 7.51ms "
256," fft_test_len_256_factors_8_2_2_8_wgs_128_tpt_128"," 7.51ms "
256," fft_test_len_256_factors_2_2_8_2_2_2_wgs_128_tpt_128_dirReg"," 7.52ms "
256," fft_test_len_256_factors_4_2_8_4_wgs_128_tpt_128"," 7.52ms "
256," fft_test_len_256_factors_8_2_8_2_wgs_128_tpt_128_dirReg"," 7.53ms "
256," fft_test_len_256_factors_2_2_2_8_2_2_wgs_128_tpt_128_dirReg"," 7.55ms "
256," fft_test_len_256_factors_4_2_2_2_8_wgs_128_tpt_128"," 7.55ms "
256," fft_test_len_256_factors_4_8_4_2_wgs_128_tpt_128"," 7.56ms "
256," fft_test_len_256_factors_4_8_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 7.57ms "
256," fft_test_len_256_factors_4_8_2_2_2_wgs_128_tpt_128"," 7.58ms "
256," fft_test_len_256_factors_2_4_8_4_wgs_128_tpt_128_dirReg"," 7.59ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_128_tpt_128_halfLds_dirReg"," 7.6ms "
256," fft_test_len_256_factors_4_16_4_wgs_64_tpt_64_halfLds_dirReg"," 7.61ms "
256," fft_test_len_256_factors_2_2_2_8_4_wgs_128_tpt_128_halfLds_dirReg"," 7.64ms "
256," fft_test_len_256_factors_2_8_4_4_wgs_128_tpt_128_dirReg"," 7.64ms "
256," fft_test_len_256_factors_8_8_2_2_wgs_128_tpt_128_halfLds_dirReg"," 7.66ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_64_tpt_64_dirReg"," 7.67ms "
256," fft_test_len_256_factors_8_2_8_2_wgs_128_tpt_128_halfLds_dirReg"," 7.68ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_128_tpt_128_dirReg"," 7.72ms "
256," fft_test_len_256_factors_2_4_8_4_wgs_128_tpt_128_halfLds_dirReg"," 7.72ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_128_tpt_128_dirReg"," 7.73ms "
256," fft_test_len_256_factors_4_4_2_8_wgs_128_tpt_128_halfLds_dirReg"," 7.73ms "
256," fft_test_len_256_factors_4_4_2_8_wgs_128_tpt_128"," 7.73ms "
256," fft_test_len_256_factors_4_8_4_2_wgs_128_tpt_128_halfLds_dirReg"," 7.73ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_128_tpt_128"," 7.74ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_128_tpt_128"," 7.74ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_128_tpt_128_halfLds_dirReg"," 7.75ms "
256," fft_test_len_256_factors_4_2_4_8_wgs_128_tpt_128"," 7.75ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_128_tpt_128"," 7.79ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_128_tpt_128_dirReg"," 7.8ms "
256," fft_test_len_256_factors_2_2_4_2_8_wgs_128_tpt_128_halfLds_dirReg"," 7.82ms "
256," fft_test_len_256_factors_2_8_4_4_wgs_128_tpt_128_halfLds_dirReg"," 7.82ms "
256," fft_test_len_256_factors_4_2_4_8_wgs_128_tpt_128_halfLds_dirReg"," 7.83ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 7.84ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_128_tpt_128"," 7.85ms "
256," fft_test_len_256_factors_2_4_8_4_wgs_128_tpt_128"," 7.85ms "
256," fft_test_len_256_factors_4_2_2_2_8_wgs_128_tpt_128_halfLds_dirReg"," 7.88ms "
256," fft_test_len_256_factors_4_4_8_2_wgs_128_tpt_128"," 7.89ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_64_tpt_64_halfLds_dirReg"," 7.9ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_128_tpt_128_halfLds_dirReg"," 7.91ms "
256," fft_test_len_256_factors_2_4_4_8_wgs_128_tpt_128"," 7.91ms "
256," fft_test_len_256_factors_4_4_16_wgs_64_tpt_64_dirReg"," 7.91ms "
256," fft_test_len_256_factors_4_4_16_wgs_64_tpt_64_halfLds_dirReg"," 7.92ms "
256," fft_test_len_256_factors_2_2_8_4_2_wgs_128_tpt_128_dirReg"," 7.94ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_64_tpt_64_halfLds_dirReg"," 7.94ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_128_tpt_128"," 7.96ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_64_tpt_64_dirReg"," 7.96ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_128_tpt_128_halfLds_dirReg"," 7.98ms "
256," fft_test_len_256_factors_2_8_4_4_wgs_128_tpt_128"," 8.02ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_128_tpt_128_halfLds_dirReg"," 8.04ms "
256," fft_test_len_256_factors_4_8_2_4_wgs_128_tpt_128"," 8.04ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_64_tpt_64_halfLds_dirReg"," 8.05ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_64_tpt_64_dirReg"," 8.05ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_64_tpt_64_dirReg"," 8.09ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_128_tpt_128"," 8.1ms "
256," fft_test_len_256_factors_2_2_2_8_2_2_wgs_128_tpt_128"," 8.1ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_128_tpt_128_halfLds_dirReg"," 8.12ms "
256," fft_test_len_256_factors_4_4_4_4_wgs_256_tpt_256_dirReg"," 8.13ms "
256," fft_test_len_256_factors_2_2_8_2_2_2_wgs_128_tpt_128"," 8.15ms "
256," fft_test_len_256_factors_2_2_4_2_8_wgs_128_tpt_128"," 8.15ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_64_tpt_64_halfLds_dirReg"," 8.15ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_2_2_wgs_128_tpt_128"," 8.17ms "
256," fft_test_len_256_factors_16_2_2_2_2_wgs_128_tpt_128"," 8.17ms "
256," fft_test_len_256_factors_2_4_2_2_8_wgs_128_tpt_128"," 8.17ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_128_tpt_128_halfLds_dirReg"," 8.19ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_64_tpt_64_dirReg"," 8.2ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_128_tpt_128_dirReg"," 8.2ms "
256," fft_test_len_256_factors_16_2_8_wgs_128_tpt_128_dirReg"," 8.21ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_128_tpt_128"," 8.22ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_128_tpt_128_dirReg"," 8.22ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_64_tpt_64_dirReg"," 8.23ms "
256," fft_test_len_256_factors_2_2_2_4_8_wgs_128_tpt_128"," 8.23ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_128_tpt_128"," 8.23ms "
256," fft_test_len_256_factors_2_2_8_8_wgs_128_tpt_128_dirReg"," 8.24ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_128_tpt_128"," 8.25ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_64_tpt_64_dirReg"," 8.25ms "
256," fft_test_len_256_factors_8_4_2_4_wgs_256_tpt_256_dirReg"," 8.25ms "
256," fft_test_len_256_factors_2_2_2_8_4_wgs_128_tpt_128"," 8.27ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_64_tpt_64_dirReg"," 8.28ms "
256," fft_test_len_256_factors_2_2_8_8_wgs_128_tpt_128_halfLds_dirReg"," 8.28ms "
256," fft_test_len_256_factors_4_16_4_wgs_64_tpt_64"," 8.28ms "
256," fft_test_len_256_factors_2_4_4_8_wgs_128_tpt_128_halfLds_dirReg"," 8.3ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_128_tpt_128_halfLds_dirReg"," 8.31ms "
256," fft_test_len_256_factors_8_2_4_4_wgs_256_tpt_256_dirReg"," 8.33ms "
256," fft_test_len_256_factors_2_4_2_2_8_wgs_128_tpt_128_halfLds_dirReg"," 8.34ms "
256," fft_test_len_256_factors_2_2_2_2_8_2_wgs_128_tpt_128"," 8.36ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_64_tpt_64"," 8.4ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_64_tpt_64_dirReg"," 8.41ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_64_tpt_64_dirReg"," 8.42ms "
256," fft_test_len_256_factors_4_4_2_2_4_wgs_256_tpt_256_dirReg"," 8.44ms "
256," fft_test_len_256_factors_2_2_8_4_2_wgs_128_tpt_128_halfLds_dirReg"," 8.45ms "
256," fft_test_len_256_factors_16_2_2_2_2_wgs_128_tpt_128_dirReg"," 8.46ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_64_tpt_64_halfLds_dirReg"," 8.46ms "
256," fft_test_len_256_factors_4_4_4_4_wgs_256_tpt_256_halfLds_dirReg"," 8.48ms "
256," fft_test_len_256_factors_4_2_4_2_4_wgs_256_tpt_256_dirReg"," 8.49ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_128_tpt_128"," 8.5ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_64_tpt_64_dirReg"," 8.51ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_128_tpt_128"," 8.51ms "
256," fft_test_len_256_factors_8_4_8_wgs_256_tpt_256_dirReg"," 8.51ms "
256," fft_test_len_256_factors_2_2_8_4_2_wgs_128_tpt_128"," 8.52ms "
256," fft_test_len_256_factors_2_2_2_2_8_2_wgs_128_tpt_128_halfLds_dirReg"," 8.53ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_64_tpt_64_dirReg"," 8.54ms "
256," fft_test_len_256_factors_4_2_2_4_4_wgs_256_tpt_256_dirReg"," 8.54ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_64_tpt_64"," 8.54ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_64_tpt_64_halfLds_dirReg"," 8.57ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_64_tpt_64"," 8.6ms "
256," fft_test_len_256_factors_8_2_2_2_4_wgs_256_tpt_256_dirReg"," 8.62ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_64_tpt_64"," 8.64ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_64_tpt_64_halfLds_dirReg"," 8.65ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_64_tpt_64_halfLds_dirReg"," 8.66ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_128_tpt_128"," 8.66ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_128_tpt_128_dirReg"," 8.67ms "
256," fft_test_len_256_factors_8_4_2_4_wgs_256_tpt_256_halfLds_dirReg"," 8.67ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_64_tpt_64"," 8.7ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_64_tpt_64"," 8.7ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_64_tpt_64_halfLds_dirReg"," 8.7ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_64_tpt_64"," 8.7ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_64_tpt_64_halfLds_dirReg"," 8.72ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_128_tpt_128"," 8.74ms "
256," fft_test_len_256_factors_16_8_2_wgs_128_tpt_128_dirReg"," 8.77ms "
256," fft_test_len_256_factors_4_2_2_2_2_4_wgs_256_tpt_256_dirReg"," 8.78ms "
256," fft_test_len_256_factors_8_2_4_4_wgs_256_tpt_256_halfLds_dirReg"," 8.78ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_64_tpt_64"," 8.8ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_128_tpt_128_dirReg"," 8.82ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_128_tpt_128"," 8.89ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_64_tpt_64_halfLds_dirReg"," 8.93ms "
256," fft_test_len_256_factors_4_4_2_8_wgs_256_tpt_256_dirReg"," 8.94ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_128_tpt_128_halfLds_dirReg"," 8.98ms "
256," fft_test_len_256_factors_2_4_4_2_4_wgs_256_tpt_256_dirReg"," 8.99ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_128_tpt_128_dirReg"," 9.03ms "
256," fft_test_len_256_factors_4_2_4_2_4_wgs_256_tpt_256_halfLds_dirReg"," 9.04ms "
256," fft_test_len_256_factors_2_4_2_4_4_wgs_256_tpt_256_dirReg"," 9.06ms "
256," fft_test_len_256_factors_4_4_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 9.06ms "
256," fft_test_len_256_factors_2_2_8_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 9.07ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_128_tpt_128_halfLds_dirReg"," 9.07ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_128_tpt_128_halfLds_dirReg"," 9.07ms "
256," fft_test_len_256_factors_8_2_2_8_wgs_256_tpt_256_dirReg"," 9.07ms "
