length 256," batch 1048576"
256," fft_test_len_256_factors_8_2_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 9.1ms "
256," fft_test_len_256_factors_4_2_4_8_wgs_256_tpt_256_dirReg"," 9.14ms "
256," fft_test_len_256_factors_8_4_4_2_wgs_256_tpt_256_dirReg"," 9.17ms "
256," fft_test_len_256_factors_2_2_2_8_2_2_wgs_128_tpt_128_halfLds_dirReg"," 9.19ms "
256," fft_test_len_256_factors_4_4_4_2_2_wgs_256_tpt_256_dirReg"," 9.19ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_128_tpt_128_dirReg"," 9.21ms "
256," fft_test_len_256_factors_8_2_16_wgs_128_tpt_128_dirReg"," 9.22ms "
256," fft_test_len_256_factors_4_2_2_4_4_wgs_256_tpt_256_halfLds_dirReg"," 9.25ms "
256," fft_test_len_256_factors_4_4_2_4_2_wgs_256_tpt_256_dirReg"," 9.27ms "
256," fft_test_len_256_factors_2_2_8_8_wgs_128_tpt_128"," 9.27ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_64_tpt_64"," 9.29ms "
256," fft_test_len_256_factors_16_2_8_wgs_128_tpt_128_halfLds_dirReg"," 9.3ms "
256," fft_test_len_256_factors_2_2_4_4_4_wgs_256_tpt_256_dirReg"," 9.31ms "
256," fft_test_len_256_factors_16_8_2_wgs_128_tpt_128"," 9.31ms "
256," fft_test_len_256_factors_16_2_8_wgs_128_tpt_128"," 9.32ms "
256," fft_test_len_256_factors_8_4_2_2_2_wgs_256_tpt_256_dirReg"," 9.37ms "
256," fft_test_len_256_factors_8_2_4_2_2_wgs_256_tpt_256_dirReg"," 9.44ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_64_tpt_64_halfLds_dirReg"," 9.44ms "
256," fft_test_len_256_factors_4_2_2_2_8_wgs_256_tpt_256_dirReg"," 9.47ms "
256," fft_test_len_256_factors_4_2_4_4_2_wgs_256_tpt_256_dirReg"," 9.48ms "
256," fft_test_len_256_factors_4_2_4_2_2_2_wgs_256_tpt_256_dirReg"," 9.53ms "
256," fft_test_len_256_factors_8_2_2_4_2_wgs_256_tpt_256_dirReg"," 9.53ms "
256," fft_test_len_256_factors_2_2_4_2_2_4_wgs_256_tpt_256_dirReg"," 9.54ms "
256," fft_test_len_256_factors_4_4_2_8_wgs_256_tpt_256_halfLds_dirReg"," 9.55ms "
256," fft_test_len_256_factors_8_4_4_2_wgs_256_tpt_256_halfLds_dirReg"," 9.56ms "
256," fft_test_len_256_factors_4_4_2_2_2_2_wgs_256_tpt_256_dirReg"," 9.57ms "
256," fft_test_len_256_factors_8_2_2_2_2_2_wgs_256_tpt_256_dirReg"," 9.59ms "
256," fft_test_len_256_factors_2_2_2_4_2_4_wgs_256_tpt_256_dirReg"," 9.6ms "
256," fft_test_len_256_factors_4_2_2_4_2_2_wgs_256_tpt_256_dirReg"," 9.61ms "
256," fft_test_len_256_factors_4_2_2_2_2_2_2_wgs_256_tpt_256_dirReg"," 9.62ms "
256," fft_test_len_256_factors_4_2_2_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 9.63ms "
256," fft_test_len_256_factors_16_2_4_2_wgs_128_tpt_128_dirReg"," 9.63ms "
256," fft_test_len_256_factors_2_4_4_2_4_wgs_256_tpt_256_halfLds_dirReg"," 9.65ms "
256," fft_test_len_256_factors_8_4_8_wgs_256_tpt_256_halfLds_dirReg"," 9.68ms "
256," fft_test_len_256_factors_4_2_2_2_4_2_wgs_256_tpt_256_dirReg"," 9.69ms "
256," fft_test_len_256_factors_2_4_4_4_2_wgs_256_tpt_256_dirReg"," 9.69ms "
256," fft_test_len_256_factors_2_2_2_2_4_4_wgs_256_tpt_256_dirReg"," 9.73ms "
256," fft_test_len_256_factors_2_4_4_8_wgs_256_tpt_256_dirReg"," 9.73ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_4_wgs_256_tpt_256_dirReg"," 9.75ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_128_tpt_128"," 9.76ms "
256," fft_test_len_256_factors_16_2_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 9.77ms "
256," fft_test_len_256_factors_4_4_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 9.78ms "
256," fft_test_len_256_factors_2_4_2_4_4_wgs_256_tpt_256_halfLds_dirReg"," 9.79ms "
256," fft_test_len_256_factors_2_4_2_2_2_4_wgs_256_tpt_256_dirReg"," 9.81ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_128_tpt_128_halfLds_dirReg"," 9.87ms "
256," fft_test_len_256_factors_4_4_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 9.89ms "
256," fft_test_len_256_factors_8_4_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 9.91ms "
256," fft_test_len_256_factors_8_2_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 9.92ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_128_tpt_128_dirReg"," 9.93ms "
256," fft_test_len_256_factors_8_4_2_4_wgs_256_tpt_256"," 9.96ms "
256," fft_test_len_256_factors_2_2_4_4_4_wgs_256_tpt_256_halfLds_dirReg"," 9.99ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_128_tpt_128_dirReg"," 9.99ms "
256," fft_test_len_256_factors_8_2_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 10ms "
256," fft_test_len_256_factors_16_2_4_2_wgs_128_tpt_128"," 10ms "
256," fft_test_len_256_factors_2_4_2_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 10.1ms "
256," fft_test_len_256_factors_2_4_2_4_2_2_wgs_256_tpt_256_dirReg"," 10.1ms "
256," fft_test_len_256_factors_2_4_4_2_2_2_wgs_256_tpt_256_dirReg"," 10.1ms "
256," fft_test_len_256_factors_2_4_2_2_8_wgs_256_tpt_256_dirReg"," 10.1ms "
256," fft_test_len_256_factors_4_2_4_4_2_wgs_256_tpt_256_halfLds_dirReg"," 10.1ms "
256," fft_test_len_256_factors_2_4_2_2_4_2_wgs_256_tpt_256_dirReg"," 10.2ms "
256," fft_test_len_256_factors_4_2_4_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 10.2ms "
256," fft_test_len_256_factors_4_4_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 10.2ms "
256," fft_test_len_256_factors_4_2_2_2_8_wgs_256_tpt_256_halfLds_dirReg"," 10.2ms "
256," fft_test_len_256_factors_16_2_4_2_wgs_128_tpt_128_halfLds_dirReg"," 10.2ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_128_tpt_128_halfLds_dirReg"," 10.2ms "
256," fft_test_len_256_factors_2_8_16_wgs_128_tpt_128_dirReg"," 10.2ms "
256," fft_test_len_256_factors_8_8_4_wgs_256_tpt_256_dirReg"," 10.2ms "
256," fft_test_len_256_factors_2_4_2_2_2_2_2_wgs_256_tpt_256_dirReg"," 10.3ms "
256," fft_test_len_256_factors_8_2_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 10.3ms "
256," fft_test_len_256_factors_2_2_4_2_4_2_wgs_256_tpt_256_dirReg"," 10.3ms "
256," fft_test_len_256_factors_2_2_4_4_2_2_wgs_256_tpt_256_dirReg"," 10.3ms "
256," fft_test_len_256_factors_4_2_2_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 10.3ms "
256," fft_test_len_256_factors_2_2_4_2_8_wgs_256_tpt_256_dirReg"," 10.3ms "
256," fft_test_len_256_factors_2_4_4_4_2_wgs_256_tpt_256_halfLds_dirReg"," 10.3ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_128_tpt_128_halfLds_dirReg"," 10.3ms "
256," fft_test_len_256_factors_2_4_4_8_wgs_256_tpt_256_halfLds_dirReg"," 10.3ms "
256," fft_test_len_256_factors_4_2_4_8_wgs_256_tpt_256_halfLds_dirReg"," 10.3ms "
256," fft_test_len_256_factors_8_2_4_4_wgs_256_tpt_256"," 10.3ms "
256," fft_test_len_256_factors_8_2_16_wgs_128_tpt_128_halfLds_dirReg"," 10.3ms "
256," fft_test_len_256_factors_4_2_2_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 10.4ms "
256," fft_test_len_256_factors_2_2_2_4_2_4_wgs_256_tpt_256_halfLds_dirReg"," 10.4ms "
256," fft_test_len_256_factors_2_2_4_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 10.4ms "
256," fft_test_len_256_factors_4_2_2_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 10.4ms "
256," fft_test_len_256_factors_8_4_4_2_wgs_256_tpt_256"," 10.4ms "
256," fft_test_len_256_factors_16_8_2_wgs_128_tpt_128_halfLds_dirReg"," 10.4ms "
256," fft_test_len_256_factors_4_8_8_wgs_256_tpt_256_dirReg"," 10.4ms "
256," fft_test_len_256_factors_2_2_2_4_2_2_2_wgs_256_tpt_256_dirReg"," 10.5ms "
256," fft_test_len_256_factors_2_2_4_2_2_2_2_wgs_256_tpt_256_dirReg"," 10.5ms "
256," fft_test_len_256_factors_2_2_2_2_4_4_wgs_256_tpt_256_halfLds_dirReg"," 10.5ms "
256," fft_test_len_256_factors_2_2_2_4_4_2_wgs_256_tpt_256_dirReg"," 10.5ms "
256," fft_test_len_256_factors_2_2_2_4_8_wgs_256_tpt_256_dirReg"," 10.5ms "
256," fft_test_len_256_factors_8_2_2_2_4_wgs_256_tpt_256"," 10.5ms "
256," fft_test_len_256_factors_4_8_2_4_wgs_256_tpt_256_dirReg"," 10.5ms "
256," fft_test_len_256_factors_2_2_2_2_2_4_2_wgs_256_tpt_256_dirReg"," 10.6ms "
256," fft_test_len_256_factors_2_2_2_2_4_2_2_wgs_256_tpt_256_dirReg"," 10.6ms "
256," fft_test_len_256_factors_8_4_2_2_2_wgs_256_tpt_256"," 10.6ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_128_tpt_128_dirReg"," 10.6ms "
256," fft_test_len_256_factors_8_2_2_8_wgs_256_tpt_256_halfLds_dirReg"," 10.6ms "
256," fft_test_len_256_factors_4_2_8_4_wgs_256_tpt_256_dirReg"," 10.6ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 10.7ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_2_2_wgs_256_tpt_256_dirReg"," 10.8ms "
256," fft_test_len_256_factors_2_4_2_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 10.8ms "
256," fft_test_len_256_factors_2_4_4_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 10.8ms "
256," fft_test_len_256_factors_4_2_2_2_2_4_wgs_256_tpt_256"," 10.8ms "
256," fft_test_len_256_factors_2_4_2_2_8_wgs_256_tpt_256_halfLds_dirReg"," 10.8ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_128_tpt_128_halfLds_dirReg"," 10.8ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_128_tpt_128_dirReg"," 10.8ms "
256," fft_test_len_256_factors_8_16_2_wgs_128_tpt_128_dirReg"," 10.8ms "
256," fft_test_len_256_factors_4_2_2_2_2_2_2_wgs_256_tpt_256"," 10.9ms "
256," fft_test_len_256_factors_2_4_2_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 10.9ms "
256," fft_test_len_256_factors_8_2_4_2_2_wgs_256_tpt_256"," 10.9ms "
256," fft_test_len_256_factors_4_2_2_4_4_wgs_256_tpt_256"," 10.9ms "
256," fft_test_len_256_factors_4_2_4_2_4_wgs_256_tpt_256"," 10.9ms "
256," fft_test_len_256_factors_4_4_2_2_4_wgs_256_tpt_256"," 10.9ms "
256," fft_test_len_256_factors_8_2_2_2_2_2_wgs_256_tpt_256"," 11ms "
256," fft_test_len_256_factors_2_2_4_2_8_wgs_256_tpt_256_halfLds_dirReg"," 11ms "
256," fft_test_len_256_factors_8_2_2_4_2_wgs_256_tpt_256"," 11ms "
256," fft_test_len_256_factors_4_4_4_4_wgs_256_tpt_256"," 11ms "
256," fft_test_len_256_factors_2_2_4_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 11.1ms "
256," fft_test_len_256_factors_4_2_2_2_4_2_wgs_256_tpt_256"," 11.1ms "
256," fft_test_len_256_factors_4_2_4_2_2_2_wgs_256_tpt_256"," 11.1ms "
256," fft_test_len_256_factors_8_8_2_2_wgs_256_tpt_256_dirReg"," 11.1ms "
256," fft_test_len_256_factors_2_4_2_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 11.2ms "
256," fft_test_len_256_factors_2_2_4_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 11.2ms "
256," fft_test_len_256_factors_4_2_2_4_2_2_wgs_256_tpt_256"," 11.2ms "
256," fft_test_len_256_factors_4_4_2_2_2_2_wgs_256_tpt_256"," 11.2ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_128_tpt_128_halfLds_dirReg"," 11.2ms "
256," fft_test_len_256_factors_2_2_2_4_8_wgs_256_tpt_256_halfLds_dirReg"," 11.2ms "
256," fft_test_len_256_factors_4_4_2_4_2_wgs_256_tpt_256"," 11.2ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_128_tpt_128_halfLds_dirReg"," 11.2ms "
256," fft_test_len_256_factors_4_8_4_2_wgs_256_tpt_256_dirReg"," 11.2ms "
256," fft_test_len_256_factors_2_2_2_2_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 11.3ms "
256," fft_test_len_256_factors_2_2_4_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 11.3ms "
256," fft_test_len_256_factors_4_8_2_2_2_wgs_256_tpt_256_dirReg"," 11.3ms "
256," fft_test_len_256_factors_4_2_4_4_2_wgs_256_tpt_256"," 11.3ms "
256," fft_test_len_256_factors_4_4_4_2_2_wgs_256_tpt_256"," 11.3ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_128_tpt_128_dirReg"," 11.3ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_128_tpt_128_dirReg"," 11.3ms "
256," fft_test_len_256_factors_8_2_8_2_wgs_256_tpt_256_dirReg"," 11.3ms "
256," fft_test_len_256_factors_2_4_8_4_wgs_256_tpt_256_dirReg"," 11.3ms "
256," fft_test_len_256_factors_2_8_4_4_wgs_256_tpt_256_dirReg"," 11.3ms "
256," fft_test_len_256_factors_4_4_8_2_wgs_256_tpt_256_dirReg"," 11.3ms "
256," fft_test_len_256_factors_8_4_8_wgs_256_tpt_256"," 11.3ms "
256," fft_test_len_256_factors_2_2_2_4_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 11.4ms "
256," fft_test_len_256_factors_2_2_2_4_4_2_wgs_256_tpt_256_halfLds_dirReg"," 11.4ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_256_tpt_256_dirReg"," 11.4ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_128_tpt_128"," 11.4ms "
256," fft_test_len_256_factors_2_8_16_wgs_128_tpt_128_halfLds_dirReg"," 11.4ms "
256," fft_test_len_256_factors_8_8_4_wgs_256_tpt_256_halfLds_dirReg"," 11.4ms "
256," fft_test_len_256_factors_2_2_2_2_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_256_tpt_256_halfLds_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_256_tpt_256_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_4_2_2_2_4_wgs_256_tpt_256"," 11.5ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_128_tpt_128_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_256_tpt_256_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_4_wgs_256_tpt_256"," 11.6ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_256_tpt_256_dirReg"," 11.6ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_128_tpt_128_dirReg"," 11.6ms "
256," fft_test_len_256_factors_4_2_8_4_wgs_256_tpt_256_halfLds_dirReg"," 11.6ms "
256," fft_test_len_256_factors_8_16_2_wgs_128_tpt_128"," 11.6ms "
256," fft_test_len_256_factors_2_2_2_4_2_4_wgs_256_tpt_256"," 11.7ms "
256," fft_test_len_256_factors_2_2_4_2_2_4_wgs_256_tpt_256"," 11.7ms "
256," fft_test_len_256_factors_2_4_2_4_4_wgs_256_tpt_256"," 11.7ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_256_tpt_256_dirReg"," 11.7ms "
256," fft_test_len_256_factors_4_8_2_4_wgs_256_tpt_256_halfLds_dirReg"," 11.7ms "
256," fft_test_len_256_factors_4_8_8_wgs_256_tpt_256_halfLds_dirReg"," 11.7ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_2_2_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_2_2_2_2_4_4_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_2_2_4_4_4_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_2_4_4_2_4_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_4_4_2_8_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_8_2_16_wgs_128_tpt_128"," 11.8ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 11.9ms "
256," fft_test_len_256_factors_2_2_2_2_2_4_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_2_2_2_4_2_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_2_2_4_2_2_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_4_2_2_2_2_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_4_2_2_4_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_4_2_4_2_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_128_tpt_128"," 11.9ms "
256," fft_test_len_256_factors_8_2_2_8_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_4_2_4_8_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_16_8_wgs_128_tpt_128_dirReg"," 11.9ms "
256," fft_test_len_256_factors_2_2_4_2_2_2_2_wgs_256_tpt_256"," 12ms "
256," fft_test_len_256_factors_2_4_4_2_2_2_wgs_256_tpt_256"," 12ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_128_tpt_128"," 12ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_128_tpt_128_halfLds_dirReg"," 12ms "
256," fft_test_len_256_factors_8_16_2_wgs_128_tpt_128_halfLds_dirReg"," 12ms "
256," fft_test_len_256_factors_2_2_2_4_4_2_wgs_256_tpt_256"," 12.1ms "
256," fft_test_len_256_factors_2_2_4_4_2_2_wgs_256_tpt_256"," 12.1ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_256_tpt_256_dirReg"," 12.1ms "
256," fft_test_len_256_factors_4_2_2_2_8_wgs_256_tpt_256"," 12.1ms "
256," fft_test_len_256_factors_2_4_4_4_2_wgs_256_tpt_256"," 12.1ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_128_tpt_128"," 12.1ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_128_tpt_128"," 12.1ms "
256," fft_test_len_256_factors_2_2_4_2_4_2_wgs_256_tpt_256"," 12.2ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_128_tpt_128"," 12.3ms "
256," fft_test_len_256_factors_2_4_4_8_wgs_256_tpt_256"," 12.3ms "
256," fft_test_len_256_factors_2_16_8_wgs_128_tpt_128_halfLds_dirReg"," 12.3ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_128_tpt_128_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_256_tpt_256_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_256_tpt_256_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_256_tpt_256_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_256_tpt_256_dirReg"," 12.4ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_256_tpt_256_halfLds_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_128_tpt_128"," 12.4ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_128_tpt_128"," 12.4ms "
256," fft_test_len_256_factors_8_8_2_2_wgs_256_tpt_256_halfLds_dirReg"," 12.4ms "
256," fft_test_len_256_factors_8_8_4_wgs_256_tpt_256"," 12.4ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_256_tpt_256_dirReg"," 12.5ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_256_tpt_256_dirReg"," 12.5ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_256_tpt_256_halfLds_dirReg"," 12.5ms "
256," fft_test_len_256_factors_4_8_4_2_wgs_256_tpt_256_halfLds_dirReg"," 12.5ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_128_tpt_128_dirReg"," 12.6ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_128_tpt_128"," 12.6ms "
256," fft_test_len_256_factors_2_8_4_4_wgs_256_tpt_256_halfLds_dirReg"," 12.6ms "
256," fft_test_len_256_factors_4_4_8_2_wgs_256_tpt_256_halfLds_dirReg"," 12.6ms "
256," fft_test_len_256_factors_4_8_2_4_wgs_256_tpt_256"," 12.6ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_128_tpt_128_dirReg"," 12.7ms "
256," fft_test_len_256_factors_8_2_8_2_wgs_256_tpt_256_halfLds_dirReg"," 12.7ms "
256," fft_test_len_256_factors_16_4_4_wgs_256_tpt_256_dirReg"," 12.7ms "
256," fft_test_len_256_factors_2_2_2_4_8_wgs_256_tpt_256"," 12.8ms "
256," fft_test_len_256_factors_2_4_2_2_8_wgs_256_tpt_256"," 12.8ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_128_tpt_128_dirReg"," 12.8ms "
256," fft_test_len_256_factors_4_2_8_4_wgs_256_tpt_256"," 12.8ms "
256," fft_test_len_256_factors_2_8_16_wgs_128_tpt_128"," 12.8ms "
256," fft_test_len_256_factors_2_2_2_8_4_wgs_256_tpt_256_dirReg"," 12.9ms "
256," fft_test_len_256_factors_2_2_4_2_8_wgs_256_tpt_256"," 12.9ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_128_tpt_128_halfLds_dirReg"," 12.9ms "
256," fft_test_len_256_factors_2_2_8_8_wgs_256_tpt_256_dirReg"," 12.9ms "
256," fft_test_len_256_factors_8_8_2_2_wgs_256_tpt_256"," 12.9ms "
256," fft_test_len_256_factors_4_4_8_2_wgs_256_tpt_256"," 12.9ms "
256," fft_test_len_256_factors_4_8_4_2_wgs_256_tpt_256"," 12.9ms "
256," fft_test_len_256_factors_4_8_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 13ms "
256," fft_test_len_256_factors_4_8_2_2_2_wgs_256_tpt_256"," 13ms "
256," fft_test_len_256_factors_2_4_8_4_wgs_256_tpt_256_halfLds_dirReg"," 13ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_256_tpt_256_halfLds_dirReg"," 13.1ms "
256," fft_test_len_256_factors_4_4_16_wgs_256_tpt_256_dirReg"," 13.1ms "
256," fft_test_len_256_factors_4_8_8_wgs_256_tpt_256"," 13.1ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_128_tpt_128"," 13.2ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 13.2ms "
256," fft_test_len_256_factors_8_2_8_2_wgs_256_tpt_256"," 13.2ms "
256," fft_test_len_256_factors_2_4_8_4_wgs_256_tpt_256"," 13.2ms "
256," fft_test_len_256_factors_2_8_4_4_wgs_256_tpt_256"," 13.2ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_128_tpt_128"," 13.3ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_256_tpt_256"," 13.3ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_128_tpt_128"," 13.3ms "
256," fft_test_len_256_factors_8_2_16_wgs_256_tpt_256_dirReg"," 13.3ms "
256," fft_test_len_256_factors_2_2_8_2_2_2_wgs_256_tpt_256_dirReg"," 13.4ms "
256," fft_test_len_256_factors_2_2_8_4_2_wgs_256_tpt_256_dirReg"," 13.4ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_256_tpt_256"," 13.4ms "
256," fft_test_len_256_factors_16_2_8_wgs_256_tpt_256_dirReg"," 13.4ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_256_tpt_256"," 13.5ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_256_tpt_256_dirReg"," 13.5ms "
256," fft_test_len_256_factors_2_2_2_8_2_2_wgs_256_tpt_256_dirReg"," 13.6ms "
256," fft_test_len_256_factors_2_2_2_2_8_2_wgs_256_tpt_256_dirReg"," 13.7ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_256_tpt_256"," 13.7ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_256_tpt_256"," 13.7ms "
256," fft_test_len_256_factors_2_16_8_wgs_128_tpt_128"," 13.7ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_256_tpt_256_halfLds_dirReg"," 13.8ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_256_tpt_256"," 13.8ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_256_tpt_256"," 13.8ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_128_tpt_128"," 13.8ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_256_tpt_256_dirReg"," 13.8ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_256_tpt_256"," 13.9ms "
256," fft_test_len_256_factors_2_2_2_8_4_wgs_256_tpt_256_halfLds_dirReg"," 13.9ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 13.9ms "
256," fft_test_len_256_factors_2_2_8_8_wgs_256_tpt_256_halfLds_dirReg"," 13.9ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_256_tpt_256"," 13.9ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_256_tpt_256"," 14ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_256_tpt_256_halfLds_dirReg"," 14ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_256_tpt_256_halfLds_dirReg"," 14.1ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 14.1ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_128_tpt_128_halfLds_dirReg"," 14.1ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_128_tpt_128_halfLds_dirReg"," 14.2ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_256_tpt_256"," 14.3ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_128_tpt_128_halfLds_dirReg"," 14.3ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 14.3ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_256_tpt_256_halfLds_dirReg"," 14.3ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_256_tpt_256_dirReg"," 14.3ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 14.4ms "
