"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","1","110192172","110192172","53.8295593656477"
"hipModuleLoadData","20","25090032","1254501","12.2566362248491"
"hipMalloc","19","21207228","1116169","10.3598623921019"
"hipEventSynchronize","1","14107842","14107842","6.89176830510409"
"hipModuleLaunchKernel","610","12398381","20325","6.05668600558503"
"hipModuleGetFunction","20","11708650","585432","5.71974813480028"
"hipFree","19","4393914","231258","2.14645423733503"
"hipMemcpy","13","2847253","219019","1.39090074740081"
"hipModuleUnload","20","853650","42682","0.417013318808937"
"hiprtcCreateProgram","1","454170","454170","0.221864861481233"
"hipStreamSynchronize","4","429090","107272","0.209613125950596"
"hipStreamDestroy","1","399620","399620","0.195216848195897"
"hipGetDevice","770","261340","339","0.127666210668925"
"hipDeviceSynchronize","1","183120","183120","0.0894552555968986"
"hipSetDevice","252","98770","391","0.0482497575104067"
"hiprtcDestroyProgram","1","36810","36810","0.0179819132728366"
"hipEventRecord","2","17380","8690","0.00849023778000272"
"hipEventDestroy","2","9380","4690","0.00458218816895429"
"hipGetDeviceProperties","3","6200","2066","0.00302873844856253"
"hipStreamCreate","1","4640","4640","0.00226666877440809"
"hipEventCreate","2","2450","1225","0.00119684019338358"
"hipEventElapsedTime","1","2220","2220","0.00108448376706594"
"hiprtcGetCode","1","1030","1030","0.000503161387422486"
"hiprtcGetCodeSize","1","350","350","0.000170977170483369"
"Total","1766","204705692","115914","100.0"
