"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipMalloc","13","12681221","975478","31.5511149508427"
"hipModuleGetFunction","14","11841640","845831","29.4622217250608"
"hipModuleLaunchKernel","307","7528877","24524","18.7319867446325"
"hipModuleLoadData","14","5262903","375921","13.0942010653497"
"hipMemcpy","7","1232051","176007","3.06536592385707"
"hipModuleUnload","14","508080","36291","1.26411253965404"
"hipStreamSynchronize","4","375102","93775","0.933260789342841"
"hipDeviceSynchronize","2","306390","153195","0.762304048623449"
"hipGetDevice","449","183200","408","0.455805025320069"
"hipSetDevice","234","112620","481","0.280200665674378"
"hipStreamDestroy","1","99060","99060","0.246463132140862"
"hipFree","13","48500","3730","0.120668906812354"
"hipGetDeviceProperties","3","7190","2396","0.0178888544325944"
"hipStreamCreate","1","5790","5790","0.0144056282565677"
"Total","1076","40192624","37353","100.0"
