"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1422386626","177798328","82.4837001855714"
"hipModuleLaunchKernel","30007","190500927","6348","11.04708175718"
"hipDeviceSynchronize","2","68615508","34307754","3.97898917671114"
"hipMalloc","9","16103314","1789257","0.933825515292854"
"hipSetDevice","20023","7622836","380","0.442045578673615"
"hipGetDevice","20030","7434375","371","0.431116791565718"
"hiprtcCreateProgram","8","4405333","550666","0.255463711305736"
"hipModuleGetFunction","9","4268985","474331","0.247556938739595"
"hipMemcpy","5","1290422","258084","0.0748311179360494"
"hipModuleLoadData","9","553490","61498","0.0320966904364805"
"hipStreamSynchronize","4","414200","103550","0.0240193123250469"
"hipModuleUnload","9","397490","44165","0.0230503053019867"
"hiprtcDestroyProgram","8","262250","32781","0.0152077852661602"
"hipStreamDestroy","1","113390","113390","0.00657544622051441"
"hipFree","9","51250","5694","0.00297196947527439"
"hiprtcGetCode","8","9680","1210","0.000561339795524998"
"hipStreamCreate","1","5330","5330","0.000309084825428537"
"hipGetDeviceProperties","3","5260","1753","0.000305025550047674"
"hiprtcGetCodeSize","8","4130","516","0.000239497247470893"
"hipGetDeviceCount","1","910","910","5.27705799512136e-05"
"Total","70162","1724445706","24578","100.0"
