"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"twiddle_gen_radices_dp","2","45279","22639","30.496"
"fft_rtc_fwd_len_128_factors_16_8_wgs_256_tpt_16_dp_op_CI_CI_sbcc_twdbase5_3step_dirReg_intrinsicReadWrite","2","44799","22399","30.172"
"fft_rtc_fwd_len_256_factors_8_2_2_2_2_2_wgs_64_tpt_64_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg","2","22400","11200","15.087"
"r2c_even_post_Ndiv4_dim1_dp_CI_CI","2","16639","8319","11.206"
"twiddle_gen_N_dp","1","12800","12800","8.621"
"twiddle_gen_large_dp","1","6560","6560","4.418"
"Total","10","148477","14847","100.0"
