"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1369059334","171132416","82.4675655718813"
"hipModuleLaunchKernel","30007","177123469","5902","10.6693266911955"
"hipDeviceSynchronize","2","69224888","34612444","4.16987624171601"
"hipMalloc","10","16023503","1602350","0.965202348449667"
"hipSetDevice","20023","7040210","351","0.424078756410432"
"hipGetDevice","20030","7005983","349","0.422017036149863"
"hiprtcCreateProgram","8","6820093","852511","0.410819642886149"
"hipModuleGetFunction","9","4638564","515396","0.279411615939042"
"hipMemcpy","5","1349601","269920","0.0812954604664173"
"hipModuleLoadData","9","615500","68388","0.0370756660057898"
"hipStreamSynchronize","4","393621","98405","0.0237104154815028"
"hipModuleUnload","9","385520","42835","0.0232224382754705"
"hiprtcDestroyProgram","8","241790","30223","0.0145646227189925"
"hipStreamDestroy","1","100950","100950","0.0060808911182526"
"hipFree","10","66590","6659","0.00401115938151997"
"hiprtcGetCode","8","9190","1148","0.000553574931914229"
"hipStreamCreate","1","6860","6860","0.000413223507391905"
"hiprtcGetCodeSize","8","6320","790","0.000380695709433942"
"hipGetDeviceProperties","3","5580","1860","0.000336120578898955"
"hipGetDeviceCount","1","960","960","5.78271963697127e-05"
"Total","70164","1660118526","23660","100.0"
