"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1412008980","176501122","82.4012718926583"
"hipModuleLaunchKernel","30007","195064640","6500","11.3834789048463"
"hipDeviceSynchronize","2","57471707","28735853","3.35390342534662"
"hipMalloc","10","16063583","1606358","0.937430065319616"
"hiprtcCreateProgram","8","10853497","1356687","0.633382627129716"
"hipSetDevice","20023","7084894","353","0.413456490074634"
"hipGetDevice","20030","7065024","352","0.412296927142883"
"hipModuleGetFunction","9","4823886","535987","0.281509783220492"
"hipMemcpy","5","1333860","266772","0.0778406951255659"
"hipModuleLoadData","9","636220","70691","0.037128189654677"
"hipStreamSynchronize","4","403990","100997","0.0235758343632595"
"hipModuleUnload","9","360100","40011","0.0210145249986627"
"hiprtcDestroyProgram","8","223630","27953","0.0130504810481837"
"hipStreamDestroy","1","111040","111040","0.00648001348473066"
"hipFree","10","48930","4893","0.00285543101411988"
"hiprtcGetCode","8","8860","1107","0.000517047185471124"
"hipGetDeviceProperties","3","5270","1756","0.000307543867656075"
"hipStreamCreate","1","4280","4280","0.000249769972214042"
"hiprtcGetCodeSize","8","3460","432","0.000201916846696398"
"hipGetDeviceCount","1","830","830","4.84367002190782e-05"
"Total","70164","1713576681","24422","100.0"
