"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipMalloc","10","16285013","1628501","43.9700776907587"
"hipModuleGetFunction","9","7848369","872041","21.1908577951852"
"hipModuleLaunchKernel","10","7585716","758571","20.4816859440045"
"hipModuleLoadData","9","3046982","338553","8.22695292059904"
"hipMemcpy","5","1356810","271362","3.66343220675343"
"hipStreamSynchronize","4","364480","91120","0.984108143894496"
"hipModuleUnload","9","306690","34076","0.828073218423515"
"hipDeviceSynchronize","2","93300","46650","0.25191310860776"
"hipStreamDestroy","1","78540","78540","0.212060616828012"
"hipFree","10","34650","3465","0.0935561544829463"
"hipGetDevice","35","15090","431","0.0407435027748242"
"hipSetDevice","23","11340","493","0.0306183778307824"
"hipGetDeviceProperties","2","4910","2455","0.0132571635933987"
"hipStreamCreate","1","4690","4690","0.0126631562633483"
"Total","130","37036580","284896","100.0"
