"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1868920009","233615001","85.9024058585371"
"hipModuleLaunchKernel","30007","188061672","6267","8.64400295185618"
"hipDeviceSynchronize","2","72928191","36464095","3.35204665349105"
"hipMalloc","10","16404016","1640401","0.753988631592598"
"hipSetDevice","20023","7262081","362","0.333791829738803"
"hipGetDevice","20030","7180262","358","0.330031128953808"
"hiprtcCreateProgram","8","6741387","842673","0.3098588272022"
"hipModuleGetFunction","9","4879863","542207","0.224296368994602"
"hipMemcpy","5","1352231","270446","0.062153487370842"
"hipModuleLoadData","9","621120","69013","0.028548949163107"
"hipModuleUnload","9","415310","46145","0.0190891680785194"
"hipStreamSynchronize","4","414120","103530","0.0190344713218474"
"hiprtcDestroyProgram","8","250350","31293","0.0115070025485958"
"hipStreamDestroy","1","119050","119050","0.00547197385025099"
"hipFree","10","55850","5585","0.00256707047069733"
"hiprtcGetCode","8","11200","1400","0.000514793003971533"
"hipStreamCreate","1","6350","6350","0.000291869247787432"
"hipGetDeviceProperties","3","4690","1563","0.00021556957041308"
"hiprtcGetCodeSize","8","3130","391","0.000143866259145616"
"hipGetDeviceCount","1","860","860","3.95287485192427e-05"
"Total","70164","2175631742","31007","100.0"
