"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1443946294","180493286","97.4547099645089"
"hipMalloc","10","16430065","1643006","1.108896657671"
"hipModuleLaunchKernel","10","8138797","813879","0.549303048451894"
"hiprtcCreateProgram","8","5190787","648848","0.350336188869739"
"hipModuleGetFunction","9","4787913","531990","0.323145448476286"
"hipMemcpy","5","1274020","254804","0.0859860578644095"
"hipModuleLoadData","9","700190","77798","0.0472571685343094"
"hipStreamSynchronize","4","413881","103470","0.027933623973705"
"hipModuleUnload","9","282100","31344","0.0190394710628953"
"hiprtcDestroyProgram","8","209201","26150","0.0141193774754653"
"hipDeviceSynchronize","2","99090","49545","0.00668777450415562"
"hipStreamDestroy","1","90000","90000","0.00607427293747104"
"hipFree","10","40090","4009","0.00270575113403571"
"hipGetDevice","32","16330","510","0.00110214307854336"
"hipSetDevice","25","13190","527","0.000890218444947145"
"hiprtcGetCode","8","9920","1240","0.000669519861552364"
"hipStreamCreate","1","7470","7470","0.000504164653810096"
"hipGetDeviceProperties","3","4890","1630","0.00033003549626926"
"hiprtcGetCodeSize","8","3590","448","0.000242295998283567"
"hipGetDeviceCount","1","990","990","6.68170023121814e-05"
"Total","171","1481658808","8664671","100.0"
