"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1756412906","219551613","97.9622715551282"
"hipMalloc","10","16192833","1619283","0.903139972482553"
"hipModuleLaunchKernel","10","8510007","851000","0.474637605896778"
"hipModuleGetFunction","9","4569213","507690","0.254843541157185"
"hiprtcCreateProgram","8","4056543","507067","0.226249855932825"
"hipMemcpy","5","1267221","253444","0.0706780548573133"
"hipModuleLoadData","9","653970","72663","0.036474559319201"
"hipStreamSynchronize","4","409760","102440","0.0228539771344799"
"hipModuleUnload","9","330540","36726","0.0184355564282287"
"hiprtcDestroyProgram","8","251591","31448","0.014032250491119"
"hipDeviceSynchronize","2","99790","49895","0.00556569303555678"
"hipStreamDestroy","1","97180","97180","0.00542012274972851"
"hipFree","10","39890","3989","0.00222482708877002"
"hipGetDevice","32","16780","524","0.000935888657547277"
"hipSetDevice","25","13750","550","0.000766893268252387"
"hiprtcGetCode","8","10090","1261","0.00056276022375757"
"hipStreamCreate","1","5980","5980","0.000333528854119947"
"hipGetDeviceProperties","3","5530","1843","0.000308430528977142"
"hiprtcGetCodeSize","8","3540","442","0.000197440157790069"
"hipGetDeviceCount","1","1210","1210","6.74866076062101e-05"
"Total","171","1792948324","10485077","100.0"
