"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1372086125","171510765","45.4504173810744"
"hipFree","9","1006000410","111777823","33.3238108650301"
"hipEventSynchronize","1","584294058","584294058","19.3547681340934"
"hipMalloc","9","25653121","2850346","0.849760838866587"
"hipModuleGetFunction","9","16103795","1789310","0.533438966281551"
"hipModuleLaunchKernel","10","6113485","611348","0.202509477969495"
"hiprtcCreateProgram","8","4638095","579761","0.153637114873583"
"hipLaunchKernel","4","1667661","416915","0.0552413490079859"
"hipModuleLoadData","9","984970","109441","0.032627177545314"
"hipModuleUnload","9","365600","40622","0.0121105171838399"
"hipStreamSynchronize","4","361550","90387","0.0119763607434828"
"hiprtcDestroyProgram","8","242510","30313","0.00803315514839446"
"hipMemGetInfo","1","91430","91430","0.00302862304737003"
"hipStreamDestroy","1","85010","85010","0.00281596024561879"
"hipMemcpy","3","76351","25450","0.00252913046363064"
"hipGetDevice","42","20610","490","0.000682707218706073"
"hipSetDevice","37","17230","465","0.000570744559840157"
"hipEventRecord","2","15600","7800","0.000516750733227304"
"hipGetDeviceProperties","5","10030","2006","0.000332244221427555"
"hiprtcGetCode","8","9600","1200","0.000318000451216803"
"hipStreamCreate","1","6970","6970","0.000230881577602199"
"hiprtcGetCodeSize","8","3680","460","0.000121900172966441"
"hipEventDestroy","2","3320","1660","0.000109975156045811"
"hipEventElapsedTime","1","3270","3270","0.000108318903695723"
"hipEventCreate","2","2360","1180","7.81751109241307e-05"
"__hipPopCallConfiguration","4","2110","527","6.98938491736931e-05"
"__hipPushCallConfiguration","4","1910","477","6.3268839773343e-05"
"hipGetDeviceCount","1","1490","1490","4.93563200326079e-05"
"hipGetLastError","4","1290","322","4.27313106322579e-05"
"Total","214","3018863641","14106839","100.0"
