"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipEventSynchronize","10","4414419155","441441915","47.9846886336214"
"hipFree","11","3548872133","322624739","38.5762018338607"
"hiprtcCompileProgram","7","1150929500","164418500","12.510591259599"
"hipMalloc","11","49228272","4475297","0.535110786028479"
"hipModuleGetFunction","10","20740598","2074059","0.22545007670553"
"hipModuleLaunchKernel","58","7032355","121247","0.0764416230511058"
"hiprtcCreateProgram","7","3805383","543626","0.0413644721933244"
"hipLaunchKernel","11","1721491","156499","0.0187125886147487"
"hipModuleLoadData","10","815600","81560","0.00886556320897933"
"hipModuleUnload","10","711720","71172","0.0077363887286596"
"hipStreamSynchronize","3","311170","103723","0.00338241454602513"
"hiprtcDestroyProgram","7","191470","27352","0.00208127683622275"
"hipEventRecord","20","188360","9418","0.00204747116974417"
"hipStreamDestroy","1","174240","174240","0.00189398692193791"
"hipEventElapsedTime","10","140460","14046","0.00152679868603879"
"hipMemcpy","5","109960","21992","0.00119526401478588"
"hipMemGetInfo","1","87620","87620","0.000952428455579658"
"hipGetDevice","84","43420","516","0.00047197493199348"
"hipSetDevice","81","38830","479","0.000422081681467224"
"hipGetDeviceProperties","14","29860","2132","0.000324577878151205"
"__hipPushCallConfiguration","11","9160","832","9.95691012680857e-05"
"hipStreamCreate","1","8180","8180","8.89165118311071e-05"
"__hipPopCallConfiguration","11","7880","716","8.56555150646851e-05"
"hiprtcGetCode","7","7810","1115","8.48946158191866e-05"
"hipGetLastError","11","4820","438","5.23933480471805e-05"
"hipEventDestroy","2","4720","2360","5.13063491250398e-05"
"hiprtcGetCodeSize","7","2810","401","3.05446697121529e-05"
"hipEventCreate","2","2440","1220","2.65227737002324e-05"
"hipGetDeviceCount","1","1720","1720","1.86963814608196e-05"
"Total","424","9199641137","21697266","100.0"
