Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_VALU,SQ_INSTS_FLAT_LDS_ONLY,SQ_INSTS_LDS,SQ_INSTS_VALU,SQ_INSTS_VMEM_RD,SQ_INSTS_VMEM_WR,SQ_LDS_BANK_CONFLICT,SQ_WAIT_INST_LDS,TA_FLAT_READ_WAVEFRONTS[0],TA_FLAT_READ_WAVEFRONTS[1],TA_FLAT_READ_WAVEFRONTS[2],TA_FLAT_READ_WAVEFRONTS[3],TA_FLAT_READ_WAVEFRONTS[4],TA_FLAT_READ_WAVEFRONTS[5],TA_FLAT_READ_WAVEFRONTS[6],TA_FLAT_READ_WAVEFRONTS[7],TA_FLAT_READ_WAVEFRONTS[8],TA_FLAT_READ_WAVEFRONTS[9],TA_FLAT_READ_WAVEFRONTS[10],TA_FLAT_READ_WAVEFRONTS[11],TA_FLAT_READ_WAVEFRONTS[12],TA_FLAT_READ_WAVEFRONTS[13],TA_FLAT_READ_WAVEFRONTS[14],TA_FLAT_READ_WAVEFRONTS[15],TA_TA_BUSY[0],TA_TA_BUSY[1],TA_TA_BUSY[2],TA_TA_BUSY[3],TA_TA_BUSY[4],TA_TA_BUSY[5],TA_TA_BUSY[6],TA_TA_BUSY[7],TA_TA_BUSY[8],TA_TA_BUSY[9],TA_TA_BUSY[10],TA_TA_BUSY[11],TA_TA_BUSY[12],TA_TA_BUSY[13],TA_TA_BUSY[14],TA_TA_BUSY[15],TCC_EA_WRREQ_STALL[0],TCC_EA_WRREQ_STALL[1],TCC_EA_WRREQ_STALL[2],TCC_EA_WRREQ_STALL[3],TCC_EA_WRREQ_STALL[4],TCC_EA_WRREQ_STALL[5],TCC_EA_WRREQ_STALL[6],TCC_EA_WRREQ_STALL[7],TCC_EA_WRREQ_STALL[8],TCC_EA_WRREQ_STALL[9],TCC_EA_WRREQ_STALL[10],TCC_EA_WRREQ_STALL[11],TCC_EA_WRREQ_STALL[12],TCC_EA_WRREQ_STALL[13],TCC_EA_WRREQ_STALL[14],TCC_EA_WRREQ_STALL[15],TCC_EA1_WRREQ_STALL[0],TCC_EA1_WRREQ_STALL[1],TCC_EA1_WRREQ_STALL[2],TCC_EA1_WRREQ_STALL[3],TCC_EA1_WRREQ_STALL[4],TCC_EA1_WRREQ_STALL[5],TCC_EA1_WRREQ_STALL[6],TCC_EA1_WRREQ_STALL[7],TCC_EA1_WRREQ_STALL[8],TCC_EA1_WRREQ_STALL[9],TCC_EA1_WRREQ_STALL[10],TCC_EA1_WRREQ_STALL[11],TCC_EA1_WRREQ_STALL[12],TCC_EA1_WRREQ_STALL[13],TCC_EA1_WRREQ_STALL[14],TCC_EA1_WRREQ_STALL[15],TCC_HIT[0],TCC_HIT[1],TCC_HIT[2],TCC_HIT[3],TCC_HIT[4],TCC_HIT[5],TCC_HIT[6],TCC_HIT[7],TCC_HIT[8],TCC_HIT[9],TCC_HIT[10],TCC_HIT[11],TCC_HIT[12],TCC_HIT[13],TCC_HIT[14],TCC_HIT[15],TCC_MISS[0],TCC_MISS[1],TCC_MISS[2],TCC_MISS[3],TCC_MISS[4],TCC_MISS[5],TCC_MISS[6],TCC_MISS[7],TCC_MISS[8],TCC_MISS[9],TCC_MISS[10],TCC_MISS[11],TCC_MISS[12],TCC_MISS[13],TCC_MISS[14],TCC_MISS[15],TCP_TCP_TA_DATA_STALL_CYCLES[0],TCP_TCP_TA_DATA_STALL_CYCLES[1],TCP_TCP_TA_DATA_STALL_CYCLES[2],TCP_TCP_TA_DATA_STALL_CYCLES[3],TCP_TCP_TA_DATA_STALL_CYCLES[4],TCP_TCP_TA_DATA_STALL_CYCLES[5],TCP_TCP_TA_DATA_STALL_CYCLES[6],TCP_TCP_TA_DATA_STALL_CYCLES[7],TCP_TCP_TA_DATA_STALL_CYCLES[8],TCP_TCP_TA_DATA_STALL_CYCLES[9],TCP_TCP_TA_DATA_STALL_CYCLES[10],TCP_TCP_TA_DATA_STALL_CYCLES[11],TCP_TCP_TA_DATA_STALL_CYCLES[12],TCP_TCP_TA_DATA_STALL_CYCLES[13],TCP_TCP_TA_DATA_STALL_CYCLES[14],TCP_TCP_TA_DATA_STALL_CYCLES[15],DispatchNs,BeginNs,EndNs,CompleteNs
43,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,73,847,847,8192000,256,32768,0,68,0,32,64,0x0,5609181,5609181,211228918,0,6144000,39552000,2688000,1024000,57344000,19260617,45528,178080,177912,179172,181944,177576,178668,178584,181944,178164,178080,134316,182364,178080,178080,179508,2950810,11971593,11935638,11856619,11749289,11960294,11960502,11983380,11749528,11921865,11921218,9028271,11872859,12070177,11998726,12039545,6646,8011,4589,7548,5404,10260,7093,8915,5125,16496,8611,12482,4730,12417,6083,8612,6319,8005,4714,10011,5927,7688,6319,9672,6446,12182,6703,10365,4919,5238,5387,4971,116982,136696,117032,116240,58684,116373,116466,139992,116256,134280,116818,116284,117006,116422,116824,124695,2048008,2048008,2048008,2048009,2048008,2048011,2048008,2048014,2048008,2048009,2048008,2048004,2048008,2048008,2048012,2048010,1171871,4865627,4915205,4758658,4612842,4888059,4864350,4896770,4608850,4863026,4835748,3678258,4647084,4895113,4916678,4867143,1319540413044194,1319540454090976,1319540457638897,1319540457642611
44,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,75,847,847,65537024,8,0,0,36,0,32,64,0x0,56832013,56832013,3399742015,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15218587,54352778,51777950,50933842,51792220,56212383,55727946,51372195,53696624,54854283,50860486,37775840,53053470,56901641,46079829,56176377,660,801,12,725,764,760,740,882,199,776,769,513,452,853,662,872,813,795,874,800,443,786,587,693,791,727,773,807,882,567,861,45,1024108,1024016,1024108,1024062,1024104,1024108,1024108,1024016,1024016,1024016,1024106,1024062,1024108,1024016,1024108,1024016,1024366,1024368,1024355,1024317,1024272,1024332,1024210,1024649,1024683,1024411,1024306,1025746,1024399,1024790,1024254,1024465,2431871,8523132,8019502,7702780,7897899,8809672,8762472,7908181,8300491,8539344,7758198,5754020,8184908,9051107,6869191,8837337,1319540457798261,1319540459308300,1319540495424292,1319540495452792
45,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,76,847,847,1000,8,0,0,8,0,32,64,0x0,20643,20643,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,811,1387,1460,1480,2472,1378,2272,2212,1674,1707,639,1604,1598,1548,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,92,0,46,0,0,0,0,0,0,88,64,64,65,48,66,64,68,126,66,56,152,64,64,65,64,123,491,1051,1140,1160,2136,1042,1936,1892,1354,1387,399,1268,1278,1228,1264,1319540459294512,1319540495551009,1319540495555009,1319540495968723
46,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,78,847,847,65536000,256,0,0,24,0,32,64,0x0,4631455,4631455,127941672,0,0,65050000,1539000,1538000,0,0,26064,101616,102279,102471,104472,101592,102663,102594,104376,101574,102090,76533,104868,101688,101880,102240,4449001,18388628,18361385,18355791,18251008,18310006,18259697,18272561,18155856,18377999,18279283,13717332,18163240,18318026,18324495,18302235,9654,16692,14206,33075,15060,12335,9333,1377509,23943,9016,11542,12033,23819,8544,11786,9876,11760,13345,23818,34219,16625,11533,16790,726147,26012,8579,12905,12582,44873,9739,9418,7778,951543,944134,947111,1204643,953007,947438,954561,1186973,1206598,948985,947907,947165,1199853,950264,948577,951640,2140748,2149053,2146166,2144242,2137033,2145479,2138899,2163405,2142288,2144229,2144369,2145094,2149202,2142913,2144837,2140503,3038168,11937821,12181858,12126369,12367493,11895011,11995297,12030576,12398850,11879593,12046535,9140006,12152980,11888367,12164002,12044014,1319540460471963,1319540495679806,1319540498607260,1319540498610725
47,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,79,847,847,16384000,256,19456,0,60,0,32,64,0x0,8372269,8372269,347754452,0,9408000,73024000,3520000,1024000,59176000,13452217,59565,233585,234355,235290,237105,233915,233915,234630,236940,233145,233915,176110,236775,232925,233640,234190,4800499,19557111,19586659,19443656,19268178,19544818,19638598,19429289,19313201,19555167,19642458,14599422,19340923,19627489,19629258,19481728,884,1238,1106,760,880,834,1271,870,852,1464,826,805,797,765,707,314,876,784,1141,869,708,741,1199,1004,864,1332,1040,1023,861,978,1684,763,162523,133173,98469,161837,73887,161951,162537,202274,162538,133196,98469,162254,98599,161884,162615,140366,2048008,2048012,2048008,2048016,2048007,2048012,2048008,2048014,2048008,2048013,2048008,2048012,2048007,2048018,2048012,2048013,1354170,5881653,5865130,5740467,5607296,5866050,5923402,5779584,5596847,5923326,5895753,4365204,5646204,6024322,5902786,5880300,1319540461703224,1319540498727258,1319540504025699,1319540504028739
48,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,80,847,847,8192000,256,32768,0,68,0,32,64,0x0,5602551,5602551,211224611,0,6144000,39552000,2688000,1024000,57344000,19153944,45192,177660,178080,178500,182112,178248,178416,178752,182532,177912,178836,134652,182196,178164,178080,178668,2940688,11956253,11908163,11924128,11766854,12029316,11962196,11989683,11758675,12016983,11968607,8935262,11829741,12024554,12002272,12076208,6556,6405,4701,6840,3930,6954,7245,9497,8143,9822,3509,11795,3576,7165,6265,10639,3408,5183,3876,8385,4637,7426,7412,11977,6716,9336,4874,10141,4202,7458,5274,9238,117208,137002,117240,116710,58530,116933,116842,139782,116762,133954,117192,116794,117226,116896,117032,125558,2048008,2048008,2048008,2048009,2048006,2048009,2048008,2048012,2048004,2048009,2048008,2048004,2048008,2048010,2048008,2048008,1168837,4940388,4880319,4849124,4638468,4947313,4886936,4888690,4575277,4913778,4902804,3589370,4647039,4906445,4926548,4940278,1319540462925925,1319540504145857,1319540507689937,1319540507692553
49,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,82,847,847,65537024,8,0,0,36,0,32,64,0x0,56831106,56831106,3399739353,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10465470,45743115,44022385,48976009,50448369,52071266,53261414,53886124,50036786,45328452,47537674,35915768,49886748,46740197,48470604,53097379,667,819,0,692,791,761,763,880,187,790,759,403,389,918,743,888,786,743,915,757,379,719,488,640,806,738,747,806,898,640,861,183,1024108,1024016,1024108,1024016,1024104,1024154,1024108,1024016,1024016,1024016,1024106,1024062,1024108,1024016,1024108,1024016,1024204,1024231,1024201,1024228,1024234,1024304,1024091,1024645,1024697,1024249,1024213,1025992,1024191,1024702,1024128,1024341,1454890,6689512,6342778,7261916,7522535,7746901,8032234,8192729,7316159,6428986,6843487,5335909,7459935,6798816,7336153,8125745,1319540507848523,1319540509656577,1319540545725685,1319540545761574
50,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,83,847,847,1000,8,0,0,8,0,32,64,0x0,26961,26961,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,810,816,822,1495,1434,2095,2024,1426,2149,2107,1227,2026,1454,1525,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,46,0,23,0,0,0,0,88,64,64,64,48,66,64,68,126,66,56,129,88,64,65,64,121,490,496,502,1159,1098,1759,1704,1106,1813,1771,987,1706,1134,1205,562,1319540509643964,1319540545852721,1319540545860721,1319540546274035
51,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,85,847,847,65536000,256,0,0,24,0,32,64,0x0,4633965,4633965,127941803,0,0,65050000,1539000,1538000,0,0,25884,101637,103014,102483,104790,101430,102519,101922,104568,101790,101988,76707,104670,101316,102135,102147,4487362,18398224,18299740,18313406,18132794,18366516,18314925,18322576,18199262,18376313,18243492,13739097,18103417,18366896,18307537,18369067,11041,20919,10426,27658,17640,12036,10910,1009732,26304,6077,12509,7546,21632,8617,6042,12055,12404,13642,18428,37677,15586,13118,14133,1135727,27925,9084,14702,8930,43677,8481,10351,7837,951910,943661,947384,1204870,953620,946927,955101,1186500,1207340,949944,947671,947647,1200285,950127,948625,952569,2140134,2149090,2145905,2143984,2136382,2145669,2138228,2163782,2141548,2143553,2144335,2144483,2148773,2143075,2144103,2139447,3139717,11877583,11809351,12118922,12190811,11908779,12132438,12132522,12284460,11827818,12101932,9038891,12224514,11917033,12045781,12097158,1319540510789035,1319540545985358,1319540548913773,1319540548917237
52,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,86,847,847,16384000,256,19456,0,60,0,32,64,0x0,8366448,8366448,347756209,0,9408000,73024000,3520000,1024000,59176000,13445847,59290,233970,234355,235565,237105,233970,233695,234355,237325,233970,234245,175780,236665,233310,232815,233585,4829159,19545345,19548907,19490438,19229009,19570417,19553689,19471014,19212657,19610405,19546811,14590272,19215853,19610739,19666007,19583628,877,1612,1028,1692,979,769,1412,1068,837,934,1146,807,722,947,732,406,859,1084,1451,1342,1238,819,1692,1089,1432,786,716,970,806,738,865,792,162326,133229,98299,161713,73861,161800,162266,202286,162331,133252,98299,161969,98393,161712,162418,140252,2048008,2048012,2048008,2048015,2048007,2048012,2048008,2048014,2048010,2048013,2048008,2048012,2048007,2048017,2048012,2048012,1385333,5860005,5877793,5777358,5571134,5886278,5915203,5834215,5614282,5894074,5897772,4366909,5620301,5948196,5938788,5919923,1319540511988006,1319540549033930,1319540554330931,1319540554334321
53,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,87,847,847,8192000,256,32768,0,68,0,32,64,0x0,5607832,5607832,211226124,0,6144000,39552000,2688000,1024000,57344000,19180260,45360,178164,177828,179508,181440,177660,177828,178584,182448,178080,178500,135156,181776,178164,178332,179172,2966049,11929003,11899497,11912219,11748712,11998042,11916371,12032079,11784063,12037373,12024218,9043608,11835795,11989845,11999698,11989567,7234,8701,7695,8302,7308,5401,8406,7090,4458,10578,3394,9892,4902,11083,4302,13828,4595,8990,5999,6351,4558,6468,6957,7236,4150,8292,4144,7246,7213,7742,5195,10348,117078,137092,117146,116496,58364,116627,116632,140005,116514,134208,116990,116562,117122,116648,116878,125498,2048008,2048008,2048008,2048009,2048006,2048007,2048008,2048011,2048008,2048009,2048008,2048004,2048008,2048008,2048012,2048008,1189570,4865064,4893916,4827136,4652815,4899209,4879023,4915007,4627829,4936635,4956058,3670806,4687775,4882461,4931614,4837976,1319540513278697,1319540554451088,1319540557994688,1319540557998044
54,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,89,847,847,65537024,8,0,0,36,0,32,64,0x0,56830663,56830663,3399742188,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13436177,57517490,54960940,56797162,54546127,53845706,59249940,51963674,61735262,56524664,61016597,41306938,52091837,45285963,54170684,61241558,693,759,150,714,774,773,824,959,114,756,774,405,409,936,798,924,778,766,891,785,502,813,542,705,804,779,750,808,910,725,879,0,1024108,1024016,1024108,1024016,1024104,1024108,1024154,1024016,1024016,1024016,1024106,1024062,1024108,1024016,1024108,1024016,1024149,1024251,1024307,1024249,1024337,1024328,1024310,1024677,1024549,1024275,1024316,1025873,1024194,1024694,1024116,1024320,2148973,8936987,8510352,8814928,8490437,8349529,9442627,7933543,9953974,8911737,9739422,6353916,7962894,6528887,8431215,9741547,1319540558154985,1319540559669690,1319540595734318,1319540595763286
55,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,90,847,847,1000,8,0,0,8,0,32,64,0x0,26696,26696,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1389,2688,2741,2742,2108,1504,1536,1409,1435,1351,639,857,873,870,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,92,0,46,0,0,0,0,0,0,88,64,64,64,48,66,65,92,128,66,56,128,64,64,65,64,121,1053,2336,2421,2422,1788,1168,1200,1089,1115,1031,399,537,553,550,565,1319540559656026,1319540595861675,1319540595869195,1319540596291006
56,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,92,847,847,65536000,256,0,0,24,0,32,64,0x0,4613175,4613175,127942159,0,0,65050000,1539000,1538000,0,0,26355,101961,102855,102453,104730,101406,102615,101763,104565,101583,101667,76692,104772,101334,101817,102432,4557424,18300641,18290333,18312729,18144440,18309818,18293302,18291376,18196545,18302704,18288045,13720706,18164400,18296731,18294253,18232043,12956,19617,18292,44033,14412,15905,15135,1154235,30446,7617,8956,12570,23523,9153,11816,9621,12676,16997,20390,36680,18968,15851,15344,799037,29018,14711,14433,12515,57369,11857,10513,10211,950424,943351,946941,1203767,952740,947145,954536,1187957,1207100,948213,947150,947546,1199966,950262,948307,951855,2141189,2148666,2145871,2144753,2136867,2144989,2138357,2161773,2141516,2144489,2143977,2144068,2148465,2142501,2144079,2139848,3052031,11790073,11752263,11910798,12100849,11660203,11794664,12165365,12236078,11837657,11860534,8888114,12113657,11870233,11830697,11882428,1319540560859037,1319540595994312,1319540598909607,1319540598912909
57,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,93,847,847,16384000,256,19456,0,60,0,32,64,0x0,8374133,8374133,347753930,0,9408000,73024000,3520000,1024000,59176000,13435292,59455,234960,234410,234905,236995,233475,234245,234795,235785,233530,234025,175890,236610,233365,233695,233860,4836243,19534778,19615874,19499177,19257153,19657309,19578704,19536195,19350123,19639978,19533953,14615910,19281203,19610169,19671633,19545410,943,1060,1401,1199,1008,1211,823,1170,772,1394,2205,1999,663,1288,582,1119,887,888,1283,639,1281,1199,919,981,1291,1048,2250,1337,1114,253,797,1076,162455,133317,98387,161818,73893,161923,162428,202431,162443,133340,98387,162166,98513,161814,162593,140367,2048008,2048012,2048008,2048012,2048007,2048012,2048008,2048014,2048008,2048013,2048008,2048012,2048007,2048017,2048014,2048012,1394703,5847469,5896929,5774513,5598412,5932386,5865637,5831588,5693425,5931498,5877528,4422579,5699123,5996712,5948349,5912844,1319540562076128,1319540599029604,1319540604330445,1319540604334043
58,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,94,847,847,8192000,256,32768,0,68,0,32,64,0x0,5590248,5590248,211226553,0,6144000,39552000,2688000,1024000,57344000,19217248,45444,178164,178248,179340,182784,177072,177660,179592,182532,177576,178080,134232,181440,178248,178080,179508,2903924,11968907,11916687,11862588,11758127,11902400,11877463,11938080,11728645,11953363,11930392,8906198,11799651,12051985,12005687,12059464,6261,7383,4037,6904,6227,7381,8912,9375,8737,7856,5324,9304,3939,10501,8807,6000,6222,7894,3992,5946,5723,8818,4690,4607,7293,9124,5872,6506,4240,8961,4390,10536,117356,137663,117320,116608,58172,116755,116914,140022,116646,134039,117166,116718,117310,116752,117086,126305,2048010,2048008,2048008,2048009,2048006,2048007,2048008,2048011,2048004,2048009,2048008,2048004,2048008,2048008,2048008,2048008,1127094,4870142,4853075,4789309,4585854,4891590,4858230,4809535,4557338,4916885,4865057,3548246,4635093,4938667,4917850,4868981,1319540563312189,1319540604450922,1319540607983643,1319540607986726
