"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1460245477","182530684","70.6534328989222"
"hipEventSynchronize","10","349198351","34919835","16.8958320018086"
"hipFree","10","214839690","21483969","10.394938289845"
"hipMalloc","10","12910250","1291025","0.624657632192968"
"hipModuleGetFunction","9","11123530","1235947","0.53820785123661"
"hipModuleLaunchKernel","37","7918257","214006","0.383121912334416"
"hiprtcCreateProgram","8","6552155","819019","0.317023576465314"
"hipLaunchKernel","11","1726582","156962","0.083540026251002"
"hipModuleLoadData","9","685921","76213","0.0331880318143671"
"hipStreamSynchronize","4","392391","98097","0.0189856922177209"
"hipModuleUnload","9","295370","32818","0.0142913673105352"
"hiprtcDestroyProgram","8","240880","30110","0.0116548889791168"
"hipEventRecord","20","170390","8519","0.0082442566138812"
"hipStreamDestroy","1","106240","106240","0.00514038278454568"
"hipMemcpy","3","103790","34596","0.00502184044811744"
"hipMemGetInfo","1","99070","99070","0.00479346500814139"
"hipGetDevice","81","39050","482","0.00188941968878491"
"hipSetDevice","77","37910","492","0.00183426121387544"
"hipEventElapsedTime","10","20910","2091","0.00101172255294475"
"hipGetDeviceProperties","14","15820","1130","0.000765444800936678"
"hipStreamCreate","1","11630","11630","0.00056271321333082"
"hiprtcGetCode","8","10270","1283","0.000496910120456365"
"__hipPopCallConfiguration","11","6160","560","0.000298049303019592"
"__hipPushCallConfiguration","11","5510","500","0.000266599295395771"
"hipEventDestroy","2","3820","1910","0.000184829275573838"
"hipEventCreate","2","3660","1830","0.000177087735235666"
"hipGetLastError","11","3640","330","0.000176120042693395"
"hiprtcGetCodeSize","8","3510","438","0.000169830041168631"
"hipGetDeviceCount","1","1920","1920","9.28984840580545e-05"
"Total","395","2066772154","5232334","100.0"
