length 128," batch 2097152"
128," fft_test_len_128_factors_2_2_16_2_wgs_64_tpt_64_halfLds_dirReg"," 13.9ms "
128," fft_test_len_128_factors_2_2_16_2_wgs_64_tpt_64"," 13.9ms "
128," fft_test_len_128_factors_2_16_2_2_wgs_64_tpt_64"," 13.9ms "
128," fft_test_len_128_factors_16_8_wgs_128_tpt_128_dirReg"," 13.9ms "
128," fft_test_len_128_factors_16_2_2_2_wgs_128_tpt_128_dirReg"," 14ms "
128," fft_test_len_128_factors_2_16_2_2_wgs_64_tpt_64_halfLds_dirReg"," 14.8ms "
128," fft_test_len_128_factors_16_2_4_wgs_128_tpt_128"," 14.9ms "
128," fft_test_len_128_factors_16_8_wgs_128_tpt_128_halfLds_dirReg"," 15.1ms "
128," fft_test_len_128_factors_16_4_2_wgs_128_tpt_128"," 15.2ms "
128," fft_test_len_128_factors_16_2_4_wgs_128_tpt_128_halfLds_dirReg"," 15.5ms "
128," fft_test_len_128_factors_4_2_16_wgs_128_tpt_128_dirReg"," 15.7ms "
128," fft_test_len_128_factors_16_4_2_wgs_128_tpt_128_halfLds_dirReg"," 15.8ms "
128," fft_test_len_128_factors_2_4_16_wgs_128_tpt_128_dirReg"," 15.9ms "
128," fft_test_len_128_factors_8_16_wgs_128_tpt_128_halfLds_dirReg"," 16.3ms "
128," fft_test_len_128_factors_8_16_wgs_128_tpt_128_dirReg"," 16.3ms "
128," fft_test_len_128_factors_16_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 17ms "
128," fft_test_len_128_factors_16_2_2_2_wgs_128_tpt_128"," 17.2ms "
128," fft_test_len_128_factors_16_8_wgs_128_tpt_128"," 17.4ms "
128," fft_test_len_128_factors_4_2_16_wgs_128_tpt_128_halfLds_dirReg"," 17.7ms "
128," fft_test_len_128_factors_2_4_16_wgs_128_tpt_128_halfLds_dirReg"," 17.8ms "
128," fft_test_len_128_factors_2_2_2_16_wgs_128_tpt_128_dirReg"," 19.2ms "
128," fft_test_len_128_factors_2_16_2_2_wgs_128_tpt_128_dirReg"," 19.2ms "
128," fft_test_len_128_factors_4_16_2_wgs_128_tpt_128_dirReg"," 19.2ms "
128," fft_test_len_128_factors_2_2_2_16_wgs_128_tpt_128_halfLds_dirReg"," 19.3ms "
128," fft_test_len_128_factors_8_16_wgs_128_tpt_128"," 19.5ms "
128," fft_test_len_128_factors_2_16_4_wgs_128_tpt_128_halfLds_dirReg"," 20.1ms "
128," fft_test_len_128_factors_4_2_16_wgs_128_tpt_128"," 20.1ms "
128," fft_test_len_128_factors_4_16_2_wgs_128_tpt_128_halfLds_dirReg"," 20.3ms "
128," fft_test_len_128_factors_2_4_16_wgs_128_tpt_128"," 20.7ms "
128," fft_test_len_128_factors_2_16_2_2_wgs_128_tpt_128_halfLds_dirReg"," 20.8ms "
128," fft_test_len_128_factors_2_16_4_wgs_128_tpt_128_dirReg"," 21.2ms "
128," fft_test_len_128_factors_2_2_2_16_wgs_128_tpt_128"," 21.6ms "
128," fft_test_len_128_factors_2_2_16_2_wgs_128_tpt_128_dirReg"," 22.6ms "
128," fft_test_len_128_factors_2_2_16_2_wgs_128_tpt_128_halfLds_dirReg"," 22.7ms "
128," fft_test_len_128_factors_4_16_2_wgs_128_tpt_128"," 23ms "
128," fft_test_len_128_factors_2_16_4_wgs_128_tpt_128"," 23.2ms "
128," fft_test_len_128_factors_2_16_2_2_wgs_128_tpt_128"," 23.5ms "
128," fft_test_len_128_factors_2_2_16_2_wgs_128_tpt_128"," 24.5ms "
"  NS(length= 128"," workgroup_size= 64"," threads_per_transform=64"," factors=(8"," 2"," 2"," 4)"," half_lds=False"," direct_to_from_reg=False best_time",6.12
factorization 1 of 11
factorization 2 of 11
factorization 3 of 11
factorization 4 of 11
factorization 5 of 11
factorization 6 of 11
factorization 7 of 11
factorization 8 of 11
factorization 9 of 11
factorization 10 of 11
factorization 11 of 11
