"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipEventSynchronize","10","3048179075","304817907","49.076967875578"
"hiprtcCompileProgram","9","1893345952","210371772","30.4836678480445"
"hipFree","11","1208066378","109824216","19.4503778701623"
"hipMalloc","11","29664755","2696795","0.477615058810773"
"hipModuleGetFunction","10","13448932","1344893","0.216533473750991"
"hipModuleLaunchKernel","48","7108656","148097","0.114452357806614"
"hiprtcCreateProgram","9","6482515","720279","0.104371223796277"
"hipLaunchKernel","11","1792361","162941","0.0288577675569926"
"hipModuleLoadData","10","909820","90982","0.0146484854773693"
"hipStreamSynchronize","4","455400","113850","0.0073321319452133"
"hipModuleUnload","10","439000","43900","0.00706808503282529"
"hiprtcDestroyProgram","9","255080","28342","0.00410689551292272"
"hipEventRecord","20","189150","9457","0.00304539472427996"
"hipEventElapsedTime","10","182330","18233","0.00293558984973812"
"hipStreamDestroy","1","145400","145400","0.00234100128422049"
"hipMemcpy","4","111630","27907","0.00179729005060202"
"hipMemGetInfo","1","84230","84230","0.00135613850185621"
"hipGetDevice","84","42220","502","0.000679759795184246"
"hipSetDevice","80","37270","465","0.000600062708823231"
"hipGetDeviceProperties","14","22750","1625","0.000366284588830923"
"hipStreamCreate","1","11370","11370","0.000183061792308026"
"hiprtcGetCode","9","11130","1236","0.000179197691151129"
"__hipPopCallConfiguration","11","7510","682","0.000120914165367922"
"__hipPushCallConfiguration","11","7470","679","0.000120270148508439"
"hipGetLastError","11","4880","443","7.8570056856919e-05"
"hiprtcGetCodeSize","9","4080","453","6.56897196672601e-05"
"hipEventDestroy","2","4020","2010","6.47236943780357e-05"
"hipEventCreate","2","2710","1355","4.36321422299693e-05"
"hipGetDeviceCount","1","1450","1450","2.33456111562567e-05"
"Total","423","6211017524","14683256","100.0"
