"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"void generate_random_interleaved_data_kernel<input_val_1D<unsigned long>, double>(input_val_1D<unsigned long>, input_val_1D<unsigned long>, unsigned long, unsigned long, input_val_1D<unsigned long>, rocfft_complex<double>*, input_val_1D<unsigned long>, unsigned long, input_val_1D<unsigned long>, unsigned long)","6","1312519281","218753213","76.575"
"fft_rtc_fwd_len_512_factors_16_16_2_wgs_256_tpt_64_halfLds_dim_2_dp_op_CI_CI_sbrr_dirReg","6","145893659","24315609","8.512"
"transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned","6","91148679","15191446","5.318"
"transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned","6","87871556","14645259","5.127"
"fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg","6","76563713","12760618","4.467"
"twiddle_gen_radices_dp","2","28640","14320","0.002"
"twiddle_gen_large_dp","1","5760","5760","0.0"
"Total","33","1714031288","51940342","100.0"
