"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipEventSynchronize","10","2244838304","224483830","48.711463975302"
"hiprtcCompileProgram","9","1504240374","167137819","32.6409927422086"
"hipFree","10","806016453","80601645","17.490008676282"
"hipMalloc","10","22894749","2289474","0.496800477410725"
"hipModuleGetFunction","10","12913022","1291302","0.2802037923375"
"hipModuleLaunchKernel","48","6890405","143550","0.149517100779451"
"hiprtcCreateProgram","9","5830124","647791","0.12650972441601"
"hipLaunchKernel","22","2041951","92815","0.0443089475079769"
"hipModuleLoadData","10","783380","78338","0.0169988130463459"
"hipModuleUnload","10","520050","52005","0.0112847311965485"
"hipStreamSynchronize","4","405410","101352","0.00879712118910244"
"hiprtcDestroyProgram","9","272960","30328","0.00592304629825955"
"hipEventRecord","20","231830","11591","0.00503055328006122"
"hipStreamDestroy","1","149800","149800","0.00325055808718963"
"hipMemcpy","4","114260","28565","0.00247936426596987"
"hipMemGetInfo","1","86990","86990","0.00188762381845544"
"hipGetDevice","82","41260","503","0.000895313929755968"
"hipSetDevice","78","37870","485","0.000821753236060555"
"hipEventElapsedTime","10","33800","3380","0.000733437004986711"
"hipGetDeviceProperties","14","23270","1662","0.000504943168817774"
"hipStreamCreate","1","18000","18000","0.000390587754134935"
"hiprtcGetCode","9","11550","1283","0.000250627142236583"
"__hipPushCallConfiguration","22","11230","510","0.000243683359940851"
"__hipPopCallConfiguration","22","11130","505","0.000241513427973435"
"hipGetLastError","22","9080","412","0.000197029822641401"
"hiprtcGetCodeSize","9","4110","456","8.91842038608101e-05"
"hipEventDestroy","2","3640","1820","7.89855236139535e-05"
"hipEventCreate","2","2930","1465","6.35790066452977e-05"
"hipGetDeviceCount","1","1480","1480","3.21149931177613e-05"
"Total","461","4608439412","9996614","100.0"
