"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1477199832","184649979","77.056926275021"
"hipEventSynchronize","10","256773665","25677366","13.3943891304693"
"hipFree","9","140895318","15655035","7.34968952502673"
"hipMalloc","9","12876512","1430723","0.671692762461283"
"hipModuleGetFunction","9","11679180","1297686","0.609234913731496"
"hipModuleLaunchKernel","37","7877486","212905","0.410922642140207"
"hiprtcCreateProgram","8","5542866","692858","0.289139091043656"
"hipLaunchKernel","22","1790021","81364","0.0933749877570656"
"hipModuleLoadData","9","740610","82290","0.0386333175324537"
"hipStreamSynchronize","4","429570","107392","0.0224081692286307"
"hiprtcDestroyProgram","8","305760","38220","0.0159497214036039"
"hipModuleUnload","9","279270","31030","0.0145678921257995"
"hipEventRecord","20","169060","8453","0.00881887722557976"
"hipStreamDestroy","1","108780","108780","0.00567442011474368"
"hipMemGetInfo","1","102720","102720","0.00535830514971935"
"hipMemcpy","3","93020","31006","0.00485231254893783"
"hipGetDevice","79","37870","479","0.00197545771047383"
"hipSetDevice","75","33100","441","0.00172663454493488"
"hipEventElapsedTime","10","18340","1834","0.000956691164776605"
"hipGetDeviceProperties","14","15390","1099","0.000802806817116246"
"__hipPopCallConfiguration","22","9630","437","0.000502341107786189"
"hiprtcGetCode","8","9580","1197","0.00049973289850381"
"__hipPushCallConfiguration","22","9090","413","0.000474172447536496"
"hipStreamCreate","1","8250","8250","0.00043035453159253"
"hipGetLastError","22","7330","333","0.000382363480796757"
"hipEventDestroy","2","3370","1685","0.000175793305632342"
"hiprtcGetCodeSize","8","3260","407","0.000170055245211109"
"hipEventCreate","2","3180","1590","0.000165882110359302"
"hipGetDeviceCount","1","2020","2020","0.00010537165500811"
"Total","433","1917024080","4427307","100.0"
