"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","6","1711667020","285277836","67.3079926867515"
"hipEventSynchronize","10","493744932","49374493","19.4155638239595"
"hipFree","8","301774932","37721866","11.8667151255277"
"hipMalloc","8","14231133","1778891","0.559611761339065"
"hipModuleGetFunction","7","8993348","1284764","0.353646003773217"
"hipModuleLaunchKernel","25","6170685","246827","0.242650244468838"
"hiprtcCreateProgram","6","2941232","490205","0.115658255743012"
"hipLaunchKernel","11","1651432","150130","0.064939367108135"
"hipModuleLoadData","7","485650","69378","0.0190972462905319"
"hipStreamSynchronize","3","310610","103536","0.0122141370746466"
"hipModuleUnload","7","249860","35694","0.0098252609042568"
"hiprtcDestroyProgram","6","175310","29218","0.00689372644330929"
"hipEventRecord","20","173600","8680","0.00682648400295757"
"hipStreamDestroy","1","160191","160191","0.00629920103063236"
"hipMemGetInfo","1","84000","84000","0.00330313742078592"
"hipMemcpy","2","64570","32285","0.00253909027690651"
"hipGetDevice","75","37230","496","0.00146399769256976"
"hipSetDevice","72","36680","509","0.00144237000707652"
"hipGetDeviceProperties","14","22540","1610","0.000886341874577556"
"hipEventElapsedTime","10","15270","1527","0.000600463195421441"
"hipStreamCreate","1","10400","10400","0.000408959871144924"
"hiprtcGetCode","6","8280","1380","0.000325594974334612"
"__hipPushCallConfiguration","11","7200","654","0.000283126064638793"
"__hipPopCallConfiguration","11","7010","637","0.000275654682377492"
"hipGetLastError","11","4390","399","0.000172628253300598"
"hipEventDestroy","2","2810","1405","0.000110497811338196"
"hiprtcGetCodeSize","6","2550","425","0.000100273814559573"
"hipEventCreate","2","2380","1190","9.35888935889345e-05"
"hipGetDeviceCount","1","1550","1550","6.09507500264069e-05"
"Total","350","2543036795","7265819","100.0"
