Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_VALU,SQ_INSTS_FLAT_LDS_ONLY,SQ_INSTS_LDS,SQ_INSTS_VALU,SQ_INSTS_VMEM_RD,SQ_INSTS_VMEM_WR,SQ_LDS_BANK_CONFLICT,SQ_WAIT_INST_LDS,TA_FLAT_READ_WAVEFRONTS[0],TA_FLAT_READ_WAVEFRONTS[1],TA_FLAT_READ_WAVEFRONTS[2],TA_FLAT_READ_WAVEFRONTS[3],TA_FLAT_READ_WAVEFRONTS[4],TA_FLAT_READ_WAVEFRONTS[5],TA_FLAT_READ_WAVEFRONTS[6],TA_FLAT_READ_WAVEFRONTS[7],TA_FLAT_READ_WAVEFRONTS[8],TA_FLAT_READ_WAVEFRONTS[9],TA_FLAT_READ_WAVEFRONTS[10],TA_FLAT_READ_WAVEFRONTS[11],TA_FLAT_READ_WAVEFRONTS[12],TA_FLAT_READ_WAVEFRONTS[13],TA_FLAT_READ_WAVEFRONTS[14],TA_FLAT_READ_WAVEFRONTS[15],TA_TA_BUSY[0],TA_TA_BUSY[1],TA_TA_BUSY[2],TA_TA_BUSY[3],TA_TA_BUSY[4],TA_TA_BUSY[5],TA_TA_BUSY[6],TA_TA_BUSY[7],TA_TA_BUSY[8],TA_TA_BUSY[9],TA_TA_BUSY[10],TA_TA_BUSY[11],TA_TA_BUSY[12],TA_TA_BUSY[13],TA_TA_BUSY[14],TA_TA_BUSY[15],TCC_EA_WRREQ_STALL[0],TCC_EA_WRREQ_STALL[1],TCC_EA_WRREQ_STALL[2],TCC_EA_WRREQ_STALL[3],TCC_EA_WRREQ_STALL[4],TCC_EA_WRREQ_STALL[5],TCC_EA_WRREQ_STALL[6],TCC_EA_WRREQ_STALL[7],TCC_EA_WRREQ_STALL[8],TCC_EA_WRREQ_STALL[9],TCC_EA_WRREQ_STALL[10],TCC_EA_WRREQ_STALL[11],TCC_EA_WRREQ_STALL[12],TCC_EA_WRREQ_STALL[13],TCC_EA_WRREQ_STALL[14],TCC_EA_WRREQ_STALL[15],TCC_EA1_WRREQ_STALL[0],TCC_EA1_WRREQ_STALL[1],TCC_EA1_WRREQ_STALL[2],TCC_EA1_WRREQ_STALL[3],TCC_EA1_WRREQ_STALL[4],TCC_EA1_WRREQ_STALL[5],TCC_EA1_WRREQ_STALL[6],TCC_EA1_WRREQ_STALL[7],TCC_EA1_WRREQ_STALL[8],TCC_EA1_WRREQ_STALL[9],TCC_EA1_WRREQ_STALL[10],TCC_EA1_WRREQ_STALL[11],TCC_EA1_WRREQ_STALL[12],TCC_EA1_WRREQ_STALL[13],TCC_EA1_WRREQ_STALL[14],TCC_EA1_WRREQ_STALL[15],TCC_HIT[0],TCC_HIT[1],TCC_HIT[2],TCC_HIT[3],TCC_HIT[4],TCC_HIT[5],TCC_HIT[6],TCC_HIT[7],TCC_HIT[8],TCC_HIT[9],TCC_HIT[10],TCC_HIT[11],TCC_HIT[12],TCC_HIT[13],TCC_HIT[14],TCC_HIT[15],TCC_MISS[0],TCC_MISS[1],TCC_MISS[2],TCC_MISS[3],TCC_MISS[4],TCC_MISS[5],TCC_MISS[6],TCC_MISS[7],TCC_MISS[8],TCC_MISS[9],TCC_MISS[10],TCC_MISS[11],TCC_MISS[12],TCC_MISS[13],TCC_MISS[14],TCC_MISS[15],TCP_TCP_TA_DATA_STALL_CYCLES[0],TCP_TCP_TA_DATA_STALL_CYCLES[1],TCP_TCP_TA_DATA_STALL_CYCLES[2],TCP_TCP_TA_DATA_STALL_CYCLES[3],TCP_TCP_TA_DATA_STALL_CYCLES[4],TCP_TCP_TA_DATA_STALL_CYCLES[5],TCP_TCP_TA_DATA_STALL_CYCLES[6],TCP_TCP_TA_DATA_STALL_CYCLES[7],TCP_TCP_TA_DATA_STALL_CYCLES[8],TCP_TCP_TA_DATA_STALL_CYCLES[9],TCP_TCP_TA_DATA_STALL_CYCLES[10],TCP_TCP_TA_DATA_STALL_CYCLES[11],TCP_TCP_TA_DATA_STALL_CYCLES[12],TCP_TCP_TA_DATA_STALL_CYCLES[13],TCP_TCP_TA_DATA_STALL_CYCLES[14],TCP_TCP_TA_DATA_STALL_CYCLES[15],DispatchNs,BeginNs,EndNs,CompleteNs
29,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,54,3476,3476,65537024,8,0,0,36,0,32,64,0x0,56827241,56827241,3399745123,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14467389,47770026,41973040,53500027,51748789,50684130,43557226,47100672,51301877,51314406,54587413,32147793,45375681,44337647,51685445,46524807,315,823,819,692,922,803,464,896,114,223,778,471,749,891,849,829,844,845,778,767,204,827,887,760,821,959,777,864,775,566,891,620,1024108,1024016,1024108,1024016,1024104,1024108,1024108,1024016,1024016,1024016,1024106,1024062,1024154,1024016,1024108,1024016,1024129,1024138,1024081,1024213,1024135,1024242,1024201,1024920,1024817,1024160,1024094,1025526,1024102,1024228,1024174,1024352,2263258,6923507,5785852,8206879,7818371,7646321,6232611,6887171,7750831,7800780,8446003,4494172,6506286,6509191,7890121,6774586,1319889432425848,1319889433868447,1319889469986510,1319889470017889
30,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,55,3476,3476,1000,8,0,0,8,0,32,64,0x0,28454,28454,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,1346,816,821,828,839,839,854,835,1520,1426,1966,2118,2787,2613,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,92,0,46,0,0,0,0,0,0,88,64,65,64,48,67,64,68,124,66,56,152,64,65,64,64,686,1026,496,501,508,519,519,534,515,1184,1106,1710,1782,2435,2293,1754,1319889433856439,1319889470113226,1319889470121546,1319889470519200
31,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,57,3476,3476,65536000,256,0,0,24,0,32,64,0x0,4621467,4621467,127943870,0,0,65050000,1539000,1538000,0,0,25764,101787,102465,102138,104562,101934,102270,102606,104922,101745,102246,76599,104637,101073,102324,101928,4545344,18294640,18280471,18292004,18230024,18353018,18272652,18294704,18232155,18343713,18308985,13724633,18132854,18340781,18329089,18308538,13506,20536,15306,33242,14298,14373,14627,1156763,23362,7864,11045,9517,21487,9516,9947,10969,13462,13500,16572,31825,18251,15111,15534,949187,24602,11442,15775,7542,39236,6301,10357,13728,951792,942575,947077,1203434,952475,946935,955109,1188292,1206553,948726,946511,946767,1198975,950384,947830,951619,2140256,2149923,2146128,2145450,2137133,2145509,2138305,2161866,2142251,2144556,2144915,2144961,2149716,2142752,2144968,2140094,3217354,11823044,11910860,12115554,12428734,11798593,11980761,11928012,12143721,11846147,12013049,8910518,12126263,11998933,11953235,12218563,1319889434988830,1319889470247143,1319889473167397,1319889473170892
32,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,58,3476,3476,16384000,256,19456,0,60,0,32,64,0x0,8370617,8370617,347755068,0,9408000,73024000,3520000,1024000,59176000,13435120,59400,233695,233530,234960,237325,234410,233915,235235,236940,233310,233475,176000,237380,232925,233035,234465,4822894,19587515,19620050,19492135,19268484,19587093,19618085,19493992,19320960,19594336,19582565,14542795,19268322,19707577,19661934,19513714,691,995,714,871,1357,1320,1090,1328,1543,503,802,660,811,745,848,1293,721,1036,971,1246,1209,636,1221,952,801,829,967,732,648,397,816,1694,162495,133252,98461,161805,73988,161879,162508,202354,162478,133275,98507,162167,98538,161804,162587,140295,2048008,2048013,2048008,2048015,2048007,2048012,2048008,2048014,2048008,2048013,2048010,2048012,2048007,2048016,2048012,2048012,1385061,5859080,5913451,5821624,5568135,5903009,5884371,5809823,5630973,5858549,5980571,4339412,5604617,6046301,5977714,5827986,1319889436214861,1319889473287235,1319889478583435,1319889478586836
33,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,59,3476,3476,8192000,256,32768,0,68,0,32,64,0x0,5595267,5595267,211223120,0,6144000,39552000,2688000,1024000,57344000,19112844,45192,177492,178164,179004,181944,177996,178332,178920,181776,177828,178500,134904,182448,176988,178668,179844,2919288,11910022,11864021,11896171,11757873,12004627,11944057,11969401,11746344,11924252,12005604,8955670,11921580,12039692,11997544,12094898,6026,6714,4528,3381,2453,5015,2882,11783,8366,6268,5924,6163,6257,5536,7694,5129,4526,8550,3484,6203,3267,4191,2742,8013,6172,4964,6938,6682,3857,5229,6391,3407,117550,136044,117610,117048,58884,117167,117146,139039,117054,133587,117506,117112,117588,117204,117360,124958,2048008,2048009,2048008,2048008,2048006,2048007,2048008,2048010,2048004,2048009,2048010,2048004,2048008,2048008,2048008,2048008,1154298,4856974,4801906,4807908,4661419,4935512,4905411,4892934,4614472,4872449,4935335,3576443,4695486,4939747,4897491,4892708,1319889437431172,1319889478703592,1319889482241592,1319889482244899
34,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,61,3476,3476,65537024,8,0,0,36,0,32,64,0x0,56827144,56827144,3399740868,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16118088,45680950,46497184,55023740,55510667,54524250,50847902,52135075,58824187,47465306,50490023,38178846,49936346,53500542,52608288,54645873,622,772,796,736,955,770,445,905,270,293,749,386,721,901,773,798,807,749,822,783,100,767,882,635,827,939,765,797,745,651,870,643,1024108,1024016,1024108,1024016,1024150,1024108,1024108,1024016,1024016,1024016,1024106,1024062,1024108,1024016,1024108,1024016,1024282,1024216,1024332,1024239,1024250,1024229,1024216,1025023,1024689,1024262,1024269,1025877,1024307,1024246,1024230,1024390,2646746,6774514,6918189,8644457,8704660,8370517,7730251,8037803,9241875,6975406,7555272,5743434,7577138,8274217,7965824,8496404,1319889482395119,1319889483807317,1319889519932900,1319889520046551
35,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,62,3476,3476,1000,8,0,0,8,0,32,64,0x0,21183,21183,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,814,813,821,829,2158,1969,2255,2235,1532,2008,1242,2176,2135,891,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,92,0,46,0,0,0,0,0,0,64,64,64,64,73,67,64,68,124,66,56,152,64,65,64,64,121,494,493,501,509,1806,1633,1935,1915,1196,1672,1002,1856,1815,571,578,1319889483794351,1319889520059617,1319889520063457,1319889520552491
36,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,64,3476,3476,65536000,256,0,0,24,0,32,64,0x0,4597592,4597592,127939604,0,0,65050000,1539000,1538000,0,0,26046,101424,102510,102747,104202,101454,102126,102426,104556,101328,102687,76836,104898,101511,101985,102264,4570115,18249029,18255884,18260225,18208150,18279344,18238554,18232263,18207956,18282396,18260568,13705329,18175986,18277023,18226055,18228210,13077,19784,17807,36787,13173,15839,14851,1212991,27261,10460,12000,10213,34920,12822,14195,10296,22653,19834,27228,42533,21655,17430,14217,802641,28929,12465,15161,10031,48989,11255,15181,10145,950780,942734,947027,1203001,953171,946345,954218,1189476,1206141,948984,946628,947960,1199056,949187,948142,951435,2140762,2148957,2145456,2145042,2136414,2145136,2138543,2159610,2141717,2143736,2144094,2143382,2148647,2143349,2143585,2140101,3087034,11693810,11681583,11756100,12157623,11701136,11517874,11900868,12081046,11682833,11567966,8769896,12029408,11569099,11814342,11858565,1319889484963342,1319889520188414,1319889523093468,1319889523096413
37,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,65,3476,3476,16384000,256,19456,0,60,0,32,64,0x0,8372021,8372021,347752222,0,9408000,73024000,3520000,1024000,59176000,13395336,59730,233750,234080,234685,237160,234080,234025,234905,236720,233530,233310,175725,236610,233365,234025,234300,4785079,19696357,19549246,19480450,19299111,19569155,19601173,19524754,19273086,19627965,19600247,14602202,19312971,19565440,19655619,19474075,1358,1372,1069,1611,845,994,1094,943,873,1273,1585,975,754,1540,816,344,758,892,1130,2014,974,867,799,867,893,1205,1076,1148,831,521,1005,990,162450,133286,98350,161735,73903,161823,162397,202304,162370,133309,98350,162069,98465,161735,162542,140245,2048008,2048013,2048008,2048016,2048007,2048012,2048008,2048016,2048008,2048013,2048008,2048012,2048007,2048016,2048012,2048012,1379691,5897091,5881647,5786705,5592557,5900667,5906213,5841978,5598866,5956880,5959484,4385242,5686435,5887911,5997272,5839473,1319889486159903,1319889523213306,1319889528510146,1319889528513538
38,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,66,3476,3476,8192000,256,32768,0,68,0,32,64,0x0,5598664,5598664,211227183,0,6144000,39552000,2688000,1024000,57344000,19244980,45444,178332,178164,178164,181440,179004,178332,178668,182616,177324,178248,133644,182448,177744,179172,179256,2933926,11928031,11907356,11845299,11760393,11948127,11896174,11877051,11788108,11929668,11943034,8975840,11802416,12038455,12025693,12003941,6399,6921,5758,11053,3534,6091,4114,5709,5882,6264,2331,5870,5924,3739,6922,6710,4698,6387,4574,10271,4390,7203,4509,5766,8301,8461,3848,3659,5560,4536,5250,6281,117312,136952,117348,116672,58810,116767,116806,140041,116680,134233,117242,116674,117334,116820,117038,125068,2048008,2048009,2048008,2048008,2048006,2048007,2048006,2048011,2048004,2048011,2048008,2048004,2048008,2048008,2048008,2048008,1149405,4852469,4888106,4798654,4647974,4827161,4832802,4774018,4614419,4897140,4879100,3668584,4589173,4893601,4900479,4837505,1319889487366264,1319889528630463,1319889532170543,1319889532173891
39,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,68,3476,3476,65537024,8,0,0,36,0,32,64,0x0,56829082,56829082,3399743232,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17902958,46046202,51897478,59108480,55528867,56226230,56585809,56388743,58118674,57561666,58130537,31565074,59020954,48283616,56613676,50603533,446,714,736,709,946,778,475,889,148,192,785,377,729,888,583,808,823,771,764,766,195,798,872,710,806,933,763,810,754,546,876,414,1024108,1024016,1024108,1024016,1024104,1024108,1024108,1024016,1024016,1024062,1024106,1024062,1024108,1024016,1024108,1024016,1024483,1024437,1024545,1024407,1024553,1024314,1024441,1025266,1025085,1024443,1024572,1026089,1024541,1024398,1024444,1024540,2943078,6713492,7986887,9430392,8684422,8951217,8997516,8900383,9117308,9051502,9269852,4430202,9119405,7292558,8987978,7776760,1319889532380821,1319889533882420,1319889569998084,1319889570028823
40,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,69,3476,3476,1000,8,0,0,8,0,32,64,0x0,21098,21098,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,809,813,823,1417,1361,1560,2203,2171,2310,2187,1986,1504,1429,1532,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,92,0,46,0,0,0,0,0,0,64,65,64,64,48,67,64,68,126,66,56,152,64,65,64,88,122,489,493,503,1081,1025,1240,1867,1835,1990,1867,1730,1184,1109,1212,570,1319889533872252,1319889570124960,1319889570128800,1319889570520243
41,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,71,3476,3476,65536000,256,0,0,24,0,32,64,0x0,4617723,4617723,127941704,0,0,65050000,1539000,1538000,0,0,25884,101607,102579,102432,105009,101658,102015,102540,104607,101589,102096,77139,104454,100785,102636,101970,4504542,18321811,18262303,18284340,18191813,18303809,18308762,18252721,18161132,18278291,18277157,13687708,18164594,18318470,18270099,18272403,12286,20621,14352,38915,12404,17943,10151,1128441,22496,8653,9018,9581,30707,12318,12334,11064,13110,15101,17064,39732,18111,15285,13138,898968,30276,8976,12294,7568,52516,7030,9042,11198,951838,943270,946997,1203637,953308,947747,955096,1188141,1207841,949075,947260,947068,1200117,949420,948191,951641,2140086,2149224,2145388,2144710,2136240,2144741,2137549,2161740,2140715,2143574,2144124,2144733,2148319,2142999,2144195,2140001,3088288,11804833,11666740,12135105,12142447,11697471,12013765,11904663,12192245,11638973,11964223,8638241,12203211,11798443,11796921,11964276,1319889535051933,1319889570253917,1319889573171452,1319889573175065
42,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,72,3476,3476,16384000,256,19456,0,60,0,32,64,0x0,8365950,8365950,347754618,0,9408000,73024000,3520000,1024000,59176000,13426814,59345,234300,233585,234630,237050,233915,233860,234245,237160,233915,233750,176165,237215,233310,233035,234520,4772479,19556687,19603530,19487039,19270017,19585551,19599055,19491677,19243597,19579742,19560260,14647317,19227766,19596939,19625081,19426174,1365,1084,1692,830,1425,1412,1005,866,1727,746,855,1082,683,868,1435,928,1263,777,998,794,1449,1063,530,824,2419,1244,1206,1227,927,688,1647,806,162364,133158,98325,161725,73874,161833,162352,202342,162374,133181,98325,162090,98399,161725,162456,140242,2048008,2048013,2048008,2048016,2048007,2048012,2048008,2048014,2048008,2048013,2048008,2048012,2048007,2048016,2048012,2048014,1382341,5836586,5954248,5828147,5605734,5839404,5929713,5815364,5649331,5885570,6012596,4357203,5539800,5935346,5949822,5817756,1319889536289104,1319889573291769,1319889578584769,1319889578588070
43,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,73,3476,3476,8192000,256,32768,0,68,0,32,64,0x0,5604853,5604853,211225177,0,6144000,39552000,2688000,1024000,57344000,19150657,45612,178080,178416,179508,181860,177744,178416,179760,182364,177072,177744,134232,181608,177576,178752,179256,2958081,11954258,11851991,11942102,11734163,12010262,11929455,12057222,11789833,11955435,11953208,8965666,11809383,12045828,11985654,12069671,5860,5887,4550,7083,5560,6294,8684,7112,5498,8924,3948,8276,4445,5843,4058,6571,4294,3662,4686,4228,4816,9821,4818,6896,6728,7498,5569,5535,4492,5714,3581,5287,117260,136981,117374,116804,58892,116933,116922,139977,116846,134167,117238,116854,117320,116936,117116,125210,2048008,2048009,2048008,2048008,2048006,2048007,2048006,2048010,2048004,2048009,2048008,2048004,2048008,2048008,2048008,2048010,1178342,4881585,4856650,4828858,4626811,4982537,4899176,4927561,4623892,4922525,4887104,3615838,4671678,4956213,4863687,4900680,1319889537519225,1319889578705087,1319889582249647,1319889582252553
44,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,75,3476,3476,65537024,8,0,0,36,0,32,64,0x0,56826856,56826856,3399743509,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13492633,54588541,54347614,53647158,53465748,61068430,66214117,57714868,53082223,56351735,59661781,37388094,54655537,51967849,52250200,55153264,694,730,750,739,956,773,468,894,193,184,778,365,732,906,877,801,808,755,782,787,212,786,885,755,818,957,763,814,742,581,874,574,1024108,1024016,1024108,1024062,1024104,1024108,1024108,1024016,1024016,1024016,1024106,1024062,1024108,1024016,1024108,1024016,1024164,1024244,1024169,1024253,1024172,1024226,1024281,1024945,1024590,1024268,1024142,1025578,1024190,1024268,1024186,1024426,2145843,8488086,8392683,8303942,8236850,9728976,10747432,9140283,8242959,8908695,9457225,5766829,8472741,7955169,8198566,8654251,1319889582402453,1319889583807371,1319889619932316,1319889619959094
45,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,76,3476,3476,1000,8,0,0,8,0,32,64,0x0,28606,28606,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1457,1961,1972,2013,1366,842,854,839,2112,2043,1776,2025,873,872,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,92,0,46,0,0,0,0,0,0,64,64,64,65,48,67,64,68,122,66,56,176,64,65,64,64,124,1121,1625,1652,1693,1046,522,534,519,1760,1707,1536,1705,553,552,568,1319889583793824,1319889620059353,1319889620067833,1319889620457785
46,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,78,3476,3476,65536000,256,0,0,24,0,32,64,0x0,4638767,4638767,127943007,0,0,65050000,1539000,1538000,0,0,26124,101886,102222,102666,104274,101739,102267,102210,104580,101343,102603,76857,104415,100803,102234,102777,4589532,18401314,18348447,18348065,18165454,18417211,18359114,18311768,18180341,18339568,18286439,13777044,18091639,18392713,18382209,18334815,11109,20554,21103,37071,15079,14518,13534,1326898,25585,7328,9704,9477,24528,11057,11281,9032,12069,13746,21497,31022,18427,12878,17000,727114,21478,14820,14086,8285,38175,9435,9837,9907,952511,943980,948499,1204570,954350,948256,955035,1187326,1207596,949709,947747,948461,1200777,950457,948654,952938,2140383,2149296,2145539,2144785,2136663,2145310,2138849,2163674,2141990,2144126,2144470,2144541,2148803,2143508,2144507,2139686,3117641,11887176,12135391,12121879,12235177,12031957,12074574,12152037,12293396,11950053,12141208,9047985,12196230,12111127,12161423,11959467,1319889584957645,1319889620192950,1319889623124244,1319889623126777
47,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,79,3476,3476,16384000,256,19456,0,60,0,32,64,0x0,8374025,8374025,347752708,0,9408000,73024000,3520000,1024000,59176000,13426282,59730,234850,233970,235125,237160,234135,234135,234245,236940,233530,233145,175890,236665,233310,233530,233640,4802645,19560820,19601267,19522731,19334406,19628126,19539527,19593982,19314136,19689127,19668376,14697966,19363916,19721267,19622249,19628050,1452,1174,870,786,1150,1006,1269,677,1016,618,1100,877,659,758,1126,1483,838,934,1214,1105,853,1003,975,1136,804,851,1140,777,1416,705,790,1177,162480,133089,98476,161819,73941,161932,162463,202329,162504,133112,98476,162183,98557,161864,162572,140275,2048008,2048013,2048008,2048015,2048007,2048012,2048008,2048014,2048008,2048013,2048008,2048012,2048007,2048018,2048012,2048012,1387770,5807519,5854353,5776429,5593619,5886275,5837250,5849957,5622563,5927733,5962150,4410828,5691102,6038689,5995089,5983356,1319889586136786,1319889623243921,1319889628542841,1319889628545781
48,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,80,3476,3476,8192000,256,32768,0,68,0,32,64,0x0,5591677,5591677,211228329,0,6144000,39552000,2688000,1024000,57344000,19242347,45444,177576,178416,179256,181692,178248,177996,179256,182028,177828,178416,134904,182364,177912,177996,178668,2894350,11906115,11923177,11834209,11770003,11951033,11929847,11947906,11788942,11954821,11916490,9001471,11780454,12073908,12042184,11991908,5636,7572,5110,2916,4256,7254,5364,7126,4266,6255,7058,11706,5986,8183,4636,7195,5039,7990,5730,3246,3663,6057,5408,6330,4456,3169,7650,7468,6164,7101,5363,6713,117316,137456,117322,116550,58276,116647,116900,139893,116562,133869,117224,116548,117320,116636,117060,125933,2048008,2048009,2048008,2048008,2048006,2048009,2048004,2048010,2048004,2048009,2048008,2048004,2048008,2048008,2048008,2048008,1106413,4861563,4890528,4742564,4650194,4891971,4890609,4857040,4637474,4895752,4827740,3674181,4610603,4979270,4986908,4866314,1319889587343597,1319889628662999,1319889632199079,1319889632202414
49,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,82,3476,3476,65537024,8,0,0,36,0,32,64,0x0,56829842,56829842,3399741878,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16222767,55058196,57729087,57933689,61082202,55394263,49608642,56994751,52410985,55780263,57699689,48505167,59462294,56026924,57926557,51714053,617,745,727,662,881,647,370,852,279,228,730,391,685,828,702,748,750,721,748,733,189,713,839,717,775,885,658,776,677,602,808,568,1024108,1024016,1024108,1024016,1024104,1024154,1024108,1024016,1024016,1024016,1024106,1024062,1024108,1024016,1024108,1024016,1024488,1024592,1024503,1024546,1024532,1024467,1024464,1025248,1025197,1024558,1024495,1026153,1024474,1024515,1024445,1024779,2652451,8581340,9056987,9248599,9883745,8752190,7542261,9107117,8223270,8811845,9322241,8025946,9538773,8880757,9185706,8007712,1319889632355395,1319889633782334,1319889669913837,1319889669956416
50,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,83,3476,3476,1000,8,0,0,8,0,32,64,0x0,28240,28240,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,2662,3289,1967,1988,1326,838,854,835,844,847,638,856,867,1620,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,46,0,23,0,0,0,0,64,64,64,64,48,67,64,68,122,66,56,153,88,65,64,64,654,2326,2953,1647,1668,1006,518,534,515,524,527,398,536,547,1284,1875,1319889633769896,1319889670040874,1319889670049193,1319889670438386
51,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,85,3476,3476,65536000,256,0,0,24,0,32,64,0x0,4618643,4618643,127939924,0,0,65050000,1539000,1538000,0,0,26004,102045,102177,103026,104268,101943,102831,102348,104736,101475,101931,77010,104223,101169,101898,101916,4509705,18256851,18289474,18286376,18169620,18344366,18295525,18255159,18168599,18248265,18269840,13745551,18170270,18283245,18252155,18257648,13630,17399,11532,30195,14012,11127,13433,1151928,23080,12707,10952,10168,20797,10148,9293,13542,15502,17233,18718,40966,23327,11433,14031,889910,24747,10489,17244,8461,42427,10168,8391,10063,952433,943957,947559,1204480,953973,947520,955317,1188818,1207427,949719,947671,947521,1200314,950558,948459,952680,2140054,2148918,2145634,2144496,2136371,2145215,2137706,2161706,2141611,2143663,2144355,2144609,2148778,2142283,2144134,2139659,3106243,11733405,11970162,11943379,12406005,11750350,11722427,12057978,12216853,11835909,12114725,8932386,12285581,11839964,11947280,12076888,1319889634899147,1319889670174471,1319889673092485,1319889673095579
