"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1341638350","167704793","56.0992846196328"
"hipEventSynchronize","10","708588932","70858893","29.6289474541255"
"hipFree","10","302747594","30274759","12.6590921046011"
"hipMalloc","10","13397021","1339702","0.560183222352132"
"hipModuleGetFunction","9","11217640","1246404","0.469054554918304"
"hipModuleLaunchKernel","37","5368184","145086","0.224465320409601"
"hiprtcCreateProgram","8","4561183","570147","0.190721369375906"
"hipLaunchKernel","11","1673921","152174","0.0699933559664423"
"hipModuleLoadData","9","792391","88043","0.0331330482905736"
"hipModuleUnload","9","432410","48045","0.0180807977517752"
"hipStreamSynchronize","4","382271","95567","0.0159842849086951"
"hiprtcDestroyProgram","8","203050","25381","0.00849033552299428"
"hipEventRecord","20","117470","5873","0.0049118922131797"
"hipMemcpy","3","97030","32343","0.00405721376900337"
"hipMemGetInfo","1","92460","92460","0.00386612372546689"
"hipStreamDestroy","1","88600","88600","0.00370472163180149"
"hipGetDevice","81","37540","463","0.0015696980819168"
"hipSetDevice","77","32700","424","0.00136731825462651"
"hipGetDeviceProperties","14","15210","1086","0.000635991151463891"
"hipEventElapsedTime","10","14910","1491","0.000623446947293005"
"hipStreamCreate","1","9880","9880","0.00041312245736116"
"hiprtcGetCode","8","9090","1136","0.000380089386377828"
"__hipPopCallConfiguration","11","5440","494","0.000227468235632056"
"__hipPushCallConfiguration","11","4950","450","0.000206979368819609"
"hipGetLastError","11","3910","355","0.00016349279436054"
"hiprtcGetCodeSize","8","3420","427","0.000143003927548094"
"hipEventDestroy","2","2860","1430","0.000119588079762441"
"hipEventCreate","2","2590","1295","0.000108298296008644"
"hipGetDeviceCount","1","1700","1700","7.10838236350174e-05"
"Total","395","2391542707","6054538","100.0"
