"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1418872854","177359106","62.2104018492219"
"hipEventSynchronize","10","525900889","52590088","23.0580954067312"
"hipFree","9","285097508","31677500","12.5000844782472"
"hipModuleGetFunction","9","16830532","1870059","0.737933745158669"
"hipMalloc","9","13293692","1477076","0.582861190872982"
"hiprtcCreateProgram","8","9042056","1130257","0.396448445480773"
"hipModuleLaunchKernel","37","7432346","200874","0.32587079951454"
"hipLaunchKernel","22","1854852","84311","0.0813258834049361"
"hipModuleLoadData","9","662411","73601","0.0290433736773323"
"hipModuleUnload","9","433780","48197","0.0190190601209116"
"hipStreamSynchronize","4","424330","106082","0.0186047253933018"
"hiprtcDestroyProgram","8","249160","31145","0.0109244064265903"
"hipEventRecord","20","151380","7569","0.00663724773180784"
"hipMemcpy","3","113850","37950","0.00499174695644288"
"hipStreamDestroy","1","111760","111760","0.00490011102197677"
"hipMemGetInfo","1","100310","100310","0.00439808640492565"
"hipSetDevice","75","41680","555","0.00182745729595555"
"hipGetDevice","79","41380","523","0.00181430381253936"
"hipEventElapsedTime","10","19700","1970","0.000863745410996264"
"hipGetDeviceProperties","14","18530","1323","0.000812446825673136"
"__hipPopCallConfiguration","22","14770","671","0.000647589833523595"
"hipStreamCreate","1","14600","14600","0.000640136192921089"
"__hipPushCallConfiguration","22","13880","630","0.000608567832722241"
"hiprtcGetCode","8","8790","1098","0.000385397064094272"
"hipGetLastError","22","8190","372","0.000359090097261899"
"hiprtcGetCodeSize","8","3070","383","0.000134603980292311"
"hipEventDestroy","2","2890","1445","0.000126711890242599"
"hipEventCreate","2","2880","1440","0.000126273440795393"
"hipGetDeviceCount","1","2580","2580","0.000113119957379206"
"Total","433","2280764650","5267354","100.0"
