"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1427701041","178462630","62.6681495522288"
"hipEventSynchronize","10","524558498","52455849","23.0252058782077"
"hipFree","9","281997805","31333089","12.3781380762755"
"hipMalloc","9","13773731","1530414","0.604590323472469"
"hipModuleGetFunction","9","11547092","1283010","0.506853232972704"
"hipModuleLaunchKernel","37","8034016","217135","0.352648700067033"
"hiprtcCreateProgram","8","6237626","779703","0.273797152059981"
"hipLaunchKernel","22","1936812","88036","0.0850152942282203"
"hipModuleLoadData","9","756910","84101","0.0332241468734612"
"hipStreamSynchronize","4","407771","101942","0.0178988830835082"
"hipModuleUnload","9","339090","37676","0.0148841684788442"
"hiprtcDestroyProgram","8","230040","28755","0.0100974788901864"
"hipEventRecord","20","182270","9113","0.00800064109421963"
"hipMemGetInfo","1","120570","120570","0.00529235363323674"
"hipMemcpy","3","102491","34163","0.00449878590216527"
"hipStreamDestroy","1","98560","98560","0.00432623682584236"
"hipGetDevice","79","38270","484","0.00167984053698242"
"hipSetDevice","75","34570","460","0.00151743107822007"
"hipEventElapsedTime","10","20880","2088","0.000916516080799396"
"hipGetDeviceProperties","14","15350","1096","0.000673779781622161"
"__hipPushCallConfiguration","22","11950","543","0.00052453865735406"
"__hipPopCallConfiguration","22","10100","459","0.000443333927972888"
"hipStreamCreate","1","8920","8920","0.000391538478962194"
"hiprtcGetCode","8","8830","1103","0.000387587978613921"
"hipGetLastError","22","6930","315","0.000304188526817041"
"hiprtcGetCodeSize","8","3820","477","0.000167676792560043"
"hipEventDestroy","2","3370","1685","0.000147924290818676"
"hipEventCreate","2","3330","1665","0.000146168512886111"
"hipGetDeviceCount","1","1790","1790","7.85710624823237e-05"
"Total","433","2278192433","5261414","100.0"
