"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1313245156","164155644","60.5351112453913"
"hipEventSynchronize","10","523406388","52340638","24.1268462170733"
"hipFree","9","296022278","32891364","13.6453893989038"
"hipMalloc","9","10803710","1200412","0.498005862595351"
"hipModuleGetFunction","9","9035819","1003979","0.416513478735588"
"hiprtcCreateProgram","8","6956664","869583","0.320673125815671"
"hipModuleLaunchKernel","37","5684244","153628","0.262019883579108"
"hipLaunchKernel","22","1781151","80961","0.0821036144220432"
"hipModuleLoadData","9","843870","93763","0.0388988789284736"
"hipStreamSynchronize","4","419450","104862","0.0193348913535832"
"hipModuleUnload","9","357180","39686","0.0164645046934625"
"hiprtcDestroyProgram","8","213990","26748","0.00986404434557936"
"hipEventRecord","20","139490","6974","0.00642990581693007"
"hipStreamDestroy","1","94480","94480","0.00435513299579578"
"hipMemGetInfo","1","90910","90910","0.00419057092133567"
"hipMemcpy","3","85060","28353","0.00392091037915314"
"hipGetDevice","79","46250","585","0.00213193163691315"
"hipSetDevice","75","35330","471","0.00162856529150577"
"hipEventElapsedTime","10","31240","3124","0.00144003339107388"
"hipStreamCreate","1","30190","30190","0.00139163278093855"
"hipGetDeviceProperties","14","18940","1352","0.000873054815202921"
"__hipPopCallConfiguration","22","11900","540","0.000548540248200357"
"__hipPushCallConfiguration","22","11320","514","0.000521804673077987"
"hiprtcGetCode","8","9520","1190","0.000438832198560286"
"hipGetLastError","22","9150","415","0.00042177674546498"
"hiprtcGetCodeSize","8","3480","435","0.000160413450734222"
"hipEventDestroy","2","3110","1555","0.000143357997638917"
"hipEventCreate","2","2580","1290","0.000118927213475372"
"hipGetDeviceCount","1","1290","1290","5.94636067376858e-05"
"Total","433","2169394140","5010148","100.0"
