"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1433158848","179144856","57.4815876379137"
"hipEventSynchronize","10","709485962","70948596","28.4562870050903"
"hipFree","10","305698364","30569836","12.2610465166195"
"hipMalloc","10","16086334","1608633","0.645195763808138"
"hipModuleGetFunction","9","11334629","1259403","0.454612879176627"
"hipModuleLaunchKernel","37","8204426","221741","0.329065708798372"
"hiprtcCreateProgram","8","4673491","584186","0.187445852821125"
"hipLaunchKernel","11","1774311","161301","0.0711646258792203"
"hipModuleLoadData","9","805150","89461","0.032293210449946"
"hipModuleUnload","9","450771","50085","0.0180796656122867"
"hipStreamSynchronize","4","403990","100997","0.0162033584918012"
"hiprtcDestroyProgram","8","303500","37937","0.012172873839109"
"hipEventRecord","20","242930","12146","0.00974351315233856"
"hipStreamDestroy","1","203270","203270","0.00815281734851957"
"hipMemcpy","3","108170","36056","0.00433851651787948"
"hipMemGetInfo","1","98050","98050","0.00393262036218992"
"hipGetDevice","81","45950","567","0.00184297711007268"
"hipEventElapsedTime","10","41570","4157","0.00166730268695803"
"hipSetDevice","77","40460","525","0.00162278245644267"
"hipGetDeviceProperties","14","24190","1727","0.000970220158708557"
"hiprtcGetCode","8","19750","2468","0.000792139236647127"
"__hipPushCallConfiguration","11","10230","930","0.000410308070425322"
"hipStreamCreate","1","8460","8460","0.000339316351495428"
"__hipPopCallConfiguration","11","7010","637","0.000281159293615006"
"hipGetLastError","11","5310","482","0.000212975156789683"
"hipEventDestroy","2","5160","2580","0.000206958909422743"
"hiprtcGetCodeSize","8","3800","475","0.000152411599962485"
"hipEventCreate","2","2990","1495","0.000119923864181008"
"hipGetDeviceCount","1","1470","1470","5.8959224196014e-05"
"Total","395","2493248546","6312021","100.0"
