"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipEventSynchronize","10","2988459114","298845911","51.5849368311453"
"hiprtcCompileProgram","9","1536208481","170689831","26.517082693424"
"hipFree","11","1208210949","109837359","20.8553917270903"
"hipMalloc","11","28702824","2609347","0.49545043329493"
"hipModuleGetFunction","10","12257550","1225755","0.211582263077468"
"hiprtcCreateProgram","9","9060949","1006772","0.156404509469635"
"hipModuleLaunchKernel","48","6045746","125953","0.104357936183948"
"hipLaunchKernel","11","1815981","165089","0.0313463432485026"
"hipModuleLoadData","10","616260","61626","0.0106374997812875"
"hiprtcDestroyProgram","9","441791","49087","0.0076259235807529"
"hipModuleUnload","10","433660","43366","0.00748557127698233"
"hipStreamSynchronize","4","412220","103055","0.00711548722916031"
"hipEventRecord","20","138310","6915","0.00238742185887429"
"hipMemcpy","4","108330","27082","0.00186992560170524"
"hipStreamDestroy","1","103210","103210","0.00178154732162834"
"hipMemGetInfo","1","87570","87570","0.00151157929420593"
"hipGetDevice","84","40600","483","0.000700812142797313"
"hipSetDevice","80","35100","438","0.000605874537245953"
"hipGetDeviceProperties","14","21060","1504","0.000363524722347572"
"hipEventElapsedTime","10","20740","2074","0.000358001079842765"
"hiprtcGetCode","9","16160","1795","0.000278943946492724"
"hipStreamCreate","1","14870","14870","0.000256676762645223"
"__hipPopCallConfiguration","11","6500","590","0.00011219898837888"
"__hipPushCallConfiguration","11","5200","472","8.97591907031041e-05"
"hiprtcGetCodeSize","9","5050","561","8.71699832789761e-05"
"hipGetLastError","11","3580","325","6.17957505225217e-05"
"hipEventDestroy","2","2990","1495","5.16115346542849e-05"
"hipEventCreate","2","2390","1195","4.12547049577729e-05"
"hipGetDeviceCount","1","1430","1430","2.46837774433536e-05"
"Total","423","5793278615","13695694","100.0"
