"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipEventSynchronize","10","2096012488","209601248","42.0927113687925"
"hiprtcCompileProgram","7","1619223812","231317687","32.517707289534"
"hipFree","9","1208768959","134307662","24.2748376710734"
"hipMalloc","9","29665945","3296216","0.59575983803369"
"hipModuleGetFunction","8","10785699","1348212","0.216601436068196"
"hipModuleLaunchKernel","36","6868577","190793","0.137936692090609"
"hiprtcCreateProgram","7","3967134","566733","0.0796690990055414"
"hipLaunchKernel","11","1693251","153931","0.0340043420666486"
"hipModuleLoadData","8","670650","83831","0.0134681816263495"
"hipModuleUnload","8","547331","68416","0.0109916548389346"
"hipStreamSynchronize","3","343351","114450","0.00689527119896924"
"hiprtcDestroyProgram","7","220370","31481","0.0044255322224687"
"hipMemGetInfo","1","156410","156410","0.003141069541754"
"hipEventRecord","20","151550","7577","0.00304346965700927"
"hipStreamDestroy","1","149040","149040","0.00299306313217196"
"hipMemcpy","3","103680","34560","0.00208213087455441"
"hipGetDevice","78","44400","569","0.000891653268038346"
"hipSetDevice","75","34670","462","0.000696252675740754"
"hipEventElapsedTime","10","25600","2560","0.000514106388778866"
"hipGetDeviceProperties","14","24560","1754","0.000493220816734725"
"__hipPopCallConfiguration","11","14560","1323","0.00029239800861798"
"hipStreamCreate","1","11610","11610","0.000233155280223541"
"hiprtcGetCode","7","9590","1370","0.000192589072983958"
"__hipPushCallConfiguration","11","5960","541","0.00011969039363758"
"hipGetLastError","11","4080","370","8.19357057116318e-05"
"hiprtcGetCodeSize","7","3430","490","6.88822231840434e-05"
"hipEventCreate","2","3130","1565","6.28575389405411e-05"
"hipEventDestroy","2","3010","1505","6.04476652431401e-05"
"hipGetDeviceCount","1","1230","1230","2.47012053983596e-05"
"Total","378","4979514077","13173317","100.0"
