"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1710847528","213855941","59.8812959788613"
"hipEventSynchronize","10","710662023","71066202","24.8738489220878"
"hipFree","10","397511112","39751111","13.9132682269967"
"hipMalloc","10","13778932","1377893","0.482275767922554"
"hipModuleGetFunction","9","8629518","958835","0.302041364327185"
"hipModuleLaunchKernel","37","6183536","167122","0.216429660359508"
"hiprtcCreateProgram","8","5593644","699205","0.195782877481752"
"hipLaunchKernel","11","1682711","152973","0.0588964906508522"
"hipModuleLoadData","9","568240","63137","0.019888942217315"
"hipModuleUnload","9","407460","45273","0.014261488800273"
"hipStreamSynchronize","4","406270","101567","0.0142198376647694"
"hiprtcDestroyProgram","8","204470","25558","0.00715664510624805"
"hipEventRecord","20","160310","8015","0.00561100296856568"
"hipMemcpy","3","105890","35296","0.00370625104074244"
"hipMemGetInfo","1","90241","90241","0.00315852110839209"
"hipStreamDestroy","1","73700","73700","0.00257957032489109"
"hipGetDevice","81","37630","464","0.00131708590672526"
"hipSetDevice","77","35590","462","0.00124568396014754"
"hipEventElapsedTime","10","23310","2331","0.000815872242513044"
"hipGetDeviceProperties","14","17270","1233","0.00060446647911627"
"hiprtcGetCode","8","10210","1276","0.000357359742430638"
"hipStreamCreate","1","8680","8680","0.00030380828249735"
"__hipPushCallConfiguration","11","6120","556","0.000214205839733154"
"__hipPopCallConfiguration","11","5860","532","0.000205105591639916"
"hipGetLastError","11","3980","361","0.00013930379773496"
"hiprtcGetCodeSize","8","3240","405","0.000113403091623435"
"hipEventDestroy","2","3170","1585","0.000110953024829101"
"hipEventCreate","2","2610","1305","9.13524904744334e-05"
"hipGetDeviceCount","1","1710","1710","5.9851631690146e-05"
"Total","395","2857064965","7233075","100.0"
