"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipEventSynchronize","10","4414885915","441488591","54.7741336246288"
"hipFree","11","2416669716","219697246","29.9828789462112"
"hiprtcCompileProgram","7","1143360745","163337249","14.1853256083029"
"hipMalloc","11","50346882","4576989","0.624638302177151"
"hipModuleGetFunction","10","12152461","1215246","0.150771851299829"
"hipModuleLoadData","10","7741066","774106","0.0960410283854574"
"hipModuleLaunchKernel","58","7148676","123253","0.0886914275933622"
"hiprtcCreateProgram","7","3965445","566492","0.0491980582268605"
"hipLaunchKernel","11","1876762","170614","0.0232844097330714"
"hipModuleUnload","10","693831","69383","0.00860814812400647"
"hipStreamSynchronize","3","317800","105933","0.00394284699560737"
"hiprtcDestroyProgram","7","196440","28062","0.0024371707483232"
"hipEventRecord","20","168380","8419","0.00208903894625667"
"hipStreamDestroy","1","163541","163541","0.00202900295943557"
"hipMemcpy","5","129320","25864","0.00160443352256748"
"hipEventElapsedTime","10","102650","10265","0.00127354702359691"
"hipMemGetInfo","1","88560","88560","0.00109873672099115"
"hipGetDevice","84","42920","510","0.000532495258185866"
"hipSetDevice","81","37650","464","0.000467111986735738"
"hipGetDeviceProperties","14","31231","2230","0.000387473425172479"
"hiprtcGetCode","7","7850","1121","9.73925390670794e-05"
"hipStreamCreate","1","7670","7670","9.51593343496178e-05"
"__hipPushCallConfiguration","11","7560","687","9.37945981333912e-05"
"__hipPopCallConfiguration","11","7540","685","9.35464642758954e-05"
"hipGetLastError","11","4840","440","6.004839351397e-05"
"hipEventDestroy","2","3310","1655","4.10661534155456e-05"
"hiprtcGetCodeSize","7","2880","411","3.57312754793871e-05"
"hipEventCreate","2","2820","1410","3.49868739068999e-05"
"hipGetDeviceCount","1","1210","1210","1.50120983784925e-05"
"Total","424","8060165671","19009824","100.0"
