"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipEventSynchronize","10","2095345849","209534584","44.7268494631156"
"hiprtcCompileProgram","7","1326961126","189565875","28.3250569610423"
"hipFree","9","1206588568","134065396","25.7556074910535"
"hipMalloc","9","29218934","3246548","0.623701745043384"
"hipModuleGetFunction","8","11670351","1458793","0.249113067710438"
"hipModuleLaunchKernel","36","6616935","183803","0.14124382177456"
"hiprtcCreateProgram","7","4358375","622625","0.0930330344376513"
"hipLaunchKernel","11","1779142","161740","0.0379772229226424"
"hipModuleLoadData","8","569271","71158","0.0121515492694769"
"hipModuleUnload","8","437560","54695","0.00934007159745059"
"hipStreamSynchronize","3","298611","99537","0.0063740929696186"
"hiprtcDestroyProgram","7","241040","34434","0.00514519347712197"
"hipEventRecord","20","168160","8408","0.00358951101523743"
"hipStreamDestroy","1","118310","118310","0.00252542250364379"
"hipMemcpy","3","113760","37920","0.00242829907881429"
"hipMemGetInfo","1","108330","108330","0.00231239134324852"
"hipGetDevice","78","40550","519","0.00086557250040365"
"hipSetDevice","75","34380","458","0.000733868867173305"
"hipEventElapsedTime","10","27460","2746","0.000586155878201831"
"hipGetDeviceProperties","14","21180","1512","0.000452104206129453"
"hiprtcGetCode","7","9550","1364","0.000203852463103696"
"__hipPushCallConfiguration","11","6180","561","0.000131917091306894"
"hipStreamCreate","1","6040","6040","0.000128928678235217"
"__hipPopCallConfiguration","11","5780","525","0.000123378768244959"
"hipGetLastError","11","4180","380","8.92254759972197e-05"
"hipEventDestroy","2","3820","1910","8.15409852414783e-05"
"hiprtcGetCodeSize","7","3160","451","6.74527521892857e-05"
"hipEventCreate","2","2310","1155","4.9308815682674e-05"
"hipGetDeviceCount","1","1750","1750","3.73551633959652e-05"
"Total","378","4684760662","12393546","100.0"
