"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"void generate_random_interleaved_data_kernel<input_val_1D<unsigned long>, double>(input_val_1D<unsigned long>, input_val_1D<unsigned long>, unsigned long, unsigned long, input_val_1D<unsigned long>, rocfft_complex<double>*, input_val_1D<unsigned long>, unsigned long, input_val_1D<unsigned long>, unsigned long)","11","3167034181","287912198","71.734"
"transpose_rtc_tile32x32_dim2_dp_CI_CI_diag_aligned","22","459841023","20901864","10.415"
"fft_rtc_fwd_len_1024_factors_8_8_4_4_wgs_128_tpt_128_halfLds_dp_op_CI_CI_unitstride_sbrr_dirReg","11","284651213","25877383","6.447"
"transpose_rtc_tile32x32_dim2_dp_CI_CI_twd3step_fwd_diag_aligned","11","257110715","23373701","5.824"
"fft_rtc_fwd_len_512_factors_8_8_8_wgs_64_tpt_64_halfLds_dp_ip_CI_unitstride_sbrr_dirReg","11","246282779","22389343","5.578"
"twiddle_gen_radices_dp","2","70238","35119","0.002"
"twiddle_gen_large_dp","1","6560","6560","0.0"
"Total","69","4414996709","63985459","100.0"
