"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1686812079","210851509","78.6171764147904"
"hipEventSynchronize","10","272543227","27254322","12.7024101999659"
"hipFree","9","148388484","16487609","6.91593555072669"
"hipModuleGetFunction","9","10475990","1163998","0.488254005412289"
"hipMalloc","9","9353738","1039304","0.435949255781757"
"hiprtcCreateProgram","8","7957295","994661","0.370865298267484"
"hipModuleLaunchKernel","37","5894774","159318","0.274737472687566"
"hipLaunchKernel","22","1863451","84702","0.0868497788409052"
"hipModuleLoadData","9","690601","76733","0.0321868104486289"
"hipStreamSynchronize","4","401770","100442","0.0187252767284519"
"hipModuleUnload","9","301760","33528","0.0140641150548265"
"hiprtcDestroyProgram","8","258980","32372","0.0120702694754075"
"hipEventRecord","20","176971","8848","0.00824807961746987"
"hipStreamDestroy","1","133830","133830","0.00623740892692019"
"hipMemGetInfo","1","85840","85840","0.00400074110652939"
"hipMemcpy","3","83580","27860","0.00389540938587752"
"hipGetDevice","79","37640","476","0.00175428582537007"
"hipSetDevice","75","33500","446","0.00156133302736177"
"hipEventElapsedTime","10","29870","2987","0.00139214977693421"
"hipGetDeviceProperties","14","21230","1516","0.000989465676742999"
"__hipPushCallConfiguration","22","10950","497","0.000510346168645117"
"__hipPopCallConfiguration","22","10790","490","0.000502889055678613"
"hiprtcGetCode","8","9160","1145","0.000426919717332354"
"hipGetLastError","22","8600","390","0.00040081982194959"
"hipStreamCreate","1","7270","7270","0.000338832570415525"
"hiprtcGetCodeSize","8","3610","451","0.000168251111306746"
"hipEventDestroy","2","3140","1570","0.000146345841967641"
"hipEventCreate","2","2830","1415","0.000131897685595039"
"hipGetDeviceCount","1","1510","1510","7.03765036213815e-05"
"Total","433","2145602470","4955202","100.0"
