"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1456826234","182103279","39.9240406406611"
"hipEventSynchronize","10","1445837937","144583793","39.6229084906757"
"hipFree","10","698350783","69835078","19.138167882505"
"hipMalloc","10","19508876","1950887","0.53463696637249"
"hipModuleGetFunction","9","11992653","1332517","0.328656331542521"
"hipModuleLaunchKernel","37","6885196","186086","0.188687462174653"
"hiprtcCreateProgram","8","5402036","675254","0.148041749779689"
"hipLaunchKernel","11","1842992","167544","0.050506838627134"
"hipModuleLoadData","9","620020","68891","0.0169915279532389"
"hipModuleUnload","9","556831","61870","0.0152598456529305"
"hipStreamSynchronize","4","380520","95130","0.0104280768632729"
"hiprtcDestroyProgram","8","211380","26422","0.00579282793902718"
"hipEventRecord","20","138130","6906","0.00378542588332777"
"hipStreamDestroy","1","103730","103730","0.00284270054932013"
"hipMemcpy","3","93660","31220","0.00256673415067313"
"hipMemGetInfo","1","91060","91060","0.00249548165449813"
"hipSetDevice","77","38040","494","0.00104247882865264"
"hipGetDevice","81","35020","432","0.000959716313864755"
"hipGetDeviceProperties","14","19050","1360","0.000522061558512952"
"hipEventElapsedTime","10","19020","1902","0.000521239414326318"
"hiprtcGetCode","8","8790","1098","0.000240888246683929"
"hipStreamCreate","1","7050","7050","0.000193203883859124"
"__hipPushCallConfiguration","11","6940","630","0.000190189355174797"
"__hipPopCallConfiguration","11","5460","496","0.000149630241967492"
"hipGetLastError","11","3880","352","0.000106330648138071"
"hiprtcGetCodeSize","8","3070","383","8.41327550989377e-05"
"hipEventDestroy","2","2680","1340","7.34448806726883e-05"
"hipEventCreate","2","2360","1180","6.46753426819195e-05"
"hipGetDeviceCount","1","1570","1570","4.30255457672092e-05"
"Total","395","3648994968","9237961","100.0"
