"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipEventSynchronize","10","2335401070","233540107","45.3106534617263"
"hiprtcCompileProgram","9","1583236743","175915193","30.7174182334108"
"hipFree","10","1183703517","118370351","22.9658111187787"
"hipMalloc","10","23289579","2328957","0.451856452792709"
"hipModuleGetFunction","10","12383319","1238331","0.240256923370773"
"hipModuleLaunchKernel","48","6944107","144668","0.134727190939476"
"hiprtcCreateProgram","9","4538411","504267","0.088052699268433"
"hipLaunchKernel","22","1891822","85991","0.0367044839340037"
"hipModuleLoadData","10","732690","73269","0.014215400991005"
"hipModuleUnload","10","569840","56984","0.0110558409432561"
"hipStreamSynchronize","4","451530","112882","0.00876043075443708"
"hiprtcDestroyProgram","9","267150","29683","0.00518315300433607"
"hipEventRecord","20","176480","8824","0.00342400464984177"
"hipStreamDestroy","1","162210","162210","0.00314714298646212"
"hipMemcpy","4","113770","28442","0.00220732666031561"
"hipEventElapsedTime","10","88160","8816","0.00171045019226003"
"hipMemGetInfo","1","87100","87100","0.00168988443450373"
"hipGetDevice","82","39350","479","0.000763455252557082"
"hipSetDevice","78","34550","442","0.0006703272929059"
"hipGetDeviceProperties","14","25330","1809","0.000491444003742589"
"__hipPushCallConfiguration","22","13590","617","0.000263668535762408"
"__hipPopCallConfiguration","22","11130","505","0.000215940456441177"
"hiprtcGetCode","9","10440","1160","0.00020255331224132"
"hipGetLastError","22","7890","358","0.00015307908367663"
"hipStreamCreate","1","7000","7000","0.00013581160782464"
"hiprtcGetCodeSize","9","4070","452","7.89647491208977e-05"
"hipEventDestroy","2","3590","1795","6.96519531557795e-05"
"hipEventCreate","2","2390","1195","4.63699632429841e-05"
"hipGetDeviceCount","1","1780","1780","3.45349517039798e-05"
"Total","461","5154198608","11180474","100.0"
