"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1560724553","195090569","50.5126652905167"
"hipEventSynchronize","10","1075396098","107539609","34.8050673314432"
"hipFree","9","402543276","44727030","13.0282654466166"
"hipMalloc","9","18694726","2077191","0.605052592605634"
"hipModuleGetFunction","9","13179423","1464380","0.426550464296525"
"hipModuleLaunchKernel","37","8732807","236021","0.28263626415678"
"hiprtcCreateProgram","8","5406866","675858","0.174992577648437"
"hipLaunchKernel","22","2081731","94624","0.0673749772346232"
"hipModuleLoadData","9","817610","90845","0.0264618508043548"
"hipModuleUnload","9","603391","67043","0.0195286782435274"
"hipStreamSynchronize","4","419570","104892","0.0135793333520666"
"hiprtcDestroyProgram","8","274940","34367","0.00889840053344419"
"hipEventRecord","20","242560","12128","0.00785042566884492"
"hipStreamDestroy","1","197451","197451","0.00639047822699167"
"hipMemGetInfo","1","101480","101480","0.00328438817972618"
"hipMemcpy","3","91630","30543","0.00296559409645556"
"hipEventElapsedTime","10","66660","6666","0.00215744300414414"
"hipGetDevice","79","43290","547","0.00140107572231323"
"hipSetDevice","75","34570","460","0.00111885395519446"
"hipGetDeviceProperties","14","27750","1982","0.0008981254630213"
"hipStreamCreate","1","24280","24280","0.0007858193240417"
"hipGetLastError","22","14380","653","0.00046540699669356"
"__hipPopCallConfiguration","22","12570","571","0.000406826561087486"
"__hipPushCallConfiguration","22","12450","565","0.000402942775301448"
"hiprtcGetCode","8","10080","1260","0.000326238006027197"
"hipEventDestroy","2","4790","2395","0.000155027782626019"
"hiprtcGetCodeSize","8","3540","442","0.000114571680688123"
"hipEventCreate","2","3260","1630","0.000105509513854034"
"hipGetDeviceCount","1","3030","3030","9.80655910974609e-05"
"Total","433","3089768762","7135724","100.0"
