"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","6","1510068091","251678015","44.327549711476"
"hipEventSynchronize","10","1003161197","100316119","29.4474653783286"
"hipFree","8","846488677","105811084","24.8483953363127"
"hipMalloc","8","21188408","2648551","0.621978713757905"
"hipModuleGetFunction","7","10322957","1474708","0.303026990845096"
"hipModuleLaunchKernel","25","7862957","314518","0.230814503911465"
"hiprtcCreateProgram","6","3619874","603312","0.106260204848126"
"hipLaunchKernel","11","1780751","161886","0.0522733570404677"
"hipModuleLoadData","7","564460","80637","0.016569536737625"
"hipStreamSynchronize","3","325371","108457","0.00955115816507419"
"hipModuleUnload","7","319990","45712","0.00939320068857424"
"hiprtcDestroyProgram","6","260031","43338","0.00763312406091018"
"hipStreamDestroy","1","160210","160210","0.00470291159822644"
"hipEventRecord","20","158190","7909","0.00464361516586631"
"hipMemGetInfo","1","96080","96080","0.00282039664413955"
"hipMemcpy","2","70940","35470","0.00208242025328122"
"hipSetDevice","72","35350","490","0.00103768756630238"
"hipGetDevice","75","34850","464","0.00102301023155977"
"hipEventElapsedTime","10","28281","2828","0.000830179407711391"
"hipGetDeviceProperties","14","17320","1237","0.00050842287548394"
"hipStreamCreate","1","10390","10390","0.000304995015951393"
"__hipPopCallConfiguration","11","7530","684","0.000221040661223676"
"hiprtcGetCode","6","7510","1251","0.000220453567833972"
"__hipPushCallConfiguration","11","7110","646","0.000208711700039885"
"hipGetLastError","11","4780","434","0.000140315320139332"
"hipEventDestroy","2","4050","2025","0.000118886411415124"
"hipEventCreate","2","3260","1630","9.56962225218039e-05"
"hiprtcGetCodeSize","6","2680","446","7.86705142203787e-05"
"hipGetDeviceCount","1","1750","1750","5.13706715991279e-05"
"Total","350","3406613045","9733180","100.0"
