Mode,Stage,Length,Factors,WGS,TPT,GPU_Time_ms
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,16,2.626164
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,32,2.641933
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,64,3.36462
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,16,2.717567
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,32,2.540708
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,64,2.655023
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,128,3.000155
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,16,2.71799
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,32,2.600205
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,64,2.549629
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,128,2.670705
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,256,3.211562
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,32,2.598691
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,64,2.669295
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,128,2.696089
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,256,3.034767
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,64,2.668104
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,128,2.866952
z2d,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,256,3.322803
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",64,16,2.560912
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",64,32,2.680288
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",64,64,3.525347
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",128,16,2.688874
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",128,32,2.520771
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",128,64,2.685108
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",128,128,3.00147
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,16,2.688436
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,32,2.693296
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,64,2.67242
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,128,2.764172
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,256,3.625004
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",512,32,2.688451
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",512,64,2.759721
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",512,128,2.919871
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",512,256,3.625074
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",1024,64,2.768857
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",1024,128,8.084731
z2d,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",1024,256,14.451053
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",64,16,2.567054
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",64,32,2.656856
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",64,64,3.855127
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",128,16,2.672466
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",128,32,2.519986
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",128,64,2.675449
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",128,128,3.043885
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",256,16,2.674734
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",256,32,2.614966
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",256,64,2.589309
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",256,128,2.683922
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",256,256,3.193856
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",512,32,2.6183
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",512,64,2.646338
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",512,128,2.808299
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",512,256,3.227804
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",1024,64,2.642969
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",1024,128,6.233366
z2d,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",1024,256,8.169259
z2d,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,16,2.774209
z2d,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,32,2.65545
z2d,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,64,3.258634
z2d,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,16,2.852511
z2d,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,32,2.720366
z2d,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,64,2.662822
z2d,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,128,2.993019
