Stage,Length,Factors,WGS,TPT,GPU_Time_ms
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,32,15.257294
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,32,15.260197
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",256,16,15.279993
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,128,15.290208
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",512,128,15.29926
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",256,128,15.311094
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",512,64,15.344562
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",1024,64,15.36119
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",64,32,15.365536
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",256,128,15.382145
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",128,64,15.455822
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,15.505069
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,16,15.506754
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,16,15.517636
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",1024,128,15.518449
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",128,64,15.532904
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",128,16,15.549028
N=131072_Stage2_256_sbcc,256,"[16, 16]",128,32,15.568757
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",128,64,15.597918
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",256,16,15.602039
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",128,64,15.646823
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",1024,128,15.648695
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",512,64,15.728904
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",1024,64,15.731493
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",256,128,15.731767
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",256,128,15.769329
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",1024,64,15.873597
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",512,64,15.874992
N=131072_Stage2_256_sbcc,256,"[16, 16]",128,16,15.877085
N=131072_Stage2_256_sbcc,256,"[16, 16]",512,16,15.878094
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",512,128,15.878543
N=131072_Stage2_256_sbcc,256,"[16, 16]",256,16,15.882
N=131072_Stage2_256_sbcc,256,"[16, 16]",1024,16,15.884477
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,128,15.905037
N=131072_Stage1_256_sbrc,256,"[16, 16]",256,64,15.926004
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",128,16,15.943484
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",512,16,15.944785
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",1024,16,15.947792
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",256,16,15.952378
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,128,15.99138
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",128,16,15.992192
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",512,128,16.032221
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,256,16.044333
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",256,16,16.06637
N=131072_Stage2_256_sbcc,256,"[16, 16]",512,32,16.137764
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",128,16,16.153516
N=131072_Stage2_256_sbcc,256,"[16, 16]",1024,32,16.155772
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",1024,16,16.160395
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",512,16,16.16269
N=131072_Stage2_256_sbcc,256,"[16, 16]",256,32,16.166667
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",256,16,16.172858
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",1024,16,16.293191
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",256,16,16.301235
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",128,16,16.305352
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",512,16,16.305669
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",256,16,16.325581
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,16,16.331318
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",128,16,16.333804
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,16,16.343805
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",1024,128,16.426762
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,16,16.428258
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,64,16.43223
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,16.434545
N=131072_Stage1_256_sbrc,256,"[16, 16]",128,64,16.436257
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,256,16.502791
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",256,16,16.531479
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,16,16.539243
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",1024,128,16.540355
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",128,16,16.551534
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,16,16.55366
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,64,16.568694
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,16,16.681095
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",512,256,16.688049
N=131072_Stage1_256_sbrc,256,"[16, 16]",512,64,16.690319
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,16,16.697036
N=131072_Stage2_256_sbcc,256,"[16, 16]",64,32,16.699396
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,16,16.703653
N=131072_Stage1_256_sbrc,256,"[16, 16]",1024,64,16.704097
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,16,16.710099
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",128,16,16.710419
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,16,16.710623
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",256,16,16.712572
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",128,16,16.713912
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",1024,128,16.721147
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",512,128,16.804775
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",256,128,16.827596
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",256,128,16.840336
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",256,128,16.855156
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,256,16.894113
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,256,16.895904
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,16,16.950159
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",512,16,16.95364
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",1024,128,16.954647
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",128,16,16.961686
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",256,16,16.967109
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,256,17.01113
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",256,16,17.084291
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",128,16,17.084724
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,16,17.088889
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,16,17.089367
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,256,17.122078
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,128,17.140714
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,64,17.312734
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,64,17.316399
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,16,17.414934
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,16,17.422357
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",128,16,17.425348
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,16,17.427068
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",256,16,17.54534
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",128,16,17.546336
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,16,17.550267
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,16,17.551685
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",256,16,17.554667
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",128,16,17.556494
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,16,17.560433
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,16,17.56194
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,64,17.604105
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,128,17.624461
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",64,64,17.733746
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",128,128,17.846664
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,128,17.852312
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",64,64,17.89823
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",128,128,17.942324
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,128,17.987834
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",1024,256,18.008397
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,256,18.037116
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,128,18.09542
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,16,18.108825
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,16,18.110856
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",256,16,18.115452
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",128,16,18.117984
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",128,128,18.120474
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,128,18.14502
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",64,64,18.165719
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",128,128,18.17581
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",64,64,18.177241
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",64,64,18.209545
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,128,18.260887
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,64,18.285964
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",256,256,18.314847
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",64,64,18.326034
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",64,64,18.361011
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",256,128,18.364538
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",128,128,18.390968
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,64,18.553232
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",64,64,18.600652
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",128,128,18.639378
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",1024,256,18.704254
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",64,64,18.716103
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,256,18.757003
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,18.76601
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,16,18.769704
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,16,18.771813
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",512,256,18.77282
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,16,18.774241
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,18.774755
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",512,128,18.786287
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,64,18.885863
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",512,256,18.903806
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,128,19.003743
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",512,128,19.136718
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",128,128,19.142637
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",256,256,19.293255
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",1024,256,19.333949
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,256,19.346833
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",256,256,19.347975
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",512,128,19.393104
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,256,19.4384
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,256,19.545779
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",512,256,19.567766
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,256,19.569664
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,256,19.753494
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,128,19.870306
N=131072_Stage1_256_sbrc,256,"[16, 16]",64,64,19.899028
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",256,256,19.93195
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,128,20.043362
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,256,20.128615
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",64,64,20.154661
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",128,128,20.220268
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",64,64,20.221739
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",512,256,20.22216
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",64,64,20.224222
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",64,64,20.243635
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",64,64,20.255364
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",64,64,20.271196
N=131072_Stage2_256_sbcc,256,"[16, 16]",1024,64,20.318551
N=131072_Stage2_256_sbcc,256,"[16, 16]",512,64,20.327654
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,20.332635
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",64,64,20.338018
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,128,20.341931
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",64,64,20.364826
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",64,64,20.411044
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",128,128,20.4485
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",64,64,20.463775
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",512,256,20.47236
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",128,128,20.542744
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,128,20.546674
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,128,20.578235
N=131072_Stage2_256_sbcc,256,"[16, 16]",256,64,20.607126
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,128,20.679993
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",128,128,20.686229
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,256,20.686905
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",128,128,20.693387
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",64,64,20.706625
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",64,64,20.729071
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",128,128,20.731794
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",128,128,20.732223
N=131072_Stage1_256_sbrc,256,"[16, 16]",1024,128,20.836701
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",1024,128,20.848463
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",128,128,20.912207
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",256,128,20.942902
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",256,256,20.982242
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",128,128,21.048626
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",1024,256,21.066379
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",128,128,21.119582
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",1024,256,21.120108
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,256,21.160739
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,256,21.200669
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,256,21.208375
N=131072_Stage2_256_sbcc,256,"[16, 16]",128,64,21.292162
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",512,256,21.454836
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",512,128,21.479019
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,256,21.487563
N=131072_Stage1_256_sbrc,256,"[16, 16]",256,128,21.494604
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,256,21.513292
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",256,256,21.644342
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",256,128,21.666174
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",128,128,21.708452
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,256,21.838381
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",256,256,21.891895
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",256,256,21.912374
N=131072_Stage1_256_sbrc,256,"[16, 16]",512,128,21.930888
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,256,21.963364
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",64,64,22.015485
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,256,22.039208
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,128,22.047946
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",512,128,22.164261
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,128,22.584202
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",1024,256,22.679632
N=131072_Stage1_256_sbrc,256,"[16, 16]",128,128,22.874761
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",128,128,23.062382
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",256,256,23.352636
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",128,128,23.531921
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,256,23.741684
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",128,128,23.781846
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,128,23.852097
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,256,23.976605
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,256,24.037779
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,256,24.179869
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",128,128,24.474189
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",512,256,24.530545
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",256,256,24.604556
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,128,25.166266
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",256,256,25.351251
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",1024,128,25.3769
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",256,256,25.581068
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",256,256,25.785864
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",1024,256,25.841482
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",256,256,25.845277
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",256,256,25.897755
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,512,26.041319
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,512,26.757754
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",512,256,26.804428
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",1024,128,26.867373
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",256,256,26.908245
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,512,27.143194
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",1024,128,27.272641
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",1024,256,27.831578
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,512,28.006121
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",1024,128,28.225066
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,512,28.542984
N=131072_Stage1_256_sbrc,256,"[16, 16]",1024,256,28.56999
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,256,28.744462
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,512,29.054649
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,256,29.08175
N=131072_Stage2_256_sbcc,256,"[16, 16]",64,64,29.109317
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,512,29.322636
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",512,512,30.056781
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",512,256,30.068963
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,256,31.438546
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,256,32.341268
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,512,32.402212
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,256,32.533085
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,256,33.144967
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",512,256,33.182407
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",512,256,33.41332
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,128,33.507128
N=131072_Stage2_256_sbcc,256,"[16, 16]",512,128,33.802651
N=131072_Stage1_256_sbrc,256,"[16, 16]",256,256,34.226015
N=131072_Stage1_256_sbrc,256,"[16, 16]",512,256,34.459287
N=131072_Stage2_256_sbcc,256,"[16, 16]",256,128,34.559187
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",512,256,34.725489
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,256,35.413208
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,256,35.618651
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,512,35.942464
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",512,256,36.207215
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,256,36.858079
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",1024,256,37.017497
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",512,512,37.144465
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,256,37.285181
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,512,37.384964
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",256,256,37.409302
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,512,37.566374
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,512,37.703031
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",256,256,38.155046
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,512,38.611599
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,512,38.710284
N=131072_Stage2_256_sbcc,256,"[16, 16]",128,128,38.983612
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",1024,256,39.969739
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,256,40.391003
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",1024,256,40.509565
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,512,40.927961
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,256,41.223527
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",1024,256,41.576271
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",1024,256,41.73715
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,1024,42.132734
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,512,42.202404
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,512,43.782436
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,1024,44.39133
