Mode,Stage,Length,Factors,WGS,TPT,GPU_Time_ms
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,16,5.984757
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,32,6.055565
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,64,7.597024
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,16,6.173275
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,32,5.823546
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,64,6.071079
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,128,6.766902
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,16,6.173311
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,32,5.940511
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,64,5.853022
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,128,6.097722
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,256,7.178631
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,32,5.952644
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,64,6.082943
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,128,6.148488
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,256,6.834692
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,64,6.076511
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,128,6.482881
z2d,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,256,7.404632
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,16,5.859239
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,32,6.129653
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,64,7.898217
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,16,6.120874
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,32,5.799393
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,64,6.134627
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,128,6.764517
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,16,6.117996
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,32,6.13935
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,64,6.087017
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,128,6.26867
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,256,8.009967
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,32,6.131264
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,64,6.311553
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,128,6.582954
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,256,8.000878
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,64,6.305333
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,128,16.960513
z2d,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,256,29.389066
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,16,5.870466
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,32,6.079267
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,64,8.497241
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,16,6.097727
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,32,5.790127
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,64,6.117108
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,128,6.856208
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,16,6.087815
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,32,5.974505
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,64,5.928395
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,128,6.126011
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,256,7.139173
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",512,32,5.985347
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",512,64,6.04447
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",512,128,6.379864
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",512,256,7.21634
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",1024,64,6.03932
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",1024,128,13.204743
z2d,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",1024,256,17.100847
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,16,6.292438
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,32,6.066037
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,64,7.378216
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,16,6.449893
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,32,6.186129
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,64,6.086548
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,128,6.744456
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,16,6.450591
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,32,6.264089
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,64,6.112135
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,128,6.115131
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,256,7.203991
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,32,6.260164
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,64,6.385202
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,128,6.278767
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,256,6.947399
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",1024,64,6.38996
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",1024,128,6.536495
z2d,N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",1024,256,7.390431
z2d,N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",64,16,5.888719
z2d,N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",64,32,6.066096
z2d,N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",64,64,6.726465
z2d,N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",128,16,5.992104
z2d,N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",128,32,5.875225
