"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipMalloc","13","12651340","973180","31.2532770777936"
"hipModuleGetFunction","14","10877440","776960","26.8711177011349"
"hipModuleLaunchKernel","307","6855366","22330","16.9351746983075"
"hipModuleLoadData","14","6500383","464313","16.058241341295"
"hipDeviceSynchronize","2","1339491","669745","3.30901575376291"
"hipMemcpy","7","940961","134423","2.32450592999617"
"hipModuleUnload","14","502061","35861","1.2402679512964"
"hipStreamSynchronize","4","356411","89102","0.880461021249409"
"hipGetDevice","449","199540","444","0.492934258987818"
"hipSetDevice","234","108060","461","0.266946356751647"
"hipStreamDestroy","1","86100","86100","0.212697402520052"
"hipFree","13","47770","3674","0.118008767925469"
"hipGetDeviceProperties","3","9050","3016","0.0223566956191227"
"hipStreamCreate","1","6070","6070","0.0149950433600083"
"Total","1076","40480043","37620","100.0"
