Stage,Length,Factors,WGS,TPT,Total_Time_ms
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",256,256,61.987568
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",512,256,62.837354272727275
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",1024,1024,63.79179854545455
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",512,512,64.13842354545454
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",1024,512,64.24853181818182
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",128,128,68.29131336363636
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",256,128,70.2648260909091
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",64,64,81.05574854545455
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",1024,256,83.48078863636364
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",128,64,86.53754045454545
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",512,128,97.601765
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",1024,128,98.14307645454545
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",64,32,120.51178236363636
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",256,64,130.03986309090908
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",512,64,130.38994336363635
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",128,32,199.1747709090909
128K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",256,32,203.81279645454546
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",64,32,288.5492433636364
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",128,64,291.49808154545457
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",128,128,292.15783927272724
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",256,128,292.6649607272727
128K_z2z_256_sbrr,256,"[16, 8, 2]",64,32,293.3807320909091
128K_z2z_256_sbrr,256,"[16, 4, 4]",128,64,300.73375945454546
128K_z2z_256_sbrr,256,"[16, 8, 2]",64,64,301.17760745454547
128K_z2z_256_sbrr,256,"[4, 4, 4, 4]",128,64,302.92238736363635
128K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",128,128,303.02841381818183
128K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,128,303.84524145454543
128K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,128,304.60956263636365
128K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",128,128,304.96165354545457
128K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",256,128,305.56281654545455
128K_z2z_256_sbrr,256,"[16, 8, 2]",128,64,305.9290771818182
128K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",256,128,306.41819127272726
128K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",64,64,306.43349390909094
128K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",128,64,306.59237554545456
128K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",64,64,307.140086
128K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",128,64,307.4796595454546
128K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",64,64,307.9241878181818
128K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",128,128,308.07568745454546
128K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",256,128,308.2592341818182
128K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",64,64,308.3784821818182
128K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",128,128,308.46268427272724
128K_z2z_256_sbrr,256,"[8, 8, 4]",64,32,308.88350490909096
128K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",64,64,309.2717835454546
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",256,64,309.43273090909094
128K_z2z_256_sbrr,256,"[4, 4, 4, 4]",64,64,309.6238766363636
128K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",128,64,309.65166427272726
128K_z2z_256_sbrr,256,"[4, 4, 4, 4]",128,128,309.72741236363635
128K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",128,64,310.4469293636364
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",64,64,310.5418665454546
128K_z2z_256_sbrr,256,"[8, 8, 2, 2]",64,32,310.89474481818183
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",512,64,311.66847354545456
128K_z2z_256_sbrr,256,"[8, 8, 4]",128,64,311.77035827272726
128K_z2z_256_sbrr,256,"[4, 4, 4, 4]",256,128,311.7936019090909
128K_z2z_256_sbrr,256,"[8, 8, 2, 2]",128,64,311.94024918181816
128K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",128,128,312.36712672727276
128K_z2z_256_sbrr,256,"[8, 8, 4]",64,64,312.5812353636364
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",1024,64,312.6328986363636
128K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",256,128,312.65229345454543
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",128,32,312.65921572727274
128K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,312.6958871818182
128K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",128,64,312.7019248181818
128K_z2z_256_sbrr,256,"[8, 8, 2, 2]",64,64,312.80184981818184
128K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",256,128,313.7984768181818
128K_z2z_256_sbrr,256,"[4, 4, 4, 4]",64,32,313.8888851818182
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",256,32,314.743998
128K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",64,32,314.90864627272725
128K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",256,256,315.9706291818182
128K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",64,32,317.062502
128K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,256,317.06676563636364
128K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",64,32,317.92250172727273
128K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,256,318.87207454545455
128K_z2z_256_sbrr,256,"[16, 4, 2, 2]",64,64,319.000321
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",512,256,319.35811609090905
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",512,32,319.54392890909094
128K_z2z_256_sbrr,256,"[16, 4, 2, 2]",64,32,319.5593513636364
128K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",512,256,319.5671278181818
128K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",128,128,319.7495313636364
128K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",64,32,319.82998645454546
128K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",256,256,319.895387
128K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",256,128,320.0313495454546
128K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",64,32,320.07898654545454
128K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,256,320.24355881818184
128K_z2z_512_sbrr,512,"[8, 4, 4, 4]",256,128,320.5654590909091
128K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,256,320.87791009090904
128K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",64,32,320.8923948181818
128K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",64,64,320.9649486363636
128K_z2z_256_sbrr,256,"[8, 8, 2, 2]",128,128,321.02836309090907
128K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,321.1098007272727
128K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",128,128,321.27097463636363
128K_z2z_256_sbrr,256,"[16, 4, 4]",64,32,321.42649109090905
128K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",128,128,321.5483376363636
128K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",128,128,321.56492436363635
128K_z2z_512_sbrr,512,"[8, 8, 8]",64,64,321.68404890909096
128K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,128,321.7463611818182
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",256,256,321.97670309090904
128K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",256,256,322.0863598181818
128K_z2z_256_sbrr,256,"[8, 8, 2, 2]",256,128,322.1321884545454
128K_z2z_512_sbrr,512,"[8, 8, 8]",128,64,322.2903979090909
128K_z2z_256_sbrr,256,"[16, 16]",64,32,322.5026153636364
128K_z2z_512_sbrr,512,"[8, 4, 4, 4]",128,128,323.3931222727272
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",1024,128,323.39438045454546
128K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",128,128,323.5494371818182
128K_z2z_256_sbrr,256,"[8, 4, 4, 2]",512,128,323.6039927272727
128K_z2z_256_sbrr,256,"[16, 8, 2]",128,128,323.6335225454546
128K_z2z_256_sbrr,256,"[8, 8, 4]",128,128,323.6691590909091
128K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",256,256,323.745724
128K_z2z_256_sbrr,256,"[16, 4, 2, 2]",128,64,323.7795382727272
128K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,256,324.00522145454545
128K_z2z_256_sbrr,256,"[4, 4, 4, 4]",256,256,324.0871384545454
128K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",128,128,324.2083121818182
128K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,256,324.2502611818182
128K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,256,324.25769754545456
128K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,128,324.39399036363636
128K_z2z_512_sbrr,512,"[8, 8, 4, 2]",64,64,324.403355
128K_z2z_256_sbrr,256,"[16, 8, 2]",256,128,324.5197713636364
128K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",128,64,324.5560137272727
128K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",512,256,324.5991174545454
128K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",256,128,324.64196272727276
128K_z2z_256_sbrr,256,"[8, 8, 4]",256,128,324.71321354545455
128K_z2z_512_sbrr,512,"[8, 4, 4, 4]",64,64,324.82603727272726
128K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,324.8378517272727
128K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,128,324.9255003636364
