Mode,Stage,Length,Factors,WGS,TPT,GPU_Time_ms
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",64,32,2.667095
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",512,64,2.667315
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",1024,64,2.667389
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",64,32,2.667474
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,64,2.667985
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",128,32,2.669394
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",256,32,2.669466
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",512,32,2.669553
d2z,N=65536_Stage1_256_sbrc,256,"[16, 16]",128,32,2.669932
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 4]",64,32,2.671172
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",256,64,2.671285
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,32,2.671476
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",512,32,2.671939
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",128,64,2.672187
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,32,2.673699
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",64,32,2.674023
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",256,32,2.675534
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,64,2.676667
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",64,32,2.679594
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",128,64,2.680671
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",128,64,2.68167
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,64,2.683167
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,64,2.683607
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",128,64,2.684201
d2z,N=65536_Stage2_128_sbcc,128,"[2, 2, 2, 2, 2, 2, 2]",512,64,2.684537
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 4]",128,64,2.686067
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,128,2.686184
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 4, 2]",128,16,2.686208
d2z,N=65536_Stage2_128_sbcc,128,"[16, 2, 2, 2]",128,16,2.686296
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,128,2.686368
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",128,16,2.686424
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",256,16,2.687779
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,64,2.687878
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 4]",512,128,2.68855
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,64,2.688753
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",256,128,2.690178
d2z,N=65536_Stage2_128_sbcc,128,"[2, 2, 2, 2, 2, 2, 2]",256,32,2.6913
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 4]",64,32,2.6921
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",128,16,2.692462
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",1024,64,2.692928
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",1024,64,2.694194
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",64,32,2.694341
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,2.694397
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",128,64,2.694951
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",512,128,2.695488
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",128,16,2.695663
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",256,128,2.69671
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",512,64,2.697104
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,16,2.697177
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",512,32,2.699649
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",128,64,2.699825
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",256,64,2.700186
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",128,16,2.70036
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",256,128,2.700564
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 2, 2]",64,32,2.701539
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",256,32,2.70167
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",256,128,2.702576
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",128,16,2.703213
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",64,16,2.70327
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",256,16,2.703532
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 4]",256,128,2.7048
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",128,64,2.706267
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,64,2.706923
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",512,32,2.709493
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,32,2.71021
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",128,16,2.711343
d2z,N=65536_Stage2_128_sbcc,128,"[2, 2, 2, 2, 2, 2, 2]",256,64,2.712848
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",64,16,2.713538
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,128,2.715562
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,128,2.716569
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",64,16,2.717699
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",512,64,2.717963
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",512,32,2.72068
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,16,2.720723
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,2.720782
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",512,32,2.721452
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,32,2.721626
d2z,N=65536_Stage2_128_sbcc,128,"[16, 4, 2]",256,64,2.722267
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",256,32,2.722294
d2z,N=65536_Stage2_128_sbcc,128,"[8, 2, 2, 2, 2]",256,64,2.722833
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",1024,64,2.722979
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,16,2.723067
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",256,64,2.723619
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",128,32,2.725263
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,128,2.726018
d2z,N=65536_Stage2_128_sbcc,128,"[4, 2, 2, 2, 2, 2]",256,64,2.728756
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 2, 2]",256,16,2.72932
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 2, 2, 2]",256,64,2.729423
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 2, 2]",128,16,2.729961
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 4]",128,64,2.730533
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",128,32,2.733596
d2z,N=65536_Stage2_128_sbcc,128,"[8, 2, 2, 2, 2]",128,32,2.7362
d2z,N=65536_Stage2_128_sbcc,128,"[16, 2, 2, 2]",256,64,2.737204
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 4, 2]",128,32,2.737728
d2z,N=65536_Stage2_128_sbcc,128,"[16, 2, 2, 2]",128,32,2.738455
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,2.739109
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,16,2.739825
d2z,N=65536_Stage2_128_sbcc,128,"[16, 4, 2]",128,32,2.740972
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",128,16,2.741029
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,64,2.742979
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,32,2.743812
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",512,64,2.745394
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",1024,64,2.746804
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",512,128,2.747068
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",256,64,2.748987
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",1024,128,2.749887
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",256,32,2.750571
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 4]",512,64,2.752404
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",128,32,2.752709
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 2, 2]",256,128,2.752763
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 4]",1024,64,2.753684
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,32,2.754308
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",512,32,2.754573
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,32,2.75479
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 4, 4]",1024,128,2.755185
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",128,32,2.755459
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,64,2.757249
d2z,N=65536_Stage2_128_sbcc,128,"[8, 2, 2, 2, 2]",128,16,2.758164
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 2, 2]",128,64,2.758367
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,128,2.758981
d2z,N=65536_Stage1_256_sbrc,256,"[16, 16]",64,32,2.759705
d2z,N=65536_Stage2_128_sbcc,128,"[4, 2, 2, 2, 2, 2]",128,32,2.759938
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",512,64,2.760115
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 2, 2, 2]",128,32,2.760274
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,64,2.7634
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,64,2.763983
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",64,16,2.766208
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 4, 2]",256,64,2.76852
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 4]",512,128,2.769815
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",256,16,2.770284
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",256,16,2.771139
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",128,16,2.771227
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",128,16,2.772082
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 2, 2]",512,128,2.772636
d2z,N=65536_Stage1_256_sbrc,256,"[8, 8, 4]",256,128,2.775648
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",1024,64,2.775823
d2z,N=65536_Stage2_128_sbcc,128,"[2, 2, 2, 2, 2, 2, 2]",128,32,2.775896
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",512,32,2.777685
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 4, 2]",1024,32,2.777727
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",1024,32,2.778848
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 4, 2]",512,32,2.778935
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",256,128,2.781537
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",128,16,2.785059
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,128,2.78522
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",1024,64,2.787054
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,16,2.787255
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,32,2.787358
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,32,2.78835
d2z,N=65536_Stage1_256_sbrc,256,"[16, 8, 2]",512,64,2.791705
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",128,32,2.792347
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,16,2.793367
d2z,N=65536_Stage2_128_sbcc,128,"[16, 4, 2]",512,32,2.794615
d2z,N=65536_Stage2_128_sbcc,128,"[16, 4, 2]",1024,32,2.794659
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,128,2.797902
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",512,32,2.798309
d2z,N=65536_Stage2_128_sbcc,128,"[16, 2, 2, 2]",64,16,2.798397
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",1024,32,2.79882
d2z,N=65536_Stage2_128_sbcc,128,"[16, 4, 2]",64,16,2.802003
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",64,16,2.804855
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",512,128,2.809146
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",512,32,2.809931
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",1024,32,2.810296
d2z,N=65536_Stage1_256_sbrc,256,"[16, 16]",256,64,2.813991
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",64,16,2.814092
d2z,N=65536_Stage1_256_sbrc,256,"[16, 16]",512,32,2.81428
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",256,16,2.816128
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",512,16,2.816428
d2z,N=65536_Stage1_256_sbrc,256,"[16, 16]",256,32,2.817292
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,2.817466
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",1024,16,2.8178
d2z,N=65536_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",1024,128,2.820318
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 4, 2]",64,16,2.820536
d2z,N=65536_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,128,2.82103
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,128,2.823823
d2z,N=65536_Stage1_256_sbrc,256,"[16, 16]",128,64,2.823968
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",64,16,2.825191
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",512,64,2.82618
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",256,16,2.828259
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",1024,16,2.828914
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",512,16,2.829277
d2z,N=65536_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",1024,64,2.830194
d2z,N=65536_Stage1_256_sbrc,256,"[16, 4, 4]",512,128,2.831988
d2z,N=65536_Stage2_128_sbcc,128,"[8, 2, 2, 2, 2]",64,16,2.834655
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",512,32,2.835866
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",1024,32,2.836856
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,64,2.840859
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 2, 2, 2]",64,16,2.841306
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 4, 2]",1024,64,2.842573
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",64,16,2.843431
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",512,64,2.843866
d2z,N=65536_Stage2_128_sbcc,128,"[4, 2, 2, 2, 2, 2]",64,16,2.844018
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",1024,64,2.844549
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",512,16,2.845621
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",128,64,2.846208
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",256,16,2.846993
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 2, 2]",64,32,2.85079
d2z,N=65536_Stage2_128_sbcc,128,"[8, 8, 2]",1024,16,2.850908
d2z,N=65536_Stage2_128_sbcc,128,"[8, 2, 2, 2, 2]",512,128,2.852506
d2z,N=65536_Stage2_128_sbcc,128,"[4, 2, 2, 2, 2, 2]",128,16,2.853389
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 2, 2, 2]",1024,32,2.853465
d2z,N=65536_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",1024,128,2.854048
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 2, 2, 2]",128,16,2.856171
d2z,N=65536_Stage2_128_sbcc,128,"[8, 2, 2, 2, 2]",1024,64,2.856404
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 2, 2, 2]",512,32,2.857945
d2z,N=65536_Stage2_128_sbcc,128,"[16, 8]",256,64,2.860462
d2z,N=65536_Stage2_128_sbcc,128,"[8, 4, 4]",64,32,2.861844
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,16,2.862007
d2z,N=65536_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,16,2.864258
d2z,N=65536_Stage2_128_sbcc,128,"[16, 4, 2]",1024,16,2.867211
d2z,N=65536_Stage2_128_sbcc,128,"[4, 4, 2, 2, 2]",64,32,2.8673
d2z,N=65536_Stage2_128_sbcc,128,"[16, 4, 2]",512,16,2.867895
d2z,N=65536_Stage2_128_sbcc,128,"[16, 2, 2, 2]",512,32,2.868113
d2z,N=65536_Stage2_128_sbcc,128,"[16, 4, 2]",256,16,2.869059
d2z,N=65536_Stage2_128_sbcc,128,"[16, 2, 2, 2]",1024,32,2.86964
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",256,16,2.873102
d2z,N=65536_Stage2_128_sbcc,128,"[8, 2, 2, 2, 2]",64,32,2.87329
d2z,N=65536_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",128,16,2.873352
d2z,N=65536_Stage2_128_sbcc,128,"[4, 2, 2, 2, 2, 2]",64,32,2.876214
