"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1431571665","178946458","97.1306889521752"
"hipMalloc","10","16303764","1630376","1.10619389063814"
"hipModuleLaunchKernel","307","9965179","32459","0.676127312006939"
"hiprtcCreateProgram","8","6237615","779701","0.423215866296447"
"hipModuleGetFunction","9","4767323","529702","0.323458041793214"
"hipDeviceSynchronize","2","1668831","834415","0.113228494764003"
"hipMemcpy","5","1268612","253722","0.0860740405706458"
"hipModuleLoadData","9","701420","77935","0.0475906372768525"
"hipStreamSynchronize","4","421850","105462","0.0286220956562975"
"hiprtcDestroyProgram","8","319531","39941","0.0216798550365116"
"hipModuleUnload","9","286381","31820","0.0194306610789289"
"hipStreamDestroy","1","98550","98550","0.00668651778340197"
"hipGetDevice","230","81620","354","0.00553783441381298"
"hipSetDevice","223","80380","360","0.00545370166849163"
"hipFree","10","61560","6156","0.00417678371127575"
"hiprtcGetCode","8","9040","1130","0.000613354852987862"
"hipStreamCreate","1","8400","8400","0.000569931500563943"
"hipGetDeviceProperties","3","5230","1743","0.000354850208089217"
"hiprtcGetCodeSize","8","3500","437","0.000237471458568309"
"hipGetDeviceCount","1","880","880","5.97071095828892e-05"
"Total","864","1473861331","1705858","100.0"
