"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1730952104","216369013","85.3914507269744"
"hipModuleLaunchKernel","30007","189951177","6330","9.37068480048844"
"hipDeviceSynchronize","2","66674887","33337443","3.28921020681638"
"hipMalloc","9","13389001","1487666","0.660507137391544"
"hipSetDevice","20023","7654268","382","0.377600886392323"
"hipGetDevice","20030","7585462","378","0.374206543969362"
"hipModuleGetFunction","9","4098363","455373","0.20218073126751"
"hiprtcCreateProgram","8","4007283","500910","0.197687566312662"
"hipMemcpy","5","1062100","212420","0.0523955917714517"
"hipModuleLoadData","9","593331","65925","0.0292702465505576"
"hipStreamSynchronize","4","368301","92075","0.0181690507909024"
"hipModuleUnload","9","355411","39490","0.0175331604058784"
"hiprtcDestroyProgram","8","213360","26670","0.010525490500289"
"hipStreamDestroy","1","94460","94460","0.00465990735216207"
"hipFree","9","47890","5321","0.00236251284242051"
"hipStreamCreate","1","10060","10060","0.000496280626325962"
"hiprtcGetCode","8","9860","1232","0.000486414212283696"
"hipGetDeviceProperties","3","6970","2323","0.000343844529372958"
"hiprtcGetCodeSize","8","3790","473","0.000186968546100934"
"hipGetDeviceCount","1","850","850","4.1932259679629e-05"
"Total","70162","2027078928","28891","100.0"
