Stage,Length,Factors,WGS,TPT,Total_Time_ms
512K_d2z_z2d_512_sbrr,512,"[8, 8, 2, 2, 2]",256,32,1289.0185157272726
512K_d2z_z2d_512_sbrr,512,"[8, 8, 4, 2]",256,256,1289.366225
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 4]",512,128,1289.6554144545453
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",64,32,1289.7726795454546
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 4, 2]",512,64,1290.4897483636364
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 4, 2]",512,128,1290.5381478181816
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 4]",1024,128,1290.7112034545455
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 4, 2]",256,64,1293.5972911818183
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",256,64,1293.6509959999999
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",256,32,1294.2563072727276
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",64,32,1294.3169898181818
512K_d2z_z2d_512_sbrr,512,"[8, 8, 4, 2]",512,64,1294.724177818182
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,128,1294.989529909091
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,128,1295.5181196363637
512K_d2z_z2d_512_sbrr,512,"[8, 8, 2, 2, 2]",512,256,1296.3612572727272
512K_d2z_z2d_512_sbrr,512,"[8, 8, 2, 2, 2]",128,32,1296.4957992727273
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",128,32,1297.141124
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 4]",512,64,1297.7010133636363
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 4, 2]",256,32,1299.2645287272726
512K_d2z_z2d_512_sbrr,512,"[16, 4, 2, 2, 2]",256,32,1300.1984664545455
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,512,1301.661859
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,64,1302.2942106363637
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 4, 2]",128,32,1303.2666765454546
512K_d2z_z2d_512_sbrr,512,"[16, 4, 2, 2, 2]",128,32,1304.1638755454546
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",1024,128,1304.4437274545453
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",512,128,1305.7551422727274
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,64,1307.4157703636365
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,128,1309.1925894545454
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,64,1309.3245503636363
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,64,1309.8207062727272
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,128,1310.788224
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,512,1311.048757818182
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,128,1315.2618215454545
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,64,1315.7936536363636
512K_d2z_z2d_512_sbrr,512,"[8, 8, 8]",256,256,1317.4105455454546
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,64,1317.749007909091
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",128,32,1318.1515523636363
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",512,64,1318.3494511818183
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,32,1318.449665090909
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",256,64,1319.2460766363638
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,64,1319.378941
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",1024,128,1321.522439909091
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,128,1322.5705938181818
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,128,1322.6380020000001
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,32,1322.7702439090908
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",1024,128,1323.9889269999999
512K_d2z_z2d_512_sbrr,512,"[8, 8, 4, 2]",1024,128,1324.1544806363636
512K_d2z_z2d_512_sbrr,512,"[16, 8, 4]",256,64,1327.4560484545455
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",128,32,1327.508432
512K_d2z_z2d_512_sbrr,512,"[16, 8, 4]",512,64,1328.4103368181818
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,512,1331.6507040909091
512K_d2z_z2d_512_sbrr,512,"[16, 16, 2]",64,16,1332.3547208181817
512K_d2z_z2d_512_sbrr,512,"[16, 4, 4, 2]",256,64,1332.763254
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,64,1333.1820579999999
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,128,1333.7987842727273
512K_d2z_z2d_512_sbrr,512,"[16, 8, 2, 2]",256,64,1334.1403222727272
512K_d2z_z2d_512_sbrr,512,"[8, 8, 2, 2, 2]",1024,128,1334.9463234545456
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,64,1335.0387015454546
512K_d2z_z2d_512_sbrr,512,"[8, 8, 4, 2]",512,128,1336.6224408181818
512K_d2z_z2d_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,32,1337.0359144545455
512K_d2z_z2d_512_sbrr,512,"[8, 8, 8]",1024,128,1337.0446446363635
512K_d2z_z2d_512_sbrr,512,"[8, 8, 4, 2]",512,256,1338.4755402727274
512K_d2z_z2d_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,256,1340.2253571818183
512K_d2z_z2d_512_sbrr,512,"[16, 4, 4, 2]",512,64,1340.380055090909
512K_d2z_z2d_512_sbrr,512,"[8, 8, 8]",512,128,1340.6389006363636
512K_d2z_z2d_512_sbrr,512,"[8, 8, 2, 2, 2]",512,128,1341.1080243636366
512K_d2z_z2d_512_sbrr,512,"[16, 4, 2, 2, 2]",256,64,1341.4427013636364
512K_d2z_z2d_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",128,32,1342.3398215454547
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,512,1344.0234657272727
512K_d2z_z2d_512_sbrr,512,"[16, 16, 2]",128,16,1345.5613051818182
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 4, 2]",512,512,1348.7807663636363
512K_d2z_z2d_512_sbrr,512,"[16, 8, 4]",128,16,1348.8618820909091
512K_d2z_z2d_512_sbrr,512,"[16, 8, 2, 2]",512,64,1351.5246713636363
512K_d2z_z2d_512_sbrr,512,"[16, 8, 4]",64,16,1351.9980389090908
512K_d2z_z2d_512_sbrr,512,"[8, 8, 8]",64,16,1353.8020786363636
512K_d2z_z2d_512_sbrr,512,"[8, 8, 8]",128,16,1358.1737713636362
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",128,32,1358.2680483636364
512K_d2z_z2d_512_sbrr,512,"[16, 4, 2, 2, 2]",512,64,1360.3260624545455
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,32,1360.4115898181817
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",128,32,1361.3219756363637
512K_d2z_z2d_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,64,1363.6639483636363
512K_d2z_z2d_512_sbrr,512,"[8, 8, 8]",512,256,1369.809958818182
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",256,32,1370.5665024545453
512K_d2z_z2d_512_sbrr,512,"[16, 16, 2]",128,128,1373.8748300909092
512K_d2z_z2d_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",512,64,1379.0016689090908
512K_d2z_z2d_512_sbrr,512,"[16, 4, 2, 2, 2]",256,256,1379.8840590909092
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,512,1386.4687591818183
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,32,1386.8458098181818
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",128,32,1392.402798818182
512K_d2z_z2d_512_sbrr,512,"[16, 4, 4, 2]",64,16,1393.5661818181818
512K_d2z_z2d_512_sbrr,512,"[16, 4, 4, 2]",256,256,1398.3378141818182
512K_d2z_z2d_512_sbrr,512,"[16, 4, 4, 2]",128,16,1401.0173135454545
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 4]",64,16,1406.5316302727274
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 4]",128,16,1407.3081635454546
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,256,1409.2127690000002
512K_d2z_z2d_512_sbrr,512,"[16, 16, 2]",512,64,1410.6238319090908
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",512,512,1412.6594476363634
512K_d2z_z2d_512_sbrr,512,"[16, 8, 2, 2]",64,16,1413.0038882727272
512K_d2z_z2d_512_sbrr,512,"[8, 8, 4, 2]",64,16,1413.4152034545455
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,256,1413.9289596363637
512K_d2z_z2d_512_sbrr,512,"[8, 8, 4, 2]",128,16,1418.659276
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 4, 2]",1024,512,1422.0820001818183
512K_d2z_z2d_512_sbrr,512,"[16, 8, 2, 2]",128,16,1424.4821740000002
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 4]",512,512,1424.5615711818182
512K_d2z_z2d_512_sbrr,512,"[16, 8, 2, 2]",256,256,1432.6425775454545
512K_d2z_z2d_512_sbrr,512,"[16, 4, 4, 2]",512,128,1441.7535821818183
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",1024,512,1446.6576634545454
512K_d2z_z2d_512_sbrr,512,"[16, 4, 2, 2, 2]",512,128,1457.2689706363635
512K_d2z_z2d_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,1024,1461.306543818182
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,256,1462.051566
512K_d2z_z2d_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",512,256,1464.0386024545455
512K_d2z_z2d_512_sbrr,512,"[16, 8, 4]",256,256,1467.7319387272728
512K_d2z_z2d_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",512,128,1469.6031832727272
512K_d2z_z2d_512_sbrr,512,"[16, 4, 2, 2, 2]",512,256,1474.7300591818182
512K_d2z_z2d_512_sbrr,512,"[16, 4, 4, 2]",1024,128,1476.5527098181817
512K_d2z_z2d_512_sbrr,512,"[4, 4, 4, 4, 2]",1024,256,1480.2859600000002
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",1024,512,1482.1815118181817
512K_d2z_z2d_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",1024,256,1482.943220909091
512K_d2z_z2d_512_sbrr,512,"[16, 8, 4]",512,128,1485.8874202727275
512K_d2z_z2d_512_sbrr,512,"[16, 4, 2, 2, 2]",1024,128,1488.4696207272727
512K_d2z_z2d_512_sbrr,512,"[16, 4, 4, 2]",512,256,1488.9006127272726
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 4]",1024,512,1494.514756
512K_d2z_z2d_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",1024,128,1498.5936443636365
512K_d2z_z2d_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",1024,256,1501.4194014545456
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",1024,512,1506.70527
512K_d2z_z2d_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,1024,1514.3537933636362
512K_d2z_z2d_512_sbrr,512,"[8, 8, 2, 2, 2]",512,512,1515.2319082727272
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 4]",1024,256,1515.916296090909
512K_d2z_z2d_512_sbrr,512,"[16, 8, 2, 2]",512,128,1518.478051
512K_d2z_z2d_512_sbrr,512,"[8, 4, 4, 2, 2]",1024,256,1519.3623501818183
512K_d2z_z2d_512_sbrr,512,"[16, 16, 2]",256,128,1520.3944840909091
512K_d2z_z2d_512_sbrr,512,"[16, 16, 2]",256,64,1522.5930913636364
512K_d2z_z2d_512_sbrr,512,"[8, 8, 4, 2]",512,512,1556.6372101818183
