"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipModuleLoadData","9","173288555","19254283","62.0629506437592"
"hipModuleGetFunction","9","61656153","6850683","22.0820283285475"
"hipMalloc","10","24907861","2490786","8.92070078075621"
"hipModuleLaunchKernel","307","15924562","51871","5.70335014582748"
"hipMemcpy","5","1230451","246090","0.440683573606833"
"hipStreamSynchronize","4","690291","172572","0.247226346037863"
"hipDeviceSynchronize","2","448791","224395","0.160733602299144"
"hipModuleUnload","9","403260","44806","0.144426765383336"
"hipGetDevice","431","335490","778","0.120155074935415"
"hipSetDevice","221","136920","619","0.0490376251457779"
"hipStreamDestroy","1","117640","117640","0.0421325315669684"
"hipFree","10","56150","5615","0.0201100106042611"
"hipStreamCreate","1","10030","10030","0.00359222451221262"
"hipGetDeviceProperties","2","8020","4010","0.0028723470177413"
"Total","1021","279214174","273471","100.0"
