Stage,Length,Factors,WGS,TPT,Total_Time_ms
512K_z2z_1024_sbrr,1024,"[8, 8, 4, 2, 2]",256,64,144.210004
512K_z2z_1024_sbrr,1024,"[16, 8, 2, 2, 2]",256,64,149.08584354545454
512K_z2z_1024_sbrr,1024,"[8, 4, 4, 4, 2]",256,64,149.45120927272728
512K_z2z_1024_sbrr,1024,"[16, 4, 4, 2, 2]",256,64,153.8409238181818
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 4, 2, 2]",256,64,154.37326981818183
512K_z2z_1024_sbrr,1024,"[8, 8, 2, 2, 2, 2]",256,64,156.70415536363637
512K_z2z_1024_sbrr,1024,"[8, 4, 4, 2, 2, 2]",256,64,158.5369786363636
512K_z2z_1024_sbrr,1024,"[16, 4, 2, 2, 2, 2]",256,64,161.3185400909091
512K_z2z_1024_sbrr,1024,"[8, 4, 2, 2, 2, 2, 2]",256,64,171.06559536363636
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 2, 2, 2, 2]",256,64,171.08024818181818
512K_z2z_1024_sbrr,1024,"[16, 2, 2, 2, 2, 2, 2]",256,64,175.43742263636364
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 4, 4]",64,32,177.5540691818182
512K_z2z_1024_sbrr,1024,"[8, 4, 4, 4, 2]",64,32,178.72086372727273
512K_z2z_1024_sbrr,1024,"[8, 8, 4, 2, 2]",64,32,180.66237163636362
512K_z2z_1024_sbrr,1024,"[4, 4, 2, 2, 2, 2, 2, 2]",256,64,180.7765216363636
512K_z2z_1024_sbrr,1024,"[8, 2, 2, 2, 2, 2, 2, 2]",256,64,182.08617818181818
512K_z2z_1024_sbrr,1024,"[16, 4, 4, 2, 2]",64,32,184.12736727272727
512K_z2z_1024_sbrr,1024,"[16, 8, 2, 2, 2]",64,32,189.27281690909092
512K_z2z_1024_sbrr,1024,"[4, 2, 2, 2, 2, 2, 2, 2, 2]",256,64,196.17558181818183
512K_z2z_1024_sbrr,1024,"[16, 8, 8]",128,32,197.44266945454547
512K_z2z_1024_sbrr,1024,"[8, 4, 4, 2, 2, 2]",64,32,199.66023845454546
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 4, 2, 2]",64,32,201.42269272727273
512K_z2z_1024_sbrr,1024,"[16, 4, 2, 2, 2, 2]",64,32,201.61025454545452
512K_z2z_1024_sbrr,1024,"[8, 8, 2, 2, 2, 2]",64,32,202.40127254545453
512K_z2z_1024_sbrr,1024,"[16, 16, 4]",128,32,205.6053579090909
512K_z2z_1024_sbrr,1024,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",256,64,206.38762681818181
512K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",256,32,206.43393681818182
512K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",128,32,209.10018454545454
512K_z2z_1024_sbrr,1024,"[16, 4, 4, 4]",128,32,217.657768
512K_z2z_1024_sbrr,1024,"[8, 4, 2, 2, 2, 2, 2]",64,32,218.94227354545453
512K_z2z_1024_sbrr,1024,"[8, 8, 8, 2]",128,32,219.06279190909092
512K_z2z_1024_sbrr,1024,"[16, 8, 4, 2]",128,32,221.8076368181818
512K_z2z_1024_sbrr,1024,"[8, 8, 4, 4]",128,32,224.4793492727273
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 2, 2, 2, 2]",64,32,226.60395009090908
512K_z2z_1024_sbrr,1024,"[16, 2, 2, 2, 2, 2, 2]",64,32,230.9246318181818
512K_z2z_1024_sbrr,1024,"[16, 16, 2, 2]",128,32,235.80874045454547
512K_z2z_1024_sbrr,1024,"[8, 2, 2, 2, 2, 2, 2, 2]",64,32,240.47843254545452
512K_z2z_1024_sbrr,1024,"[4, 4, 2, 2, 2, 2, 2, 2]",64,32,242.0950947272727
512K_z2z_1024_sbrr,1024,"[4, 2, 2, 2, 2, 2, 2, 2, 2]",64,32,288.98975390909095
512K_z2z_1024_sbrr,1024,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",64,32,307.09746809090905
512K_z2z_1024_sbrr,1024,"[8, 4, 4, 4, 2]",128,32,317.32968572727276
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 4, 4]",128,32,317.33327572727273
512K_z2z_1024_sbrr,1024,"[8, 8, 4, 2, 2]",128,32,328.066012
512K_z2z_1024_sbrr,1024,"[16, 4, 4, 2, 2]",128,32,339.01722290909095
512K_z2z_1024_sbrr,1024,"[16, 8, 2, 2, 2]",128,32,341.82535354545456
512K_z2z_1024_sbrr,1024,"[8, 4, 4, 2, 2, 2]",128,32,360.8390938181818
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 4, 2, 2]",128,32,367.15815736363635
512K_z2z_1024_sbrr,1024,"[8, 8, 2, 2, 2, 2]",128,32,369.881015
512K_z2z_1024_sbrr,1024,"[16, 4, 2, 2, 2, 2]",128,32,370.47001181818183
512K_z2z_1024_sbrr,1024,"[8, 4, 2, 2, 2, 2, 2]",128,32,403.64061763636363
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 2, 2, 2, 2]",128,32,418.48665109090905
512K_z2z_1024_sbrr,1024,"[16, 2, 2, 2, 2, 2, 2]",128,32,427.6319014545454
512K_z2z_1024_sbrr,1024,"[8, 2, 2, 2, 2, 2, 2, 2]",128,32,442.5447583636364
512K_z2z_1024_sbrr,1024,"[4, 4, 2, 2, 2, 2, 2, 2]",128,32,451.4725921818182
512K_z2z_1024_sbrr,1024,"[16, 8, 8]",64,16,526.08561
512K_z2z_1024_sbrr,1024,"[4, 2, 2, 2, 2, 2, 2, 2, 2]",128,32,539.4527173636363
512K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",128,16,542.1517079090909
512K_z2z_512_sbrr,512,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",64,16,547.9626644545455
512K_z2z_1024_sbrr,1024,"[16, 16, 4]",64,16,556.7450989090909
512K_z2z_1024_sbrr,1024,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",128,32,578.4791572727272
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 2, 2, 2, 2]",64,16,612.7234885454545
512K_z2z_1024_sbrr,1024,"[16, 4, 4, 4]",64,16,675.8775079090909
512K_z2z_1024_sbrr,1024,"[16, 8, 4, 2]",64,16,680.1447092727273
512K_z2z_1024_sbrr,1024,"[8, 8, 4, 4]",64,16,681.5119278181819
512K_z2z_1024_sbrr,1024,"[8, 8, 8, 2]",64,16,683.1003018181818
512K_z2z_1024_sbrr,1024,"[4, 4, 2, 2, 2, 2, 2, 2]",64,16,685.3110271818181
512K_z2z_1024_sbrr,1024,"[16, 16, 2, 2]",64,16,706.9726809090909
512K_z2z_1024_sbrr,1024,"[8, 2, 2, 2, 2, 2, 2, 2]",64,16,707.4559156363637
512K_z2z_1024_sbrr,1024,"[4, 2, 2, 2, 2, 2, 2, 2, 2]",64,16,771.0685470909091
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 4, 4]",64,16,782.3008573636364
512K_z2z_1024_sbrr,1024,"[16, 4, 4, 2, 2]",64,16,827.3905232727273
512K_z2z_1024_sbrr,1024,"[16, 8, 2, 2, 2]",64,16,829.6027386363636
512K_z2z_1024_sbrr,1024,"[8, 4, 4, 4, 2]",64,16,843.1580945454544
512K_z2z_1024_sbrr,1024,"[8, 8, 4, 2, 2]",64,16,856.850758
512K_z2z_1024_sbrr,1024,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",64,16,895.0370985454545
512K_z2z_1024_sbrr,1024,"[16, 4, 2, 2, 2, 2]",64,16,982.1248386363636
512K_z2z_1024_sbrr,1024,"[4, 4, 4, 4, 2, 2]",64,16,992.7670683636363
512K_z2z_1024_sbrr,1024,"[8, 8, 2, 2, 2, 2]",64,16,1008.8637636363636
512K_z2z_1024_sbrr,1024,"[8, 4, 4, 2, 2, 2]",64,16,1023.0229009090908
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",128,128,1030.9115786363636
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,128,1041.4010660909091
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",64,32,1043.0886688181818
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",64,32,1060.932679909091
512K_z2z_512_sbrr,512,"[8, 8, 8]",128,32,1085.5874701818182
512K_z2z_512_sbrr,512,"[8, 8, 8]",128,64,1108.4055512727273
512K_z2z_512_sbrr,512,"[8, 8, 8]",64,64,1110.4909095454545
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",128,128,1112.2829901818181
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",256,128,1112.8144482727273
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",64,64,1112.9270883636364
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",64,64,1112.9570566363636
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",128,128,1113.0495943636363
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",64,64,1114.504405909091
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",128,128,1115.1335156363637
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,256,1115.3118628181817
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",128,128,1115.3360728181817
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",128,64,1115.9486488181817
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",256,32,1116.1326712727273
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",128,64,1116.4766568181817
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",128,64,1116.5909837272727
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",256,128,1116.8305786363637
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",128,128,1117.1743998181817
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",128,128,1118.6581840909091
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",64,64,1118.831617909091
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,128,1119.725656
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,128,1119.808496090909
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",128,64,1120.8958902727272
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",256,128,1121.255328
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",64,64,1121.4946077272728
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",64,64,1121.5957086363637
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",64,64,1121.7342388181817
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",128,64,1121.734771090909
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,128,1121.7528258181817
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",256,128,1121.7847778181817
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",128,128,1123.104512090909
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",256,256,1123.8948561818183
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",128,64,1124.330395909091
512K_z2z_512_sbrr,512,"[8, 8, 8]",64,32,1124.5110814545455
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",64,64,1124.5660481818184
512K_z2z_512_sbrr,512,"[16, 8, 4]",64,64,1126.0259697272727
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",64,64,1126.169132909091
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,256,1126.4040042727272
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",128,64,1126.925459
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,256,1127.3226032727273
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",128,64,1128.0995841818183
512K_z2z_512_sbrr,512,"[16, 8, 4]",64,32,1128.609166909091
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",256,128,1129.6079781818182
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",128,64,1130.140216909091
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",128,128,1130.261711
512K_z2z_512_sbrr,512,"[16, 16, 2]",64,32,1130.5740114545456
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",128,32,1130.5880625454545
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",64,32,1131.4498273636364
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",128,128,1131.5779777272728
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,256,1132.4146925454545
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",64,64,1132.4432785454544
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",256,128,1132.4675061818182
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",64,64,1132.7329293636362
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",64,64,1133.0690528181817
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",64,64,1133.1611375454545
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",128,64,1133.6108635454545
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,256,1135.074771909091
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",64,32,1135.915644090909
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",64,64,1136.3185192727271
512K_z2z_512_sbrr,512,"[16, 8, 4]",128,64,1136.5955213636362
512K_z2z_512_sbrr,512,"[8, 8, 8]",128,128,1136.6576597272729
512K_z2z_512_sbrr,512,"[8, 8, 8]",256,128,1137.456453090909
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",256,256,1138.3520747272728
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",64,32,1140.821765
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",128,64,1140.9461575454545
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,256,1141.775802909091
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",64,32,1141.8470127272728
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",64,32,1142.094119
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",128,64,1142.591129090909
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",64,32,1144.4201577272727
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",128,128,1145.1618768181818
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,256,1145.1897332727272
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",128,64,1146.2300601818183
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",128,128,1147.3440758181819
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",64,32,1148.8199117272727
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",128,128,1149.7244841818183
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",64,32,1150.4438638181819
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",512,256,1151.0567697272727
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,256,1151.6894651818182
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",256,256,1152.205150909091
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",128,64,1152.6249973636363
512K_z2z_1024_sbrr,1024,"[16, 2, 2, 2, 2, 2, 2]",64,16,1153.4567297272727
512K_z2z_512_sbrr,512,"[16, 16, 2]",64,64,1154.1767577272728
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",64,32,1155.0546585454545
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",256,256,1155.6488595454546
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",256,128,1155.736652090909
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,512,1157.0711278181818
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",256,128,1162.8078941818183
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",64,32,1164.1641294545454
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",256,256,1165.8000476363638
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,256,1166.1579072727272
512K_z2z_512_sbrr,512,"[8, 8, 8]",256,64,1168.385756090909
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,512,1168.7997286363639
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,128,1169.5156672727273
512K_z2z_512_sbrr,512,"[8, 8, 8]",512,64,1169.9196853636363
512K_z2z_512_sbrr,512,"[8, 8, 8]",256,32,1170.170421090909
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",256,256,1171.9315424545455
512K_z2z_1024_sbrr,1024,"[8, 4, 2, 2, 2, 2, 2]",64,16,1172.3050474545455
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",256,32,1173.660395090909
512K_z2z_512_sbrr,512,"[16, 8, 4]",256,128,1174.7380317272728
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",256,32,1174.8911932727272
512K_z2z_512_sbrr,512,"[16, 8, 4]",256,32,1175.065691
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",512,256,1175.5248347272727
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",64,32,1176.0350434545455
512K_z2z_512_sbrr,512,"[16, 8, 4]",128,128,1177.3805823636362
512K_z2z_512_sbrr,512,"[16, 16, 2]",256,32,1178.2260742727271
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",256,128,1178.269682909091
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",128,128,1179.0357341818183
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",512,64,1179.3231661818184
512K_z2z_512_sbrr,512,"[16, 8, 4]",128,32,1181.6077376363637
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,512,1183.0659482727272
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",256,64,1183.1715908181818
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",256,64,1183.387019090909
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",64,32,1183.7604806363638
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",128,32,1184.4658931818183
512K_z2z_512_sbrr,512,"[16, 16, 2]",128,32,1185.3864966363637
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",512,256,1185.8126302727273
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",1024,128,1185.8232283636362
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",256,32,1186.338113090909
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",256,64,1186.8976507272728
512K_z2z_512_sbrr,512,"[16, 16, 2]",128,64,1187.6657895454546
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",1024,128,1188.3083621818182
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",256,256,1189.8774594545455
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",512,128,1190.031069
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",256,32,1190.9572696363637
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",1024,128,1191.4412944545454
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",256,64,1191.9535886363637
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",256,32,1192.0979042727272
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",512,64,1192.8415811818184
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",512,64,1193.4694038181817
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",512,256,1193.9192432727273
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",512,128,1194.102484909091
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,512,1194.4570966363638
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",1024,128,1194.7999095454545
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,64,1194.840048090909
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,64,1196.0650285454544
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,128,1197.9819201818182
512K_z2z_512_sbrr,512,"[8, 8, 8]",256,256,1198.3583826363638
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",128,32,1198.6221181818182
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",1024,128,1198.644668
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",128,32,1200.3913141818182
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",256,64,1200.5358567272729
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,64,1200.8546805454546
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",128,32,1200.961712909091
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",512,128,1201.0796288181818
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,64,1201.6066427272729
512K_z2z_512_sbrr,512,"[8, 4, 4, 4]",512,64,1202.3534815454545
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",256,64,1202.5384119090909
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",64,16,1202.573935909091
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,128,1202.8548700909091
512K_z2z_512_sbrr,512,"[16, 8, 4]",512,64,1202.872428
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",256,32,1203.3779182727274
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,128,1203.8991634545455
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,512,1203.992007
512K_z2z_512_sbrr,512,"[16, 8, 4]",256,64,1204.517403090909
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",512,64,1205.3639791818182
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",512,64,1205.4125936363637
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",128,32,1205.5146797272728
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",512,128,1205.542717909091
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,512,1205.5720764545456
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,64,1206.111542909091
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,128,1206.151831909091
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,64,1206.7428945454544
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,64,1206.7897491818183
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",1024,128,1206.9656287272728
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",128,32,1207.494698909091
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,128,1207.5512632727273
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",512,256,1207.5574311818182
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,64,1207.70396
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",1024,128,1207.7389744545455
512K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",256,32,1208.121651090909
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",128,32,1208.4524046363638
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",128,32,1209.1927276363638
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,64,1209.9468116363637
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,32,1210.0407025454545
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,128,1210.0879327272728
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",512,64,1210.1356289090909
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,128,1210.6611187272727
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,256,1211.1536567272728
512K_z2z_512_sbrr,512,"[8, 8, 8]",1024,128,1213.3932418181817
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",256,64,1213.5609542727273
512K_z2z_512_sbrr,512,"[8, 8, 4, 2]",512,128,1214.0029597272728
512K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",512,512,1214.277225909091
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,512,1214.2890311818182
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,32,1215.9103846363637
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",512,64,1216.129182909091
512K_z2z_512_sbrr,512,"[16, 8, 2, 2]",256,64,1217.2936925454544
512K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",512,128,1217.5178803636363
512K_z2z_512_sbrr,512,"[16, 16, 2]",64,16,1218.9585952727273
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,32,1219.1766808181817
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",128,32,1220.1901062727272
512K_z2z_512_sbrr,512,"[16, 16, 2]",128,16,1220.390908
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,128,1220.703608090909
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",256,64,1222.646386909091
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",512,64,1222.8632183636362
512K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",128,32,1222.9659558181818
512K_z2z_512_sbrr,512,"[16, 8, 4]",128,16,1223.4448482727273
512K_z2z_512_sbrr,512,"[16, 16, 2]",128,128,1224.3646788181818
512K_z2z_512_sbrr,512,"[8, 8, 8]",64,16,1226.3406774545456
512K_z2z_512_sbrr,512,"[8, 8, 8]",512,256,1226.4229352727273
512K_z2z_512_sbrr,512,"[8, 8, 8]",512,128,1226.455671090909
512K_z2z_512_sbrr,512,"[16, 8, 4]",64,16,1227.8478458181817
512K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,64,1228.0876251818183
512K_z2z_512_sbrr,512,"[8, 8, 8]",128,16,1230.0038822727272
512K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",256,256,1230.565693
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,32,1232.1693822727273
512K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,512,1233.56628
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",256,256,1238.1449906363637
512K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",128,32,1244.372461909091
512K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",128,32,1244.8218855454545
512K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,32,1246.2179628181818
512K_z2z_512_sbrr,512,"[16, 16, 2]",512,64,1247.2853063636362
512K_z2z_512_sbrr,512,"[16, 4, 4, 2]",128,16,1251.5482796363638
