Stage,Length,Factors,WGS,TPT,Total_Time_ms
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",512,128,185.2100959090909
64K_z2z_256_sbrr,256,"[16, 16]",64,16,185.2117212727273
64K_z2z_256_sbrr,256,"[8, 8, 4]",512,64,185.27288118181818
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",512,32,185.62996863636363
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",128,64,185.87265736363636
64K_z2z_256_sbrr,256,"[8, 8, 4]",256,32,186.45008936363638
64K_z2z_256_sbrr,256,"[16, 16]",128,16,186.45362245454547
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",512,64,186.46041127272727
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",1024,64,186.55443045454547
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,64,186.7051997272727
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",128,128,186.75021545454547
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",1024,128,186.88460545454546
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",1024,128,187.09924427272728
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",128,128,187.4243039090909
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",128,64,187.42564445454548
64K_z2z_256_sbrr,256,"[16, 4, 4]",128,32,187.46250863636362
64K_z2z_256_sbrr,256,"[16, 4, 4]",256,32,187.49705254545452
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,128,187.6998129090909
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",512,128,188.01544045454546
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",512,128,188.2570906363636
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",256,128,188.42044854545452
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,128,188.56196045454547
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",128,128,188.6031020909091
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",64,64,188.87176563636362
64K_z2z_256_sbrr,256,"[16, 8, 2]",256,32,189.535525
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",64,64,189.79979209090908
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",256,128,189.88151709090909
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",1024,128,189.91957445454545
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",256,32,190.435876
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",128,32,190.5244403636364
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",256,64,190.66931745454548
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,64,190.75449427272727
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",128,32,190.8790909090909
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",1024,128,190.9866342727273
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",128,32,191.2931777272727
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",128,32,191.32371327272728
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",256,64,191.3705746363636
64K_z2z_256_sbrr,256,"[16, 4, 4]",512,32,191.59283745454547
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",512,32,191.5978522727273
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",128,32,191.68356836363637
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",1024,64,191.73749463636364
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",512,32,192.08102145454546
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",64,64,192.2654840909091
64K_z2z_256_sbrr,256,"[8, 8, 4]",64,32,192.37808045454545
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",256,64,192.63099336363638
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",1024,128,193.02880527272728
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",128,32,193.03853954545454
64K_z2z_256_sbrr,256,"[8, 8, 4]",128,64,193.27171763636363
64K_z2z_256_sbrr,256,"[8, 8, 4]",64,64,193.5332362727273
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",128,128,193.6404431818182
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",256,256,193.67646745454547
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",1024,256,193.81460427272728
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",256,128,193.82691172727272
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",256,32,193.95118263636363
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,256,194.26648163636364
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",128,64,194.34512054545453
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",128,64,194.63381
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",128,32,194.85072281818182
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",512,64,194.86660854545454
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",128,64,195.079186
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",512,128,195.14442227272727
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",256,32,195.29307427272727
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",256,64,195.4552800909091
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,128,195.50154545454546
64K_z2z_256_sbrr,256,"[16, 16]",128,32,195.53123963636364
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",512,32,195.57026245454546
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",128,128,195.69335918181818
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",128,32,196.01494336363638
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",64,32,196.15733645454546
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",128,128,197.34052672727273
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",256,32,197.53682036363637
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",64,64,197.63742654545453
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",256,32,197.89888381818182
64K_z2z_256_sbrr,256,"[16, 8, 2]",64,16,198.18226845454546
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",128,32,198.33078327272727
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,64,198.56395918181818
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",512,32,198.5859339090909
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",1024,64,198.81874863636364
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",64,64,198.81929154545452
64K_z2z_256_sbrr,256,"[16, 16]",256,32,198.91845627272727
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",512,32,198.92666127272727
64K_z2z_256_sbrr,256,"[16, 4, 4]",128,16,198.978834
64K_z2z_256_sbrr,256,"[8, 8, 4]",512,128,199.0602437272727
64K_z2z_256_sbrr,256,"[16, 8, 2]",128,16,199.122984
64K_z2z_256_sbrr,256,"[16, 4, 4]",64,16,199.2610561818182
64K_z2z_256_sbrr,256,"[16, 4, 4]",256,64,199.35697945454547
64K_z2z_256_sbrr,256,"[8, 8, 4]",128,16,199.38909945454546
64K_z2z_256_sbrr,256,"[8, 8, 4]",64,16,199.5735658181818
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,199.6130419090909
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,256,199.8735610909091
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",256,256,200.034046
64K_z2z_256_sbrr,256,"[16, 16]",256,16,200.05766872727273
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",64,64,200.34125172727272
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",1024,128,200.3588509090909
64K_z2z_256_sbrr,256,"[16, 4, 4]",256,16,200.46441172727273
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",256,64,201.44103136363637
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",1024,64,201.46193336363638
64K_z2z_256_sbrr,256,"[8, 8, 4]",256,16,201.5197047272727
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",256,128,202.057897
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",512,128,202.37541754545452
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,32,202.4654840909091
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",64,32,202.536947
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",128,128,202.55003263636362
64K_z2z_256_sbrr,256,"[16, 4, 4]",512,64,202.68588972727272
64K_z2z_256_sbrr,256,"[16, 16]",512,32,202.7383918181818
64K_z2z_256_sbrr,256,"[16, 8, 2]",128,32,202.8224611818182
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",256,32,202.84110036363637
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,32,203.46535245454547
64K_z2z_256_sbrr,256,"[8, 8, 4]",1024,128,203.77575527272728
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",128,64,204.0169746363636
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",512,32,204.02731945454548
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",512,32,204.03434763636363
64K_z2z_256_sbrr,256,"[16, 4, 4]",64,64,204.4365448181818
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",512,64,204.71399654545453
64K_z2z_256_sbrr,256,"[8, 8, 4]",128,128,204.9715597272727
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",256,128,205.3889263636364
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",256,256,205.5747737272727
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",256,64,205.5926588181818
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",512,64,205.96891545454548
64K_z2z_256_sbrr,256,"[16, 4, 4]",64,32,206.025172
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",512,256,206.1093007272727
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",128,16,206.17521381818182
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",64,16,206.23745945454547
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",64,64,206.83520663636364
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,206.9975159090909
64K_z2z_256_sbrr,256,"[16, 4, 4]",128,64,207.2599679090909
64K_z2z_256_sbrr,256,"[16, 8, 2]",512,32,207.7038428181818
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,256,207.94232054545452
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",64,32,208.23434327272727
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",512,256,208.25920036363638
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",1024,128,208.3501578181818
64K_z2z_256_sbrr,256,"[8, 8, 4]",256,128,208.86768981818182
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",128,64,208.98619081818183
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",64,16,209.0128707272727
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",64,32,209.0912063636364
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",128,64,209.31321
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",64,32,209.3757372727273
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",128,16,209.47786454545454
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",64,16,209.4809746363636
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",64,64,210.07192090909092
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",256,128,210.405904
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",512,256,210.44911645454548
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",1024,256,210.53429636363637
64K_z2z_256_sbrr,256,"[16, 8, 2]",256,64,210.59333136363637
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",512,256,210.76786954545454
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",128,16,210.7976863636364
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",64,32,211.22263345454547
64K_z2z_256_sbrr,256,"[16, 4, 4]",1024,64,211.37085418181817
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",64,64,211.418345
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",64,16,211.97172445454547
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",256,16,212.038711
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",1024,256,212.12122672727273
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",128,64,212.37300527272728
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",128,16,212.9072160909091
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",256,256,213.99810727272728
64K_z2z_256_sbrr,256,"[16, 16]",64,32,214.57001445454546
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",64,32,214.626236
64K_z2z_256_sbrr,256,"[16, 8, 2]",256,16,214.64502863636363
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",1024,64,214.91098363636362
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",256,256,215.16875754545453
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",64,32,215.70134954545452
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,216.29526054545454
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",64,32,216.4073807272727
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",64,32,216.66496718181818
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",1024,64,216.745563
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,512,216.92350972727272
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",128,128,217.32277790909092
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",64,16,217.77300618181818
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",64,16,218.30145263636362
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",256,256,218.66951718181818
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",256,16,219.17535463636364
64K_z2z_256_sbrr,256,"[16, 8, 2]",64,32,219.72006954545452
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",256,16,220.15401863636362
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",512,256,220.70826636363637
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",128,16,220.808203
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",64,16,220.915733
64K_z2z_256_sbrr,256,"[16, 16]",256,64,220.9883
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",128,16,221.68180563636363
64K_z2z_256_sbrr,256,"[16, 8, 2]",128,64,222.0588249090909
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",128,128,222.29414654545454
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",256,16,222.72578863636363
64K_z2z_256_sbrr,256,"[16, 4, 4]",128,128,223.4855649090909
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",256,16,223.5379449090909
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",512,512,223.7778220909091
64K_z2z_256_sbrr,256,"[16, 16]",512,64,223.842493
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",512,256,224.26233318181818
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",256,128,224.31969472727272
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",512,128,224.51917918181817
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",256,256,224.956542
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",256,16,224.96635863636362
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",512,512,226.6486467272727
64K_z2z_256_sbrr,256,"[16, 8, 2]",64,64,227.09278463636363
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",1024,256,227.43882336363637
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,228.08807154545454
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",1024,256,228.11113563636363
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",128,16,228.4543991818182
64K_z2z_256_sbrr,256,"[16, 8, 2]",512,64,228.57210172727272
64K_z2z_256_sbrr,256,"[16, 16]",64,64,228.6107511818182
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",64,16,228.73104545454547
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",64,16,229.0056759090909
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",512,512,229.41896263636363
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",1024,512,229.62822990909092
64K_z2z_256_sbrr,256,"[8, 8, 4]",256,256,229.92878636363636
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",256,256,230.06293072727271
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",256,128,230.49232209090908
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",128,16,230.57654790909092
64K_z2z_256_sbrr,256,"[16, 16]",128,64,230.88170563636362
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",512,128,230.9467888181818
64K_z2z_256_sbrr,256,"[16, 4, 4]",512,128,231.603037
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",256,16,231.793916
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",512,512,231.87797963636362
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",128,16,233.4482430909091
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",256,16,234.06755154545453
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",512,256,234.539766
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",256,16,234.57693427272727
64K_z2z_256_sbrr,256,"[16, 4, 4]",256,128,235.9316630909091
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",512,256,236.20293963636362
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",1024,512,236.2841340909091
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",1024,256,236.69433536363638
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,512,236.7222651818182
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",1024,256,239.2875433636364
64K_z2z_256_sbrr,256,"[8, 8, 4]",512,256,239.95570063636362
64K_z2z_256_sbrr,256,"[16, 8, 2]",1024,64,240.54104163636362
64K_z2z_256_sbrr,256,"[8, 8, 4]",1024,256,240.8436461818182
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",1024,512,241.709956
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",1024,256,241.71696245454547
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",512,512,241.76980354545452
64K_z2z_256_sbrr,256,"[16, 8, 2]",512,128,245.256461
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",64,16,245.729502
64K_z2z_256_sbrr,256,"[16, 8, 2]",256,128,247.5730950909091
64K_z2z_256_sbrr,256,"[16, 8, 2]",128,128,247.918132
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",1024,128,249.44945345454548
64K_z2z_256_sbrr,256,"[16, 16]",128,128,249.7355231818182
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",128,16,249.90170127272728
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",512,512,251.9653278181818
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",256,16,252.3647420909091
64K_z2z_256_sbrr,256,"[16, 4, 4]",256,256,253.08226636363636
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",1024,512,254.3293339090909
64K_z2z_256_sbrr,256,"[16, 16]",256,128,257.4523440909091
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",256,256,258.4052239090909
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,259.13753745454545
64K_z2z_256_sbrr,256,"[16, 16]",512,128,262.60149454545456
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",1024,512,262.6887410909091
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",256,256,265.27856172727274
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,16,268.0542488181818
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",512,512,273.03246227272723
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",1024,512,273.0498713636364
64K_z2z_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",1024,1024,275.6309788181818
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,276.66660818181816
64K_z2z_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",1024,1024,278.3657022727273
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",1024,128,278.41514545454544
64K_z2z_256_sbrr,256,"[16, 8, 2]",256,256,278.48322609090906
64K_z2z_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,1024,278.71111854545455
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",512,256,279.3389420909091
64K_z2z_256_sbrr,256,"[16, 16]",1024,64,279.49371127272724
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",512,256,281.75237054545454
64K_z2z_256_sbrr,256,"[16, 4, 4]",512,256,281.87897072727276
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",512,512,282.3132371818182
64K_z2z_256_sbrr,256,"[16, 8, 2]",1024,128,282.6708095454546
64K_z2z_256_sbrr,256,"[16, 4, 4]",1024,128,285.2443953636364
64K_z2z_256_sbrr,256,"[4, 4, 4, 4]",1024,1024,286.43953354545454
64K_z2z_256_sbrr,256,"[8, 8, 4]",512,512,286.611855
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",1024,512,291.6083515454546
64K_z2z_256_sbrr,256,"[4, 4, 4, 2, 2]",1024,1024,292.2702806363636
64K_z2z_256_sbrr,256,"[16, 8, 2]",512,256,305.24672909090907
64K_z2z_256_sbrr,256,"[8, 8, 4]",1024,512,306.98081
64K_z2z_256_sbrr,256,"[8, 8, 2, 2]",1024,512,316.6138485454546
64K_z2z_256_sbrr,256,"[16, 16]",256,256,322.4521958181818
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",512,512,331.95054772727275
64K_z2z_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",1024,1024,335.3582568181818
64K_z2z_256_sbrr,256,"[16, 4, 4]",512,512,338.0160993636364
64K_z2z_256_sbrr,256,"[16, 2, 2, 2, 2]",1024,256,338.897612
64K_z2z_256_sbrr,256,"[16, 16]",512,256,339.07188754545456
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",512,512,343.3656639090909
64K_z2z_256_sbrr,256,"[16, 16]",1024,128,345.6751846363636
64K_z2z_256_sbrr,256,"[16, 4, 4]",1024,256,349.61396072727274
64K_z2z_256_sbrr,256,"[16, 4, 2, 2]",1024,256,355.98055090909094
64K_z2z_256_sbrr,256,"[8, 4, 2, 2, 2]",1024,1024,362.96283936363636
64K_z2z_256_sbrr,256,"[8, 4, 4, 2]",1024,1024,377.6337700909091
64K_z2z_256_sbrr,256,"[16, 8, 2]",1024,256,385.13918854545454
64K_z2z_256_sbrr,256,"[16, 8, 2]",512,512,391.73162554545456
64K_z2z_256_sbrr,256,"[16, 16]",512,512,393.4882697272727
64K_z2z_256_sbrr,256,"[8, 8, 4]",1024,1024,418.78576236363637
