Stage,Length,Factors,WGS,TPT,Total_Time_ms
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",128,128,524.3711764545454
256K_z2z_512_sbrr,512,"[8, 8, 8]",128,32,526.054644
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,256,527.2932797272728
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,256,527.453917090909
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,32,528.0786662727272
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,128,528.1205841818182
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,128,528.4317488181819
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",256,32,528.8864121818182
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",128,64,528.9035594545454
256K_z2z_512_sbrr,512,"[8, 8, 8]",1024,128,529.853442
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,128,529.9165233636364
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",64,64,530.1136496363637
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",64,64,530.3176790909091
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",128,64,530.5636249090909
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,256,530.7603084545455
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",64,64,531.2517198181819
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",1024,128,531.8329068181819
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",256,128,532.0293700909091
256K_z2z_512_sbrr,512,"[16, 16, 2]",128,16,532.3626904545455
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",1024,128,532.4866608181818
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",128,128,532.5931866363636
256K_z2z_512_sbrr,512,"[16, 8, 4]",256,32,533.3320672727273
256K_z2z_512_sbrr,512,"[8, 8, 8]",512,64,533.5137239090909
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",128,64,534.1832976363636
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,64,534.4026751818182
256K_z2z_512_sbrr,512,"[16, 16, 2]",256,32,534.415757
256K_z2z_512_sbrr,512,"[16, 8, 4]",128,32,536.1944115454546
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",128,64,536.6151882727272
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",256,256,536.6971931818182
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",128,128,537.7910717272728
256K_z2z_512_sbrr,512,"[16, 8, 4]",64,64,538.468332
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",128,32,538.6226907272727
256K_z2z_512_sbrr,512,"[16, 16, 2]",128,32,539.0052975454545
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",128,64,539.0505086363636
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",128,32,539.8025768181818
256K_z2z_512_sbrr,512,"[16, 8, 4]",512,64,541.3020777272727
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",64,32,542.1648953636363
256K_z2z_512_sbrr,512,"[8, 8, 8]",64,32,542.1847526363637
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",64,32,542.8222480909092
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",64,64,543.8175570909091
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",128,64,543.9058746363636
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",128,64,543.9376018181819
256K_z2z_512_sbrr,512,"[8, 8, 8]",128,128,544.0441373636364
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",256,32,544.3390452727273
256K_z2z_512_sbrr,512,"[8, 8, 8]",256,128,544.815204
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",256,64,545.5716946363636
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",256,64,545.8808455454545
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",256,64,546.7399651818181
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",64,64,547.8406923636363
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",512,64,547.8477256363636
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",256,32,548.0503744545455
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",256,32,548.2671370909092
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",128,32,548.3284945454545
256K_z2z_512_sbrr,512,"[16, 8, 4]",128,64,549.1687700909091
256K_z2z_512_sbrr,512,"[16, 16, 2]",64,32,549.2144322727272
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",64,64,550.1342606363636
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,64,550.3245392727273
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",512,128,550.5933055454545
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",128,32,550.887178
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,32,551.3336205454546
256K_z2z_512_sbrr,512,"[16, 8, 4]",64,32,551.8744537272728
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,256,552.2865131818181
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",128,64,552.6805850909092
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",256,256,552.6901028181819
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",64,64,553.0469360909091
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,512,553.0758703636363
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",512,256,553.3531559090909
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",512,128,553.617768
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",1024,128,553.828895
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,256,553.8454161818181
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",64,32,553.8910371818181
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,128,553.9661435454545
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",256,64,554.0249025454546
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",128,32,554.3005463636364
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,128,554.4591755454545
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,512,554.7418674545455
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",256,256,555.0009002727272
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",128,32,555.0251987272727
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",512,64,555.4463020909092
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",512,64,555.5004380909091
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",64,64,556.3583329090909
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",128,32,556.4652248181819
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",1024,128,556.6574316363636
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",128,32,556.9887209090908
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",128,64,557.0224415454545
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",128,128,557.7398618181819
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,64,558.6342921818182
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",512,128,558.7665087272727
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",128,128,558.7955845454545
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",256,64,559.4537520909091
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",128,128,560.4258711818181
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",256,64,561.4343347272727
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,128,561.9898604545455
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",256,128,563.2577820909091
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",128,128,563.6059337272727
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,64,564.2834913636364
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,128,564.7162751818181
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,256,565.0456629090909
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",128,64,565.6650984545455
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",128,32,565.6909363636364
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",256,64,565.7776705454545
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,64,566.1884927272728
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,128,566.4239164545455
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",256,256,567.1698041818181
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",512,64,567.2546825454546
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",256,128,567.6286704545455
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",64,32,567.7802921818181
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,512,567.9043370909092
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",64,32,567.9455411818182
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",512,64,568.3405567272728
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",64,32,568.4157417272728
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,256,568.564832
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",1024,128,568.6946051818181
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",256,64,568.7855341818181
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,512,568.9691324545455
256K_z2z_512_sbrr,512,"[16, 16, 2]",64,16,569.5202505454545
256K_z2z_512_sbrr,512,"[16, 8, 4]",256,64,569.5835750909091
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",1024,128,571.7252643636364
256K_z2z_512_sbrr,512,"[16, 16, 2]",64,64,572.3624043636364
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",256,32,572.5933513636364
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",64,32,572.6113921818181
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",256,64,572.6396928181819
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,64,572.8765340909091
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",64,32,572.8802147272728
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,64,573.3581031818181
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",512,128,574.0515686363636
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",128,32,575.4401607272728
256K_z2z_512_sbrr,512,"[16, 8, 4]",128,16,575.4783153636364
256K_z2z_512_sbrr,512,"[16, 8, 4]",64,16,575.7284727272728
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",512,128,576.4081555454545
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",512,256,576.4225466363637
256K_z2z_512_sbrr,512,"[8, 8, 8]",512,128,578.3871725454545
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,128,579.8604554545454
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",512,64,580.7591498181819
256K_z2z_512_sbrr,512,"[8, 8, 8]",128,16,581.6541148181818
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",64,32,581.8672130909091
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",64,32,582.1113771818182
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",1024,128,582.2954987272727
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",256,64,583.0137088181818
256K_z2z_512_sbrr,512,"[16, 8, 4]",128,128,583.8213793636364
256K_z2z_512_sbrr,512,"[16, 8, 4]",256,128,584.6807640909092
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",512,64,585.9019629090909
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",256,32,587.0278426363636
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",256,32,587.6293918181818
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",512,64,587.7004661818181
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",128,32,588.4106798181818
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",256,128,589.0547555454546
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",128,32,589.3053111818182
256K_z2z_512_sbrr,512,"[8, 8, 8]",64,16,589.6992152727272
256K_z2z_512_sbrr,512,"[16, 16, 2]",128,64,589.8339262727272
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",512,512,590.1112016363636
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,512,590.3252835454545
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,64,590.4093425454545
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",512,256,592.2755410909091
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",256,256,595.0431466363636
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",64,32,596.6474433636364
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",512,64,597.0229710909091
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",128,32,600.7375781818181
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",64,16,601.0757147272727
256K_z2z_512_sbrr,512,"[8, 8, 8]",512,256,601.2213628181819
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,32,601.2818190909092
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",1024,128,602.2164641818181
256K_z2z_512_sbrr,512,"[8, 8, 8]",256,256,603.609387
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",128,16,605.7211495454545
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",128,16,606.507152
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",512,512,607.4517278181819
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",64,32,608.8314912727272
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,256,610.0747091818181
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",64,16,610.8945311818181
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,512,610.9534141818182
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",64,32,611.1382582727273
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",64,16,611.2233154545455
256K_z2z_512_sbrr,512,"[16, 16, 2]",512,64,612.1980007272728
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",128,16,612.2622392727272
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",64,16,612.3257482727272
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",128,16,613.0226470909091
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",512,256,613.0371550909091
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",512,512,614.4403262727272
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",256,256,618.0183452727273
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",512,512,618.2254484545455
256K_z2z_512_sbrr,512,"[16, 16, 2]",256,64,620.9179338181818
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",512,128,626.5627089090909
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",512,128,634.7293212727272
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",256,256,638.8433146363636
256K_z2z_512_sbrr,512,"[16, 16, 2]",128,128,639.110881
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,256,639.6829959090909
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",512,256,639.8309730909091
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",256,256,644.0135318181818
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",1024,256,647.9685313636364
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",512,128,648.6367961818181
256K_z2z_512_sbrr,512,"[16, 8, 4]",512,128,650.1281171818181
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",1024,256,653.5515765454545
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",1024,128,655.1813731818181
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",512,512,656.8904273636364
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",1024,256,656.9220957272728
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",1024,128,659.6893411818181
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",1024,512,660.6804464545455
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",512,128,661.4498530909091
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",1024,512,663.7225605454545
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",1024,256,664.1736352727272
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",1024,256,664.5918518181819
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",256,256,666.1118153636364
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",512,256,672.9857531818182
256K_z2z_512_sbrr,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,1024,673.6564581818182
256K_z2z_512_sbrr,512,"[16, 8, 4]",256,256,680.1716532727272
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",1024,256,683.0589312727272
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",1024,512,683.5847941818181
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",1024,256,693.4119575454545
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",1024,512,693.6670779090908
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",512,256,695.4208668181818
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",1024,512,696.8258093636364
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",512,512,698.0675202727273
256K_z2z_512_sbrr,512,"[4, 4, 2, 2, 2, 2, 2]",1024,1024,701.3328065454544
256K_z2z_512_sbrr,512,"[8, 8, 8]",1024,256,706.4897930909091
256K_z2z_512_sbrr,512,"[16, 16, 2]",256,128,717.894725
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",512,512,722.7249302727273
256K_z2z_512_sbrr,512,"[8, 8, 8]",512,512,725.4839166363636
256K_z2z_512_sbrr,512,"[8, 8, 8]",1024,512,725.6776601818182
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",512,256,727.4609351818182
256K_z2z_512_sbrr,512,"[16, 8, 4]",512,256,732.3530294545455
256K_z2z_512_sbrr,512,"[4, 4, 4, 2, 2, 2]",1024,1024,733.7327716363636
256K_z2z_512_sbrr,512,"[16, 16, 2]",512,128,739.5551860909092
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",1024,512,746.0697196363636
256K_z2z_512_sbrr,512,"[16, 16, 2]",256,256,763.5968125454546
256K_z2z_512_sbrr,512,"[4, 4, 4, 4, 2]",1024,1024,764.9524437272728
256K_z2z_512_sbrr,512,"[8, 8, 4, 2]",1024,512,769.0863986363636
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",1024,128,784.3992065454545
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",512,512,809.2044128181818
256K_z2z_512_sbrr,512,"[8, 2, 2, 2, 2, 2, 2]",1024,1024,815.0612509090909
256K_z2z_512_sbrr,512,"[16, 8, 4]",1024,128,828.9577543636364
256K_z2z_512_sbrr,512,"[16, 4, 2, 2, 2]",512,512,832.2009299090909
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",512,512,842.3212089090908
256K_z2z_512_sbrr,512,"[16, 16, 2]",512,256,853.3323184545455
256K_z2z_512_sbrr,512,"[8, 4, 2, 2, 2, 2]",1024,1024,866.9158571818182
256K_z2z_512_sbrr,512,"[8, 4, 4, 4]",1024,1024,874.8032063636364
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",1024,256,884.2085425454545
256K_z2z_512_sbrr,512,"[8, 4, 4, 2, 2]",1024,1024,893.628911
256K_z2z_512_sbrr,512,"[16, 8, 4]",512,512,915.1121967272727
256K_z2z_512_sbrr,512,"[16, 8, 2, 2]",512,512,919.2977470909091
256K_z2z_512_sbrr,512,"[8, 8, 8]",1024,1024,958.0021776363636
256K_z2z_512_sbrr,512,"[16, 2, 2, 2, 2, 2]",1024,512,978.0730448181819
256K_z2z_512_sbrr,512,"[8, 8, 2, 2, 2]",1024,1024,1000.2752904545455
256K_z2z_512_sbrr,512,"[16, 4, 4, 2]",1024,512,1049.174657181818
