"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","3242363694","405295461","89.0503809214992"
"hipModuleLaunchKernel","30007","285616445","9518","7.84435542248408"
"hiprtcCreateProgram","8","26993465","3374183","0.741366042646404"
"hipMalloc","10","26749573","2674957","0.734667634462308"
"hipModuleGetFunction","9","18458678","2050964","0.506961113045111"
"hipModuleLoadData","9","14115552","1568394","0.387678681710908"
"hipSetDevice","20023","11088864","553","0.30455175803196"
"hipGetDevice","20030","11005583","549","0.302264474595112"
"hipDeviceSynchronize","2","1624012","812006","0.0446029196196291"
"hipMemcpy","5","1279281","255856","0.0351350036908094"
"hipModuleUnload","9","718700","79855","0.0197388432663228"
"hipStreamSynchronize","4","456761","114190","0.0125447805609696"
"hiprtcDestroyProgram","8","314761","39345","0.00864480039703775"
"hipStreamDestroy","1","140071","140071","0.00384700085593029"
"hipFree","10","79420","7942","0.00218124242689767"
"hiprtcGetCode","8","12150","1518","0.000333695485857551"
"hipGetDeviceProperties","3","11940","3980","0.000327927909558779"
"hipStreamCreate","1","8780","8780","0.000241139618586774"
"hiprtcGetCodeSize","8","4780","597","0.000131281022419679"
"hipGetDeviceCount","1","1650","1650","4.53166709189267e-05"
"Total","70164","3641044160","51893","100.0"
