Stage,Length,Factors,WGS,TPT,GPU_Time_ms
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",128,64,34.125568
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",256,128,34.147775
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",256,128,34.265763
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",128,64,34.273368
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",128,64,34.319326
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",512,256,34.365231
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",128,64,34.388905
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",1024,128,34.432969
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",512,128,34.43562
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",1024,256,34.458692
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,32,34.466133
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",128,32,34.493522
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",128,64,34.626267
N=262144_Stage2_256_sbcc,256,"[16, 16]",1024,16,34.722371
N=262144_Stage2_256_sbcc,256,"[16, 16]",512,16,34.722782
N=262144_Stage2_256_sbcc,256,"[16, 16]",128,16,34.725589
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",64,16,34.737045
N=262144_Stage2_256_sbcc,256,"[16, 16]",256,16,34.738227
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",128,16,34.739433
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",128,16,34.827846
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",1024,16,34.830818
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",512,16,34.832823
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",256,16,34.843979
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",64,16,34.871482
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",128,16,34.889799
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",64,16,34.93219
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,128,34.946138
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",256,128,34.973689
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",128,16,34.974987
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",512,256,34.98033
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",512,256,35.104698
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",128,16,35.104816
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",64,16,35.119539
N=262144_Stage2_256_sbcc,256,"[16, 16]",256,32,35.134423
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",1024,128,35.154515
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",512,128,35.156553
N=262144_Stage2_256_sbcc,256,"[16, 16]",512,32,35.159539
N=262144_Stage2_256_sbcc,256,"[16, 16]",1024,32,35.169751
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",512,16,35.245975
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",1024,16,35.252309
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",256,16,35.25434
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",128,16,35.293614
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",128,16,35.528929
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",512,16,35.53674
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",256,16,35.541124
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",1024,16,35.560175
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",512,256,35.585514
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,16,35.620061
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",256,16,35.634476
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,16,35.644164
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",128,16,35.649111
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",128,16,35.653301
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",64,16,35.655074
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,256,35.748084
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",128,16,35.837207
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",64,16,35.857123
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",512,256,35.879077
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",1024,256,35.975748
N=262144_Stage2_256_sbcc,256,"[16, 16]",64,32,36.010094
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",64,16,36.010303
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",128,16,36.016082
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",128,16,36.073839
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",128,16,36.078335
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",256,16,36.084597
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,16,36.092201
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",64,16,36.092528
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,16,36.100949
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",1024,256,36.322126
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,16,36.346101
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,16,36.350846
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,16,36.352446
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",128,16,36.36081
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,16,36.373708
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",128,16,36.40252
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,16,36.409134
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",256,16,36.426985
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",1024,256,36.441209
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",128,16,36.451203
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",64,16,36.490647
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",1024,128,36.568871
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",512,256,36.602763
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",128,16,36.673479
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",64,16,36.694101
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",1024,256,36.789402
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",256,128,36.838419
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",64,16,36.896514
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",128,16,36.904629
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",256,16,36.905771
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,16,36.912727
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",128,16,36.915034
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",512,16,36.917944
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,256,37.001598
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",256,128,37.022451
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",512,256,37.063694
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",256,16,37.107378
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,16,37.116125
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,16,37.129021
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",128,16,37.1326
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",512,128,37.17605
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",1024,256,37.207428
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",1024,128,37.251761
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",512,128,37.267864
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",256,128,37.388545
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,256,37.40434
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",128,16,37.724005
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,16,37.740768
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,16,37.745794
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,16,37.747176
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",256,16,38.038047
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",128,16,38.038576
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,16,38.044639
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,16,38.047145
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",512,128,38.056578
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",1024,128,38.059799
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",128,16,38.073455
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,16,38.078519
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",256,16,38.082632
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,16,38.083062
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",512,256,38.19822
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",64,64,38.725503
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,256,38.807555
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",64,64,38.843817
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",128,128,38.893142
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",128,128,38.969855
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",64,64,39.00328
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",128,128,39.010833
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",128,128,39.013327
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",64,64,39.086715
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",64,64,39.089604
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",64,64,39.12019
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,16,39.167009
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,16,39.170215
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",64,64,39.182256
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",256,16,39.182369
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",128,16,39.184471
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",256,256,39.221389
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",128,128,39.24915
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",128,128,39.25286
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",64,64,39.325948
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",256,256,39.391922
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",128,128,39.457985
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",128,128,39.632386
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",128,128,39.656168
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",64,64,39.689105
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",128,128,39.757482
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",256,256,39.768539
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",64,64,39.782066
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",256,128,39.895881
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",64,64,39.917816
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",512,256,39.951738
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",64,64,40.049958
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",128,128,40.078954
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,256,40.168869
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",64,64,40.176065
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",128,128,40.21296
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",64,64,40.431575
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,128,40.435902
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,128,40.461452
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",1024,128,40.543882
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",512,128,40.57388
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,16,40.57998
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,16,40.595691
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,40.597479
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,16,40.615616
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,128,40.740241
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",64,64,40.750532
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",256,256,41.082722
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,512,41.090257
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",64,64,41.235252
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",1024,256,41.256703
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",256,256,41.35462
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",256,256,41.43203
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",512,128,41.442137
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",256,256,41.49744
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",64,64,42.022371
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,256,42.281272
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,256,42.713405
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",1024,512,42.716147
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,128,42.818207
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",512,128,42.837556
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",256,128,43.054344
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",1024,512,43.162591
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",64,64,43.185774
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",64,64,43.207748
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,256,43.215911
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,256,43.232462
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",64,64,43.270511
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",64,64,43.271599
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",64,64,43.355565
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",128,128,43.374209
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,43.395454
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",64,64,43.451243
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",64,64,43.462153
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",64,64,43.488949
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",64,64,43.62187
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",64,64,43.67003
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",128,128,43.701001
N=262144_Stage2_256_sbcc,256,"[16, 16]",1024,64,43.763574
N=262144_Stage2_256_sbcc,256,"[16, 16]",512,64,43.770344
N=262144_Stage2_256_sbcc,256,"[16, 16]",256,64,43.77405
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",128,128,43.779601
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,512,43.917271
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",1024,256,44.129398
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",128,128,44.153932
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",128,128,44.213481
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",64,64,44.27079
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",1024,512,44.27196
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",128,128,44.32112
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",128,128,44.336987
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",64,64,44.342662
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",128,128,44.469566
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",256,256,44.529302
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,128,44.739305
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",512,256,44.795928
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",128,128,44.876684
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",256,256,44.886174
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",128,128,44.923676
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",128,128,44.946872
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",256,256,44.96188
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",128,128,44.974573
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,256,45.030197
N=262144_Stage2_256_sbcc,256,"[16, 16]",128,64,45.180397
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",512,256,45.309034
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",256,256,45.650982
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,256,45.977338
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,256,46.089606
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",256,256,46.098046
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,128,46.256565
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,256,46.481437
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",128,128,46.581112
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,256,46.602577
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",256,256,46.616569
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",256,128,46.675226
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,256,46.747803
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",512,512,47.007371
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",256,256,47.442669
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",256,256,47.54909
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",64,64,47.661042
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",256,256,48.304398
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",512,512,48.581824
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",512,512,48.613936
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",256,128,48.689703
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",128,128,48.816537
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",1024,512,48.893901
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",128,128,49.080601
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",256,256,49.585645
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",128,128,50.222018
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,256,50.249884
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",1024,512,50.481653
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,256,50.908084
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",128,128,51.178576
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,256,52.258923
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",128,128,52.468647
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,256,52.512229
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",1024,512,52.622681
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",512,256,52.651163
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",512,512,53.173697
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",512,256,53.199157
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",1024,512,53.505715
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,128,53.766275
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",512,512,54.126834
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",512,256,54.271185
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",512,256,54.569093
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",256,256,54.574471
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",1024,128,54.593696
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",256,256,54.64909
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",512,512,54.891757
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",256,256,55.093003
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",512,512,55.20314
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",1024,512,55.295639
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",256,256,55.518801
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,512,56.66932
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",512,256,56.734763
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",256,256,57.261178
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",256,256,57.414278
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",1024,128,57.643592
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",256,256,57.891625
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,512,58.025376
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",1024,256,58.115464
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",1024,256,58.242893
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,512,58.515955
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",1024,256,58.734281
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,512,59.157367
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",512,256,60.753998
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,512,60.987818
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",512,512,61.266123
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",1024,512,61.360022
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,512,61.581255
N=262144_Stage2_256_sbcc,256,"[16, 16]",64,64,61.603527
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",1024,512,61.722438
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,256,62.29759
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,512,62.55413
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",512,512,62.577718
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",512,512,63.239242
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",512,512,63.443201
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",256,256,66.235735
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,256,67.573241
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",1024,256,68.118565
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",1024,256,68.43357
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,512,68.559606
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,256,68.915755
N=262144_Stage2_256_sbcc,256,"[16, 16]",512,128,70.645495
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",512,256,71.092084
N=262144_Stage2_256_sbcc,256,"[16, 16]",256,128,71.891245
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",1024,256,73.927178
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,512,74.511995
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",512,256,75.578011
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",512,512,77.896576
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,512,78.049838
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",512,512,78.156599
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,256,78.540067
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",256,256,79.299641
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,256,79.481165
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,512,79.554767
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,512,79.691129
