"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"fft_rtc_fwd_len_128_factors_8_2_2_4_wgs_64_tpt_64_dp_op_CI_CI_sbcc_twdbase5_3step_dirReg_intrinsicReadWrite","2","41118","20559","29.304"
"twiddle_gen_radices_dp","2","39679","19839","28.278"
"fft_rtc_fwd_len_256_factors_8_2_2_2_2_2_wgs_64_tpt_64_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg","2","22720","11360","16.192"
"r2c_even_post_Ndiv4_dim1_dp_CI_CI","2","16960","8480","12.087"
"twiddle_gen_N_dp","1","13120","13120","9.35"
"twiddle_gen_large_dp","1","6720","6720","4.789"
"Total","10","140317","14031","100.0"
