"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1388789991","173598748","82.1947451373733"
"hipModuleLaunchKernel","30007","200593765","6684","11.8720278063418"
"hipDeviceSynchronize","2","53057404","26528702","3.14017225620303"
"hipMalloc","9","16775323","1863924","0.992837943474289"
"hiprtcCreateProgram","8","7522764","940345","0.445230505487281"
"hipSetDevice","20023","7492044","374","0.443412359772678"
"hipGetDevice","20030","7415120","370","0.43885965661675"
"hipModuleGetFunction","9","4788465","532051","0.283402575497271"
"hipMemcpy","5","1272412","254482","0.0753069799807733"
"hipModuleLoadData","9","660841","73426","0.039111498443487"
"hipStreamSynchronize","4","409960","102490","0.0242632492564656"
"hipModuleUnload","9","365510","40612","0.0216325013067878"
"hiprtcDestroyProgram","8","295611","36951","0.0174955687773271"
"hipStreamDestroy","1","103960","103960","0.00615281342741282"
"hipFree","9","65670","7296","0.00388664157154867"
"hiprtcGetCode","8","8791","1098","0.000520290331284976"
"hipStreamCreate","1","6360","6360","0.00037641297997639"
"hipGetDeviceProperties","3","5320","1773","0.000314861171929936"
"hiprtcGetCodeSize","8","3160","395","0.000187022801371917"
"hipGetDeviceCount","1","1080","1080","6.39191852790096e-05"
"Total","70162","1689633551","24081","100.0"
