Stage,Length,Factors,WGS,TPT,Total_Time_ms
64K_d2z_z2d_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",128,128,338.6607608181818
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 2, 2]",128,64,339.68853563636367
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 2, 2]",64,64,340.5402919090909
64K_d2z_z2d_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,128,341.5068419090909
64K_d2z_z2d_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",256,128,341.96678136363636
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 2, 2]",256,128,342.3309638181818
64K_d2z_z2d_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,128,342.9170988181818
64K_d2z_z2d_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",128,128,343.27356981818184
64K_d2z_z2d_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",128,128,343.67251945454547
64K_d2z_z2d_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",64,64,343.75086681818186
64K_d2z_z2d_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",256,256,343.8138800909091
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 4]",64,64,345.0800759090909
64K_d2z_z2d_256_sbrr,256,"[8, 8, 4]",64,64,345.27611654545456
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 4]",256,128,346.38054618181815
64K_d2z_z2d_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",64,64,347.1733415454546
64K_d2z_z2d_256_sbrr,256,"[8, 8, 4]",128,64,347.25925627272727
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 4]",256,256,347.2720532727273
64K_d2z_z2d_256_sbrr,256,"[8, 2, 2, 2, 2, 2]",256,128,347.5844513636364
64K_d2z_z2d_256_sbrr,256,"[8, 8, 4]",64,32,347.60772363636363
64K_d2z_z2d_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",256,256,348.1419138181818
64K_d2z_z2d_256_sbrr,256,"[8, 4, 2, 2, 2]",128,128,348.589616
64K_d2z_z2d_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",256,128,348.6464491818182
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 2, 2]",256,256,348.8660492727273
64K_d2z_z2d_256_sbrr,256,"[8, 4, 4, 2]",128,64,349.0310861818182
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 2, 2]",128,128,349.0536451818182
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 4]",128,64,349.1545911818182
64K_d2z_z2d_256_sbrr,256,"[4, 2, 2, 2, 2, 2, 2]",128,64,350.61688936363635
64K_d2z_z2d_256_sbrr,256,"[8, 4, 4, 2]",64,64,350.6630656363636
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 4]",128,128,350.8863467272728
64K_d2z_z2d_256_sbrr,256,"[4, 4, 2, 2, 2, 2]",512,256,351.06752618181815
64K_d2z_z2d_256_sbrr,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,352.2070085454545
64K_d2z_z2d_256_sbrr,256,"[4, 4, 4, 4]",64,32,354.36568245454544
64K_d2z_z2d_256_sbrr,256,"[8, 8, 2, 2]",128,64,354.40892072727274
