Stage,Length,Factors,WGS,TPT,GPU_Time_ms
Stage1_256,256,"[4, 4, 2, 2, 2, 2]",1024,256,11.488261
Stage2_128,128,"[8, 8, 2]",1024,128,11.522894
Stage1_256,256,"[4, 4, 2, 2, 2, 2]",512,256,11.580338
Stage1_256,256,"[4, 4, 2, 2, 2, 2]",256,256,11.62923
Stage2_128,128,"[4, 2, 2, 2, 2, 2]",1024,256,11.634587
Stage1_256,256,"[4, 4, 4, 4]",256,256,11.634727
Stage1_256,256,"[4, 4, 4, 4]",512,256,11.63709
Stage2_128,128,"[4, 2, 2, 2, 2, 2]",512,256,11.660272
Stage1_256,256,"[16, 2, 2, 2, 2]",128,128,11.765559
Stage2_128,128,"[2, 2, 2, 2, 2, 2, 2]",256,256,11.785165
Stage1_256,256,"[16, 2, 2, 2, 2]",512,128,11.792192
Stage2_128,128,"[4, 2, 2, 2, 2, 2]",256,256,11.835991
Stage2_128,128,"[16, 8]",64,64,11.869192
Stage1_256,256,"[4, 4, 4, 2, 2]",1024,256,11.87416
Stage2_128,128,"[16, 8]",512,64,11.932699
Stage1_256,256,"[4, 4, 4, 2, 2]",256,256,11.973498
Stage2_128,128,"[8, 4, 4]",1024,128,11.992163
Stage1_256,256,"[4, 4, 4, 2, 2]",512,256,12.020144
Stage1_256,256,"[8, 2, 2, 2, 2, 2]",512,256,12.063675
Stage1_256,256,"[16, 16]",64,64,12.179498
Stage1_256,256,"[16, 4, 4]",128,128,12.280577
Stage2_128,128,"[8, 8, 2]",128,128,12.331803
Stage1_256,256,"[4, 4, 4, 4]",1024,256,12.383994
Stage1_256,256,"[16, 4, 2, 2]",128,128,12.388944
Stage1_256,256,"[8, 2, 2, 2, 2, 2]",256,256,12.435727
Stage1_256,256,"[8, 4, 2, 2, 2]",512,256,12.481411
Stage1_256,256,"[16, 2, 2, 2, 2]",1024,128,12.505889
Stage1_256,256,"[8, 4, 4, 2]",512,256,12.532979
Stage2_128,128,"[4, 4, 2, 2, 2]",512,256,12.538296
Stage1_256,256,"[16, 4, 2, 2]",256,128,12.608508
Stage1_256,256,"[16, 16]",1024,128,12.635631
Stage1_256,256,"[8, 8, 4]",1024,256,12.830188
Stage2_128,128,"[4, 4, 2, 2, 2]",256,256,12.842222
Stage1_256,256,"[16, 4, 4]",256,128,12.862626
Stage2_128,128,"[4, 4, 2, 2, 2]",1024,256,12.916499
Stage1_256,256,"[8, 4, 4, 2]",256,256,12.917697
Stage1_256,256,"[16, 16]",256,128,13.006009
Stage1_256,256,"[8, 2, 2, 2, 2, 2]",1024,256,13.006548
Stage1_256,256,"[8, 4, 2, 2, 2]",256,256,13.026096
Stage1_256,256,"[16, 4, 4]",512,128,13.046156
Stage1_256,256,"[8, 8, 4]",512,256,13.127624
Stage1_256,256,"[16, 4, 2, 2]",512,128,13.135156
Stage1_256,256,"[16, 16]",512,128,13.28701
Stage1_256,256,"[8, 4, 4, 2]",1024,256,13.363856
Stage2_128,128,"[16, 2, 2, 2]",256,128,13.376008
Stage2_128,128,"[16, 2, 2, 2]",128,128,13.442858
Stage2_128,128,"[4, 4, 4, 2]",512,256,13.530209
Stage1_256,256,"[16, 8, 2]",256,128,13.543684
Stage1_256,256,"[16, 8, 2]",512,128,13.622226
Stage1_256,256,"[16, 8, 2]",128,128,13.673848
Stage2_128,128,"[16, 4, 2]",256,128,13.692763
Stage2_128,128,"[16, 2, 2, 2]",512,128,13.708469
Stage1_256,256,"[8, 8, 4]",256,256,13.716465
Stage2_128,128,"[4, 4, 4, 2]",256,256,13.729589
Stage2_128,128,"[16, 4, 2]",128,128,13.808165
Stage1_256,256,"[8, 4, 2, 2, 2]",1024,256,13.817571
Stage2_128,128,"[4, 4, 4, 2]",1024,256,13.858256
Stage1_256,256,"[16, 16]",128,128,13.876722
Stage2_128,128,"[16, 8]",1024,64,13.882692
Stage2_128,128,"[16, 2, 2, 2]",1024,128,13.955805
Stage2_128,128,"[8, 2, 2, 2, 2]",512,256,14.450315
Stage1_256,256,"[8, 8, 2, 2]",512,256,14.521797
Stage2_128,128,"[8, 2, 2, 2, 2]",256,256,14.645288
Stage2_128,128,"[16, 4, 2]",512,128,14.710792
Stage1_256,256,"[8, 8, 2, 2]",256,256,14.743029
Stage1_256,256,"[8, 8, 2, 2]",1024,256,15.264198
Stage2_128,128,"[8, 2, 2, 2, 2]",1024,256,15.424695
Stage2_128,128,"[8, 4, 2, 2]",256,256,15.487553
Stage2_128,128,"[8, 4, 2, 2]",512,256,15.770325
Stage1_256,256,"[16, 4, 4]",1024,128,15.827725
Stage1_256,256,"[16, 2, 2, 2, 2]",256,256,16.30174
Stage1_256,256,"[16, 4, 2, 2]",1024,128,16.393002
Stage1_256,256,"[16, 16]",1024,256,16.764629
Stage1_256,256,"[16, 2, 2, 2, 2]",512,256,17.230958
Stage2_128,128,"[8, 4, 2, 2]",1024,256,17.588698
Stage1_256,256,"[16, 4, 2, 2]",256,256,17.744876
Stage1_256,256,"[16, 4, 4]",512,256,18.157119
Stage2_128,128,"[8, 4, 4]",256,256,18.284477
Stage1_256,256,"[16, 4, 4]",256,256,18.291766
Stage2_128,128,"[16, 4, 2]",1024,128,18.434226
Stage1_256,256,"[16, 16]",256,256,18.487195
Stage1_256,256,"[16, 16]",512,256,18.826539
Stage2_128,128,"[8, 8, 2]",512,256,18.972133
Stage1_256,256,"[16, 4, 2, 2]",512,256,18.9835
Stage2_128,128,"[16, 8]",128,128,19.063196
Stage2_128,128,"[2, 2, 2, 2, 2, 2, 2]",512,512,19.067528
Stage2_128,128,"[4, 2, 2, 2, 2, 2]",512,512,19.128656
Stage2_128,128,"[8, 4, 4]",512,256,19.190877
Stage2_128,128,"[8, 8, 2]",256,256,19.312066
Stage1_256,256,"[16, 8, 2]",1024,128,19.322211
Stage2_128,128,"[16, 8]",256,128,19.412304
Stage1_256,256,"[16, 8, 2]",512,256,19.459022
Stage1_256,256,"[16, 8, 2]",256,256,19.619633
Stage2_128,128,"[16, 2, 2, 2]",256,256,20.001938
Stage2_128,128,"[2, 2, 2, 2, 2, 2, 2]",1024,512,20.196323
Stage2_128,128,"[8, 8, 2]",1024,256,20.199538
Stage2_128,128,"[16, 8]",512,128,20.309611
Stage2_128,128,"[4, 2, 2, 2, 2, 2]",1024,512,20.327217
Stage1_256,256,"[16, 4, 2, 2]",1024,256,20.966474
Stage2_128,128,"[8, 4, 4]",1024,256,21.157468
Stage2_128,128,"[4, 4, 2, 2, 2]",512,512,21.529159
Stage2_128,128,"[16, 4, 2]",256,256,22.455144
Stage2_128,128,"[4, 4, 2, 2, 2]",1024,512,22.690757
Stage1_256,256,"[16, 8, 2]",1024,256,22.812251
Stage1_256,256,"[16, 2, 2, 2, 2]",1024,256,22.867975
Stage1_256,256,"[16, 4, 4]",1024,256,23.189512
Stage2_128,128,"[4, 4, 4, 2]",512,512,23.42078
Stage2_128,128,"[16, 8]",1024,128,23.428667
Stage2_128,128,"[16, 2, 2, 2]",1024,256,24.407046
Stage2_128,128,"[16, 2, 2, 2]",512,256,24.48635
Stage2_128,128,"[4, 4, 4, 2]",1024,512,24.69509
Stage2_128,128,"[8, 2, 2, 2, 2]",512,512,25.40478
Stage2_128,128,"[16, 4, 2]",512,256,26.55923
Stage2_128,128,"[8, 2, 2, 2, 2]",1024,512,26.842208
Stage2_128,128,"[8, 4, 2, 2]",512,512,27.817843
Stage2_128,128,"[8, 4, 2, 2]",1024,512,31.956296
Stage2_128,128,"[8, 4, 4]",512,512,33.909072
Stage2_128,128,"[16, 4, 2]",1024,256,33.969151
Stage2_128,128,"[8, 8, 2]",512,512,35.077942
Stage2_128,128,"[16, 8]",256,256,35.094207
Stage2_128,128,"[4, 2, 2, 2, 2, 2]",1024,1024,36.740498
Stage2_128,128,"[8, 8, 2]",1024,512,37.566366
Stage2_128,128,"[2, 2, 2, 2, 2, 2, 2]",1024,1024,37.603905
Stage2_128,128,"[16, 8]",512,256,37.774778
Stage2_128,128,"[8, 4, 4]",1024,512,39.18384
Stage2_128,128,"[4, 4, 2, 2, 2]",1024,1024,41.054352
Stage2_128,128,"[16, 8]",1024,256,43.071872
Stage2_128,128,"[4, 4, 4, 2]",1024,1024,45.020396
Stage2_128,128,"[16, 2, 2, 2]",512,512,47.034183
Stage2_128,128,"[16, 2, 2, 2]",1024,512,48.129247
Stage2_128,128,"[8, 2, 2, 2, 2]",1024,1024,51.553041
Stage2_128,128,"[16, 4, 2]",512,512,51.972873
Stage2_128,128,"[16, 4, 2]",1024,512,56.883608
Stage2_128,128,"[8, 4, 2, 2]",1024,1024,57.885286
Stage2_128,128,"[8, 4, 4]",1024,1024,69.053444
Stage2_128,128,"[8, 8, 2]",1024,1024,70.057243
Stage2_128,128,"[16, 8]",512,512,72.197371
Stage2_128,128,"[16, 2, 2, 2]",1024,1024,81.762923
Stage2_128,128,"[16, 8]",1024,512,82.888821
Stage2_128,128,"[16, 8]",1024,1024,157.986697
Stage2_128,128,"[16, 4, 2]",1024,1024,176.205205
