"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","2156971650","269621456","95.6929057438022"
"hiprtcCreateProgram","8","34010679","4251334","1.50886577476793"
"hipMalloc","10","26171022","2617102","1.16106354085135"
"hipModuleGetFunction","9","16134296","1792699","0.715789503478455"
"hipModuleLaunchKernel","307","15386944","50120","0.682633627510664"
"hipMemcpy","5","1493541","298708","0.0662601560560631"
"hipDeviceSynchronize","2","1219061","609530","0.0540829961158484"
"hipModuleLoadData","9","993821","110424","0.0440903427169343"
"hiprtcDestroyProgram","8","416690","52086","0.0184862313301081"
"hipStreamSynchronize","4","416210","104052","0.0184649363841328"
"hipModuleUnload","9","391121","43457","0.0173518761766858"
"hipStreamDestroy","1","120940","120940","0.00536543909636245"
"hipGetDevice","230","115390","501","0.00511921628352293"
"hipSetDevice","223","111280","499","0.00493687830860934"
"hipFree","10","65950","6595","0.00292583684806602"
"hiprtcGetCode","8","11820","1477","0.000524388044642006"
"hipGetDeviceProperties","3","10180","3393","0.000451630312559697"
"hipStreamCreate","1","8550","8550","0.000379316225185207"
"hiprtcGetCodeSize","8","5400","675","0.000239568142222236"
"hipGetDeviceCount","1","1420","1420","6.29975485102918e-05"
"Total","864","2254055965","2608861","100.0"
