Stage,Length,Factors,WGS,TPT,GPU_Time_ms
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,16,13.994761
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,32,14.405077
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,16,14.970462
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,32,13.78938
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,64,14.478242
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,128,17.849683
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,16,14.992063
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,32,13.783075
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,64,13.349976
